"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.paragraph_id","Input.content","Answer.ParaphraseQuestionBox","Approve","Reject"
"3LOJFQ4BOXF7EYHXX8ARMH08UV9KDS","30EHNVFQMZ4WJS5A5VJJ6S91K09B1P","Wikipedia question annotation","Paraphrase provided question","text reading writing wikipedia question paraphrasing","$0.08","Tue Mar 08 09:09:50 PST 2016","1","BatchId:2301305;","180","86400","Tue Mar 15 10:09:50 PDT 2016","","","39N5ACM9HENZ9JZQONFYKMZZ7L79PQ","A2416IYI3FQMAG","Submitted","Tue Mar 08 09:25:16 PST 2016","Tue Mar 08 09:25:58 PST 2016","Wed Mar 09 09:25:58 PST 2016","","","","42","100% (114/114)","100% (114/114)","0% (0/0)","Water_polo-Advancing_the_ball","<font color=""blue"">Question</font>: How can you advance a ball in water polo?<br/><font color=""blue"">Sentence(s)</font>: Players can move the ball by throwing it to a teammate or swimming with the ball in front of them (""dribbling"").","What are the actions you can take to advance a ball in water polo?"
"3UY4PIS8QRLEU9MOESICD7G3ZTBN1A","30EHNVFQMZ4WJS5A5VJJ6S91K09B1P","Wikipedia question annotation","Paraphrase provided question","text reading writing wikipedia question paraphrasing","$0.08","Tue Mar 08 09:09:44 PST 2016","1","BatchId:2301305;","180","86400","Tue Mar 15 10:09:44 PDT 2016","","","3Q5ZZ9ZEVOFV24YXZG06MKZ7WFR58E","A3DGA7BHDLXJND","Submitted","Tue Mar 08 09:54:39 PST 2016","Tue Mar 08 09:54:57 PST 2016","Wed Mar 09 09:54:57 PST 2016","","","","18","100% (112/112)","100% (112/112)","100% (26/26)","Battle_of_Moscow-Casualties","<font color=""blue"">Question</font>: How many German casualties were reported by the Great Soviet Encyclopedia?<br/><font color=""blue"">Sentence(s)</font>: The estimate of 400,000 German casualties by January 1942 reported in the ""Great Soviet Encyclopedia"", published in 1973–1978, is clearly inflated.","According to the Great Soviet Encyclopedia, how many Germans died?"
"3VDVA3ILIDF8KH52RO5HNN76YHP1GG","30EHNVFQMZ4WJS5A5VJJ6S91K09B1P","Wikipedia question annotation","Paraphrase provided question","text reading writing wikipedia question paraphrasing","$0.08","Tue Mar 08 09:09:44 PST 2016","1","BatchId:2301305;","180","86400","Tue Mar 15 10:09:44 PDT 2016","","","3S4AW7T80BI8LSEGF0Q0MXFZGJTL49","A2416IYI3FQMAG","Submitted","Tue Mar 08 09:38:32 PST 2016","Tue Mar 08 09:38:48 PST 2016","Wed Mar 09 09:38:48 PST 2016","","","","16","100% (114/114)","100% (114/114)","0% (0/0)","Astronomy-Infrared_astronomy","<font color=""blue"">Question</font>: Where do some molecules radiate strongly?<br/><font color=""blue"">Sentence(s)</font>: Some molecules radiate strongly in the infrared.","In what conditions do some molecules radiate strongly?"
"3O0M2G5VC62AX6FD00I9T4SM6O4495","30EHNVFQMZ4WJS5A5VJJ6S91K09B1P","Wikipedia question annotation","Paraphrase provided question","text reading writing wikipedia question paraphrasing","$0.08","Tue Mar 08 09:09:50 PST 2016","1","BatchId:2301305;","180","86400","Tue Mar 15 10:09:50 PDT 2016","","","3E337GFOL98EL8ALME8G8EGRBJ4NG2","A9BRH899F1PW7","Submitted","Tue Mar 08 09:54:15 PST 2016","Tue Mar 08 09:54:45 PST 2016","Wed Mar 09 09:54:45 PST 2016","","","","30","0% (0/0)","0% (0/0)","0% (0/0)","Water_polo-Setting_the_ball","<font color=""blue"">Question</font>: Which is more difficult, a wet or dry pass?<br/><font color=""blue"">Sentence(s)</font>: A dry pass may also be used.</br>This is where the hole set receives the ball directly in his hand and then attempts a shot at the cage.</br>This pass is much more difficult because if the pass is not properly caught, the officials will be likely to call an offensive foul resulting in a change of ball possession.","Is a dry or wet pass more difficult?"
"3RZS0FBRWKAYKX8ZA4KOYS4P353CPL","30EHNVFQMZ4WJS5A5VJJ6S91K09B1P","Wikipedia question annotation","Paraphrase provided question","text reading writing wikipedia question paraphrasing","$0.08","Tue Mar 08 09:09:50 PST 2016","1","BatchId:2301305;","180","86400","Tue Mar 15 10:09:50 PDT 2016","","","3R8YZBNQ9HIGVCCC93W36VY3HR8Q7P","AJ6W4JZRVBQWT","Submitted","Tue Mar 08 09:54:17 PST 2016","Tue Mar 08 09:55:29 PST 2016","Wed Mar 09 09:55:29 PST 2016","","","","72","100% (40/40)","100% (40/40)","100% (40/40)","Rugby_union-History","<font color=""blue"">Question</font>: What year was the first rugby sevens tournament?<br/><font color=""blue"">Sentence(s)</font>: Although the evidence for the story is doubtful, it was immortalised at the school with a plaque unveiled in 1895.</br>1883 is also the year of the first rugby sevens tournament, the Melrose Sevens, which is still held annually.","In which year did the oldest rugby sevens tournament start?"
"337F8MIIMZDS1CR004ZG0TRT3KB04Q","30EHNVFQMZ4WJS5A5VJJ6S91K09B1P","Wikipedia question annotation","Paraphrase provided question","text reading writing wikipedia question paraphrasing","$0.08","Tue Mar 08 09:09:44 PST 2016","1","BatchId:2301305;","180","86400","Tue Mar 15 10:09:44 PDT 2016","","","3F0BG9B9MPNP4E3Y0DDXJH15G0P7Y9","A2HOUSKURBF8UA","Submitted","Tue Mar 08 09:53:38 PST 2016","Tue Mar 08 09:54:12 PST 2016","Wed Mar 09 09:54:12 PST 2016","","","","34","0% (0/0)","0% (0/0)","0% (0/0)","Astronomy-Solar_astronomy","<font color=""blue"">Question</font>: How long are the fluctuations in sunspot numbers?<br/><font color=""blue"">Sentence(s)</font>: This is an 11-year fluctuation in sunspot numbers.","What is the time fluctuation in sunspot numbers?"
"3WRBLBQ2GR88DSKKV51H9IOWTPK0GD","30EHNVFQMZ4WJS5A5VJJ6S91K09B1P","Wikipedia question annotation","Paraphrase provided question","text reading writing wikipedia question paraphrasing","$0.08","Tue Mar 08 09:09:50 PST 2016","1","BatchId:2301305;","180","86400","Tue Mar 15 10:09:50 PDT 2016","","","3KOPY89HM82H867CC194WDA1YURJ3J","A3RYTY3QHRXNIY","Submitted","Tue Mar 08 09:34:35 PST 2016","Tue Mar 08 09:35:07 PST 2016","Wed Mar 09 09:35:07 PST 2016","","","","32","0% (0/0)","0% (0/0)","0% (0/0)","Rugby_union-Rugby_within_international_tournaments","<font color=""blue"">Question</font>: When was the women's rugby sevens event introduced?<br/><font color=""blue"">Sentence(s)</font>: In 2010, the women's rugby sevens event was introduced.","What year was women's rugby six invented"
"3XWUWJ18TLQ7YWXVDH4I24DUIM2UU9","30EHNVFQMZ4WJS5A5VJJ6S91K09B1P","Wikipedia question annotation","Paraphrase provided question","text reading writing wikipedia question paraphrasing","$0.08","Tue Mar 08 09:09:44 PST 2016","1","BatchId:2301305;","180","86400","Tue Mar 15 10:09:44 PDT 2016","","","3D3VGR7TA0FY6UQPK6IDY4WS8BLR3J","A19LZSAT4QURFJ","Submitted","Tue Mar 08 09:34:04 PST 2016","Tue Mar 08 09:34:16 PST 2016","Wed Mar 09 09:34:16 PST 2016","","","","12","0% (0/0)","0% (0/0)","0% (0/0)","Chemistry-Chemical_structure","<font color=""blue"">Question</font>: When was the electron discovered?<br/><font color=""blue"">Sentence(s)</font>: In 1897, J. J. Thomson of Cambridge University discovered the electron and soon after the French scientist Becquerel as well as the couple Pierre and Marie Curie investigated the phenomenon of radioactivity.","At what point was the electron discovered?"
"3DQYSJDTYLBIQ4U4SM00ITQVQGPXEN","30EHNVFQMZ4WJS5A5VJJ6S91K09B1P","Wikipedia question annotation","Paraphrase provided question","text reading writing wikipedia question paraphrasing","$0.08","Tue Mar 08 09:09:44 PST 2016","1","BatchId:2301305;","180","86400","Tue Mar 15 10:09:44 PDT 2016","","","30LB5CDZNCABRTDJB0U7I90KEGIZ0N","A27QLSB53XTM7U","Submitted","Tue Mar 08 09:16:36 PST 2016","Tue Mar 08 09:16:51 PST 2016","Wed Mar 09 09:16:51 PST 2016","","","","15","0% (0/0)","0% (0/0)","0% (0/0)","Chemistry-Atom","<font color=""blue"">Question</font>: The nucleus is made up of what?<br/><font color=""blue"">Sentence(s)</font>: The nucleus is made up of positively charged protons and uncharged neutrons (together called nucleons), while the electron cloud consists of negatively-charged electrons which orbit the nucleus.","What is the nucleus made of?"
"3G57RS03HH5HT5YETWM4O9QM0EQ52K","30EHNVFQMZ4WJS5A5VJJ6S91K09B1P","Wikipedia question annotation","Paraphrase provided question","text reading writing wikipedia question paraphrasing","$0.08","Tue Mar 08 09:09:50 PST 2016","1","BatchId:2301305;","180","86400","Tue Mar 15 10:09:50 PDT 2016","","","38F71OA9GTW2PQTQZTNYDERF5ETFMU","A1CA46R2A6TV9W","Submitted","Tue Mar 08 09:45:59 PST 2016","Tue Mar 08 09:46:18 PST 2016","Wed Mar 09 09:46:18 PST 2016","","","","19","0% (0/0)","0% (0/0)","0% (0/0)","Karate-Kata","<font color=""blue"">Question</font>: How does a karateka attain a formal rank?<br/><font color=""blue"">Sentence(s)</font>: Bunkai is a useful tool to understand a kata.To attain a formal rank the karateka must demonstrate competent performance of specific required kata for that level.","How does a karateka get the formal rank?"
"39KV3A5D187PL8TVB4G7DBHMPEJS7O","30EHNVFQMZ4WJS5A5VJJ6S91K09B1P","Wikipedia question annotation","Paraphrase provided question","text reading writing wikipedia question paraphrasing","$0.08","Tue Mar 08 09:09:44 PST 2016","1","BatchId:2301305;","180","86400","Tue Mar 15 10:09:44 PDT 2016","","","3KB8R4ZV1E7CKZLOJO37HJGXUUOGB4","A2TEWO3WJ5YKGG","Submitted","Tue Mar 08 09:39:11 PST 2016","Tue Mar 08 09:39:38 PST 2016","Wed Mar 09 09:39:38 PST 2016","","","","27","0% (0/0)","0% (0/0)","0% (0/0)","Computer_science-History","<font color=""blue"">Question</font>: What does IBM stand for?<br/><font color=""blue"">Sentence(s)</font>: IBM (short for International Business Machines) released the IBM 704 and later the IBM 709 computers, which were widely used during the exploration period of such devices.","What is the expansion for IBM?"
"3V0TR1NRVA2O2PPIS6W9PZ36C6M4AK","30EHNVFQMZ4WJS5A5VJJ6S91K09B1P","Wikipedia question annotation","Paraphrase provided question","text reading writing wikipedia question paraphrasing","$0.08","Tue Mar 08 09:09:50 PST 2016","1","BatchId:2301305;","180","86400","Tue Mar 15 10:09:50 PDT 2016","","","3WS1NTTKEYC5MCMJAO00FHK22BSF0J","A2XI9YL5UOO2YC","Submitted","Tue Mar 08 09:42:03 PST 2016","Tue Mar 08 09:42:37 PST 2016","Wed Mar 09 09:42:37 PST 2016","","","","34","100% (373/373)","100% (373/373)","100% (373/373)","Karate-Philosophy","<font color=""blue"">Question</font>: Why is it a central dogma to Karate that it only be used in real confrontations?<br/><font color=""blue"">Sentence(s)</font>: He said that ""Karate is properly applied only in those rare situations in which one really must either down another or be downed by him.""</br>It is understood that one blow from a real expert could mean death.</br>It is clear that those who misuse what they have learned bring dishonor upon themselves.","Why is karate only to be used in real confrontations?"
"3VMHWJRYHVGAWIU0NXK60BBV2H4XF5","30EHNVFQMZ4WJS5A5VJJ6S91K09B1P","Wikipedia question annotation","Paraphrase provided question","text reading writing wikipedia question paraphrasing","$0.08","Tue Mar 08 09:09:44 PST 2016","1","BatchId:2301305;","180","86400","Tue Mar 15 10:09:44 PDT 2016","","","31QNSG6A5RTAP8CGN9F3K4D3NLM78V","ABMX8XUNPR3LP","Submitted","Tue Mar 08 09:51:37 PST 2016","Tue Mar 08 09:52:42 PST 2016","Wed Mar 09 09:52:42 PST 2016","","","","65","100% (15/15)","100% (15/15)","100% (15/15)","Computer_science-Major_achievements","<font color=""blue"">Question</font>: Who won World War II due, in part, to the contributions of breaking the Enigma code?<br/><font color=""blue"">Sentence(s)</font>:  In cryptography, breaking the Enigma code was an important factor contributing to the Allied victory in World War II.","Due, in part, to breaking the Enigma code, who won World War II?"
"3CESM1J3EI3ZOPWZCZLG4MKB0GV6WI","30EHNVFQMZ4WJS5A5VJJ6S91K09B1P","Wikipedia question annotation","Paraphrase provided question","text reading writing wikipedia question paraphrasing","$0.08","Tue Mar 08 09:09:50 PST 2016","1","BatchId:2301305;","180","86400","Tue Mar 15 10:09:50 PDT 2016","","","3KV0LJBBH2LZSGYZQONSU35Y823RM0","A1CA46R2A6TV9W","Submitted","Tue Mar 08 09:43:56 PST 2016","Tue Mar 08 09:44:25 PST 2016","Wed Mar 09 09:44:25 PST 2016","","","","29","0% (0/0)","0% (0/0)","0% (0/0)","Squash_(sport)-History","<font color=""blue"">Question</font>: When was the Metropolitan Racquets Association founded?<br/><font color=""blue"">Sentence(s)</font>: It was founded in 1924 in New York as Metropolitan Racquets Association, or MSRA.","When was the MRA founded?"
"3VZYA8PITOYAXVV0E9IQ5LX73G605V","30EHNVFQMZ4WJS5A5VJJ6S91K09B1P","Wikipedia question annotation","Paraphrase provided question","text reading writing wikipedia question paraphrasing","$0.08","Tue Mar 08 09:09:44 PST 2016","1","BatchId:2301305;","180","86400","Tue Mar 15 10:09:44 PDT 2016","","","3JRJSWSMQHL9XQLKY0YDZXX9TMX3EK","A2XI9YL5UOO2YC","Submitted","Tue Mar 08 09:50:21 PST 2016","Tue Mar 08 09:50:50 PST 2016","Wed Mar 09 09:50:50 PST 2016","","","","29","100% (373/373)","100% (373/373)","100% (373/373)","Astrophysics-Abstract","<font color=""blue"">Question</font>: What are some of the disciplines of physics used in astrophysics?<br/><font color=""blue"">Sentence(s)</font>: Because astrophysics is a very broad subject, ""astrophysicists"" typically apply many disciplines of physics, including mechanics, electromagnetism, statistical mechanics, thermodynamics, quantum mechanics, relativity, nuclear and particle physics, and atomic and molecular physics.In practice, modern astronomical research often involves a substantial amount of work in the realm(s) of theoretical and/or observational physics.","Which discipline of physics are also used in astrophysics/"
"3KL228NDMVMAQIROZYBZS2357NPKG2","30EHNVFQMZ4WJS5A5VJJ6S91K09B1P","Wikipedia question annotation","Paraphrase provided question","text reading writing wikipedia question paraphrasing","$0.08","Tue Mar 08 09:09:50 PST 2016","1","BatchId:2301305;","180","86400","Tue Mar 15 10:09:50 PDT 2016","","","30BXRYBRP4XI8YEAYLHLPX5JJVLHWM","AJ6W4JZRVBQWT","Submitted","Tue Mar 08 09:53:30 PST 2016","Tue Mar 08 09:54:16 PST 2016","Wed Mar 09 09:54:16 PST 2016","","","","46","100% (40/40)","100% (40/40)","100% (40/40)","Squash_(sport)-The_court","<font color=""blue"">Question</font>: The middle line of the front wall is relevant when?<br/><font color=""blue"">Sentence(s)</font>: The middle line of the front wall is the service line and is only relevant during serves.","During which part of the game is the middle line used?"
"3R5LWXWHR08GAIQVYHQOIWB73W4XG4","30EHNVFQMZ4WJS5A5VJJ6S91K09B1P","Wikipedia question annotation","Paraphrase provided question","text reading writing wikipedia question paraphrasing","$0.08","Tue Mar 08 09:09:44 PST 2016","1","BatchId:2301305;","180","86400","Tue Mar 15 10:09:44 PDT 2016","","","3TPWUS5F891RRQ3UCT3KE68363DWCP","APNDS7GQJ8PP7","Submitted","Tue Mar 08 09:32:14 PST 2016","Tue Mar 08 09:33:07 PST 2016","Wed Mar 09 09:33:07 PST 2016","","","","53","100% (33/33)","100% (33/33)","100% (33/33)","Thermodynamics-Dependent_and_independent_variables_for_a_process","<font color=""blue"">Question</font>: What are variables chose in advance?<br/><font color=""blue"">Sentence(s)</font>: Certain of the variables chosen in advance are called the independent variables.","What do you call variables that are chosen ahead of time?"
"3BPP3MA3TCKNQADFE3XC7ZV8J7FELI","30EHNVFQMZ4WJS5A5VJJ6S91K09B1P","Wikipedia question annotation","Paraphrase provided question","text reading writing wikipedia question paraphrasing","$0.08","Tue Mar 08 09:09:44 PST 2016","1","BatchId:2301305;","180","86400","Tue Mar 15 10:09:44 PDT 2016","","","3SBEHTYCWN3MTYKUJ4HUA6REUGXIYC","A3RYTY3QHRXNIY","Submitted","Tue Mar 08 09:33:37 PST 2016","Tue Mar 08 09:34:06 PST 2016","Wed Mar 09 09:34:06 PST 2016","","","","29","0% (0/0)","0% (0/0)","0% (0/0)","Thermodynamics-Commonly_considered_thermodynamic_processes","<font color=""blue"">Question</font>: At what sort of pressure does an isobaric process occur?<br/><font color=""blue"">Sentence(s)</font>: Isobaric process: occurs at constant pressure","Isobaric pressure process occurs at what pressure"
