HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.paragraph_id,Input.content,Answer.ParaphraseQuestionBox,Approve,Reject
35O6H0UNLSGHZ1WM0HSWNQC32F2J5R,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 08:30:54 PST 2016,1,BatchId:2299282;,180,86400,Mon Mar 14 09:30:54 PDT 2016,,,30H4UDGLT2IEG3IKDWJ3P85J7FYMPC,A182ZC63GBC4SB,Submitted,Mon Mar 07 08:44:37 PST 2016,Mon Mar 07 08:45:34 PST 2016,Tue Mar 08 08:45:34 PST 2016,,,,57,0% (0/0),0% (0/0),0% (0/0),Lebanon-Tourism,"<font color=""blue"">Question</font>: How much of Lebanon's GDP is derived from the tourism industry?<br/><font color=""blue"">Sentence(s)</font>: The tourism industry accounts for about 10% of GDP.",How much of Lebanon's GDP is earned from the tourism industry?,,
31MCUE39BKM4UKJHESJ0BGM3WRTG3T,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 08:30:51 PST 2016,1,BatchId:2299282;,180,86400,Mon Mar 14 09:30:51 PDT 2016,,,3R5F3LQFV2KWUA52DLWI8AW2CEKZOP,A182ZC63GBC4SB,Submitted,Mon Mar 07 08:43:48 PST 2016,Mon Mar 07 08:44:36 PST 2016,Tue Mar 08 08:44:36 PST 2016,,,,48,0% (0/0),0% (0/0),0% (0/0),Dexter_(TV_series)-U.S._broadcast,"<font color=""blue"">Question</font>: What company protested reruns of ""Dexter"" on CBS?<br/><font color=""blue"">Sentence(s)</font>: broadcast.When U.S. network CBS publicly announced in December 2007 that it was considering ""Dexter"" for broadcast reruns, the Parents Television Council (PTC) protested the decision.","Which company protested ""Dexter"" reruns on CBS?",,
3L2OEKSTW9AQH8ANKF029X1IH9C8YC,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 08:30:54 PST 2016,1,BatchId:2299282;,180,86400,Mon Mar 14 09:30:54 PDT 2016,,,3L70J4KAZGM4P565BK23GNTUZF6DA5,A182ZC63GBC4SB,Submitted,Mon Mar 07 08:41:12 PST 2016,Mon Mar 07 08:41:47 PST 2016,Tue Mar 08 08:41:47 PST 2016,,,,35,0% (0/0),0% (0/0),0% (0/0),United_Kingdom-Climate,"<font color=""blue"">Question</font>: What kind of climate can the United Kingdom be characterized as having?<br/><font color=""blue"">Sentence(s)</font>: The United Kingdom has a temperate climate, with plentiful rainfall all year round.",How can the climate of the United Kingdom be characterized by?,,
3U18MJKL1UMYHCWMUP7WU3ZU3GSNC6,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 08:30:46 PST 2016,1,BatchId:2299282;,180,86400,Mon Mar 14 09:30:46 PDT 2016,,,3WMOAN2SRBXX350GB9728FJ1YT9VN6,A182ZC63GBC4SB,Submitted,Mon Mar 07 08:46:34 PST 2016,Mon Mar 07 08:46:56 PST 2016,Tue Mar 08 08:46:56 PST 2016,,,,22,0% (0/0),0% (0/0),0% (0/0),Radiation_therapy-Types,"<font color=""blue"">Question</font>: What is particle therapy?<br/><font color=""blue"">Sentence(s)</font>: Particle therapy is a special case of external beam radiation therapy where the particles are protons or heavier ions.",Define particle therapy.,,
36BTXXLZ2V8G16BZUHIVKPSGC004RY,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 08:30:47 PST 2016,1,BatchId:2299282;,180,86400,Mon Mar 14 09:30:47 PDT 2016,,,33L7PJKHCGYXN69N0CI4P05LCDT8TE,A182ZC63GBC4SB,Submitted,Mon Mar 07 08:39:18 PST 2016,Mon Mar 07 08:40:18 PST 2016,Tue Mar 08 08:40:18 PST 2016,,,,60,0% (0/0),0% (0/0),0% (0/0),Subatomic_particle-By_composition,"<font color=""blue"">Question</font>: The atomic nucleus of helium-4 is composed of how many protons and how many neutrons?<br/><font color=""blue"">Sentence(s)</font>: For example, a proton is made of two up quarks and one down quark, while the atomic nucleus of helium-4 is composed of two protons and two neutrons.",How many protons and neutrons is the atomic nucleus of helium-4 composed of?,,
367O8HRHKG8S2LBC96I0AZXCY2J4SM,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 08:30:47 PST 2016,1,BatchId:2299282;,180,86400,Mon Mar 14 09:30:47 PDT 2016,,,3QUO65DNQUOF8BBS7YXARIHNAW6OUQ,A182ZC63GBC4SB,Submitted,Mon Mar 07 08:48:13 PST 2016,Mon Mar 07 08:48:36 PST 2016,Tue Mar 08 08:48:36 PST 2016,,,,23,0% (0/0),0% (0/0),0% (0/0),Pudding-Creamy_puddings,"<font color=""blue"">Question</font>: Why is a double boiler often used while making pudding?<br/><font color=""blue"">Sentence(s)</font>: These puddings are easily scorched on the fire, which is why a double boiler is often used; microwave ovens are also now often used to avoid this problem and to reduce stirring.Creamy puddings are typically served chilled, but a few, such as zabaglione and rice pudding, may be served warm.",Why is it necessary to use a double boiler while making pudding?,,
35A1YQPVFEGL4QCGIZ7WBPX3P0D5I1,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 08:30:47 PST 2016,1,BatchId:2299282;,180,86400,Mon Mar 14 09:30:47 PDT 2016,,,3PDJHANYK5GKEJZ4734HR366VO86HG,A182ZC63GBC4SB,Submitted,Mon Mar 07 08:38:41 PST 2016,Mon Mar 07 08:39:17 PST 2016,Tue Mar 08 08:39:17 PST 2016,,,,36,0% (0/0),0% (0/0),0% (0/0),Poutine-Recipe,"<font color=""blue"">Question</font>: What is added to maintain the texture of the fries?<br/><font color=""blue"">Sentence(s)</font>: To maintain the texture of the fries, the cheese curd and gravy are added immediately prior to serving the dish.",What could be added to maintain the quality of the fries?,,
31N9JPQXIPIPYK72GHLX5UWAG8XNHF,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 08:30:47 PST 2016,1,BatchId:2299282;,180,86400,Mon Mar 14 09:30:47 PDT 2016,,,3JV9LGBJWTEW3TAXNT8TN3GW1ORGOI,A182ZC63GBC4SB,Submitted,Mon Mar 07 08:47:24 PST 2016,Mon Mar 07 08:47:51 PST 2016,Tue Mar 08 08:47:51 PST 2016,,,,27,0% (0/0),0% (0/0),0% (0/0),Pho-Etymology_and_origins,"<font color=""blue"">Question</font>: What is pho?<br/><font color=""blue"">Sentence(s)</font>: A dish consisting of small slices of rice cake boiled with beef.",What is in pho?,,
3XBXDSS888JWWA4W98N4VOGFZ3HLX5,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 08:30:55 PST 2016,1,BatchId:2299282;,180,86400,Mon Mar 14 09:30:55 PDT 2016,,,3IFS6Q0HJIJPXC8LKYP5SK3DDQMSIJ,A182ZC63GBC4SB,Submitted,Mon Mar 07 08:52:19 PST 2016,Mon Mar 07 08:53:01 PST 2016,Tue Mar 08 08:53:01 PST 2016,,,,42,0% (0/0),0% (0/0),0% (0/0),Grand_Central_Terminal-Terminal_City,"<font color=""blue"">Question</font>: Which News shows began broadcasting from Grand Central Terminal with Douglas Edwards?<br/><font color=""blue"">Sentence(s)</font>: The ""CBS Evening News"" began its broadcasts there with Douglas Edwards.",Which News shows started broadcasting from Grand Central Terminal with Douglas Edwards?,,
3RWB1RTQDJNW8UIMTS4JW686D498PI,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 08:30:48 PST 2016,1,BatchId:2299282;,180,86400,Mon Mar 14 09:30:48 PDT 2016,,,3OXV7EAXLEQ5KBS5SIFFN95WCJT369,A182ZC63GBC4SB,Submitted,Mon Mar 07 08:51:04 PST 2016,Mon Mar 07 08:51:38 PST 2016,Tue Mar 08 08:51:38 PST 2016,,,,34,0% (0/0),0% (0/0),0% (0/0),Peking_duck-Reheating,"<font color=""blue"">Question</font>: What happens when an oven is used?<br/><font color=""blue"">Sentence(s)</font>: When an oven is used, the duck is heated at a temperature of 150 °C (300 °F) for 20 minutes, and then at 160 °C (325 °F) for another 10 minutes.",What changes when an oven is used?,,
3JVP4ZJHDPSM9JQFLT1KUU1C8S20IB,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 08:30:48 PST 2016,1,BatchId:2299282;,180,86400,Mon Mar 14 09:30:48 PDT 2016,,,3AWETUDC92SMYOUZFQJDOD0G05MZIV,A182ZC63GBC4SB,Submitted,Mon Mar 07 08:49:07 PST 2016,Mon Mar 07 08:49:39 PST 2016,Tue Mar 08 08:49:39 PST 2016,,,,32,0% (0/0),0% (0/0),0% (0/0),Curry-Curries_of_Maharashtra,"<font color=""blue"">Question</font>: In what area of Maharashtra is peanut power added to the curries?<br/><font color=""blue"">Sentence(s)</font>: In western Maharashtra, curries are very spicy and groundnut (peanut) powder is often added to it.",Where in Maharashtra is peanut power added to the curries?,,
3FI30CQHVKJ70MYOH8PKH87QQ54B6E,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 08:30:59 PST 2016,1,BatchId:2299282;,180,86400,Mon Mar 14 09:30:59 PDT 2016,,,34S6N1K2ZVJ2X42BU7AJGMO3LJYHL0,A182ZC63GBC4SB,Submitted,Mon Mar 07 08:45:35 PST 2016,Mon Mar 07 08:46:13 PST 2016,Tue Mar 08 08:46:13 PST 2016,,,,38,0% (0/0),0% (0/0),0% (0/0),Before_Midnight_(film)-Plot,"<font color=""blue"">Question</font>: What gender were Jesse and Celine's kids?<br/><font color=""blue"">Sentence(s)</font>: Nine years after the conclusion of ""Before Sunset"", Jesse (Hawke) and Céline (Delpy) are a couple and parents to twin girls conceived when they got together for the second time.",What are the genders of Jesse and Celine's kids?,,
30Y6N4AHYPWT12USNSJONTMMPDURDZ,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 08:31:01 PST 2016,1,BatchId:2299282;,180,86400,Mon Mar 14 09:31:01 PDT 2016,,,3C2NJ6JBKAHO6E2ENZNR6AMQ1VF2N4,A182ZC63GBC4SB,Submitted,Mon Mar 07 08:36:06 PST 2016,Mon Mar 07 08:37:23 PST 2016,Tue Mar 08 08:37:23 PST 2016,,,,77,0% (0/0),0% (0/0),0% (0/0),Captain_Phillips_(film)-Critical_reception,"<font color=""blue"">Question</font>: Which festival did Captain Phillips open for?<br/><font color=""blue"">Sentence(s)</font>: ""Captain Phillips"" premiered on September 28, 2013, opening the 2013 New York Film Festival.",During which festival did Captain Phillips open?,,
3HY86PZXPYIA039BLTFTNKMULR1E1J,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 08:30:59 PST 2016,1,BatchId:2299282;,180,86400,Mon Mar 14 09:30:59 PDT 2016,,,378XPAWRUCDLXGMR3Y3E7K97RKGIAE,A182ZC63GBC4SB,Submitted,Mon Mar 07 08:49:40 PST 2016,Mon Mar 07 08:50:20 PST 2016,Tue Mar 08 08:50:20 PST 2016,,,,40,0% (0/0),0% (0/0),0% (0/0),Portrait_of_Dr._Gachet-Composition,"<font color=""blue"">Question</font>: What color table did Gachet rest his elbow on in Van Gogh's painting?<br/><font color=""blue"">Sentence(s)</font>: Van Gogh painted Gachet resting his right elbow on a red table, head in hand.",What was the color of the table that Gachet rested his elbow on in Van Gogh's painting?,,
37SOB9Z0SSXKGCXIPJGGO8RBS8G3LN,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 08:31:01 PST 2016,1,BatchId:2299282;,180,86400,Mon Mar 14 09:31:01 PDT 2016,,,3M68NM076H7X3DD738GB578CIX86RF,A182ZC63GBC4SB,Submitted,Mon Mar 07 08:47:51 PST 2016,Mon Mar 07 08:48:13 PST 2016,Tue Mar 08 08:48:13 PST 2016,,,,22,0% (0/0),0% (0/0),0% (0/0),David_(Michelangelo)-Later_history,"<font color=""blue"">Question</font>: Why was the statue of David removed from the piazza?<br/><font color=""blue"">Sentence(s)</font>: In 1873 the statue of David was removed from the piazza, to protect it from damage, and displayed in the Accademia Gallery, Florence, where it attracts many visitors.",How come the statue of David was removed from the Piazza?,,
33BFF6QPI1B0R69HTXNIXJ8RQFJW38,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 08:31:04 PST 2016,1,BatchId:2299282;,180,86400,Mon Mar 14 09:31:04 PDT 2016,,,3BEFOD78W6TSRAW1FCRFMAUOGJ2M4L,A182ZC63GBC4SB,Submitted,Mon Mar 07 08:42:44 PST 2016,Mon Mar 07 08:43:21 PST 2016,Tue Mar 08 08:43:21 PST 2016,,,,37,0% (0/0),0% (0/0),0% (0/0),Assassination_of_Robert_F._Kennedy-Media_coverage,"<font color=""blue"">Question</font>: Who was shot along with Kennedy?<br/><font color=""blue"">Sentence(s)</font>: Senator Kennedy has been shot, and another man, a Kennedy campaign manager, and possibly shot in the head.",Who else was shot besides Kennedy?,,
3LN3BXKGC0V1LIL5OCU2GDX0UKPGW1,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 08:31:04 PST 2016,1,BatchId:2299282;,180,86400,Mon Mar 14 09:31:04 PDT 2016,,,3QY7M81QH7MUK9EHWYC6A9MUIGZ7KN,A182ZC63GBC4SB,Submitted,Mon Mar 07 08:48:36 PST 2016,Mon Mar 07 08:49:06 PST 2016,Tue Mar 08 08:49:06 PST 2016,,,,30,0% (0/0),0% (0/0),0% (0/0),October_Revolution-Western_historiography,"<font color=""blue"">Question</font>: Who exposed flows in the Soviet view in October Revolution?<br/><font color=""blue"">Sentence(s)</font>: As a result, these Western historians exposed what they considered flaws in the Soviet view, thereby undermining the Bolshevik’s original legitimacy, as well as the precepts of Marxism.Far from being inevitable according the historical laws of Marxism, these Western historians presented the revolution as the result of a chain of contingent accidents.",Who revealed flows into the Soviet view in the October Revolution?,,
3JUDR1D0D6R6MRHCDOA7MKLDW02Q2N,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 08:30:45 PST 2016,1,BatchId:2299282;,180,86400,Mon Mar 14 09:30:45 PDT 2016,,,3SLE99ER0NDCBGGT9GRW2QW35F0BZW,A18HFV4R3DNHOQ,Submitted,Mon Mar 07 08:39:23 PST 2016,Mon Mar 07 08:40:17 PST 2016,Tue Mar 08 08:40:17 PST 2016,,,,54,0% (0/0),0% (0/0),0% (0/0),Quantum_mechanics-Abstract,"<font color=""blue"">Question</font>: What is quantum mechanics?<br/><font color=""blue"">Sentence(s)</font>: Quantum mechanics (QM – also known as quantum physics, or quantum theory) is a branch of physics which deals with physical phenomena at nanoscopic scales where the action is on the order of the Planck constant.",What is involved in the study of Quantum mechanics?,,
3D4BBDG7ZHWRD83CC6NHLP1OYZ23C7,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Mon Mar 07 08:30:52 PST 2016,1,BatchId:2299282;,180,86400,Mon Mar 14 09:30:52 PDT 2016,,,3KMS4QQVK2Q7Z2TNEHAIY1ZBG4FKF1,A18HFV4R3DNHOQ,Submitted,Mon Mar 07 08:40:18 PST 2016,Mon Mar 07 08:40:50 PST 2016,Tue Mar 08 08:40:50 PST 2016,,,,32,0% (0/0),0% (0/0),0% (0/0),NCIS_(TV_series)-Name,"<font color=""blue"">Question</font>: In what episode did the series begin using 'foofs'?<br/><font color=""blue"">Sentence(s)</font>: From the season two episode, ""Lt. Jane Doe"" onwards, the series began using what fans of the show have named 'foofs' – black-and-white 'teases' of something to occur later in the episode.",Around what episode was the term 'foofs' brought into use?,,
