HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.paragraph_id,Input.content,Answer.ParaphraseQuestionBox,Approve,Reject
3H781YYV6TIB9NLKNCZ3TQ5PD5DET3,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Wed Mar 02 14:57:56 PST 2016,1,BatchId:2293157;,180,86400,Wed Mar 09 14:57:56 PST 2016,,,3XM0HYN6NKZG4FQ7WYVKC00AYXMPE9,A1T9IKE8GV4LR4,Submitted,Wed Mar 02 15:09:53 PST 2016,Wed Mar 02 15:12:19 PST 2016,Thu Mar 03 15:12:19 PST 2016,,,,146,100% (54/54),100% (54/54),100% (54/54),Russia-Grand_Duchy_of_Moscow,"<font color=""blue"">Question</font>: Who regained Russia's independence and took the title of ""Grand Duke of all the Russias""?<br/><font color=""blue"">Sentence(s)</font>: Moscow gradually absorbed the surrounding principalities, including the formerly strong rivals, such as Tver and Novgorod.Ivan III (""the Great"") finally threw off the control of the Golden Horde, consolidated the whole of Central and Northern Rus' under Moscow's dominion, and was the first to take the title ""Grand Duke of all the Russias"".","Who took the title ""Grand Duke of all the Russias"" by securing its independence?",,
3UOMW19E6D6URNQGQPBA0MZ8CQEC5H,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Wed Mar 02 14:57:57 PST 2016,1,BatchId:2293157;,180,86400,Wed Mar 09 14:57:57 PST 2016,,,3Z3ZLGNNSIUYUTBP7RTDTEMNC4I3QN,A1T9IKE8GV4LR4,Submitted,Wed Mar 02 15:06:30 PST 2016,Wed Mar 02 15:07:02 PST 2016,Thu Mar 03 15:07:02 PST 2016,,,,32,100% (54/54),100% (54/54),100% (54/54),The_Godfather-Video_game,"<font color=""blue"">Question</font>: Did Marlon Brando provide voice work for the game?<br/><font color=""blue"">Sentence(s)</font>: Before his death, Marlon Brando provided voice work for Vito; however, owing to poor sound quality from Brando's failing health, only parts of the recordings could be used.",What game did Marlon Brando provide voice work for shortly before his death?,,
3B6F54KMR2CBAMETMOZYC1Q9MDVS19,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Wed Mar 02 14:57:57 PST 2016,1,BatchId:2293157;,180,86400,Wed Mar 09 14:57:57 PST 2016,,,3ZAK8W07I4EU5UJ95DVZ1HL5CD50UV,A1T9IKE8GV4LR4,Submitted,Wed Mar 02 15:13:54 PST 2016,Wed Mar 02 15:14:58 PST 2016,Thu Mar 03 15:14:58 PST 2016,,,,64,100% (54/54),100% (54/54),100% (54/54),The_Usual_Suspects-Critical,"<font color=""blue"">Question</font>: How did Janet Maslin of ""The New York Times"" praise the performances of the cast?<br/><font color=""blue"">Sentence(s)</font>: In her review for ""The New York Times"", Janet Maslin praised the performances of the cast: ""Mr. Singer has assembled a fine ensemble cast of actors who can parry such lines, and whose performances mesh effortlessly despite their exaggerated differences in demeanor ...","What did Janet Maslin of the ""New York Times"" say about the cast's performances?",,
3P4ZBJFX2V3V7IPADSOKYSXOTZ9WFQ,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Wed Mar 02 14:57:57 PST 2016,1,BatchId:2293157;,180,86400,Wed Mar 09 14:57:57 PST 2016,,,3GD6L00D3SXBZBZISU8DOCNL4J61M5,A1T9IKE8GV4LR4,Submitted,Wed Mar 02 15:00:46 PST 2016,Wed Mar 02 15:03:06 PST 2016,Thu Mar 03 15:03:06 PST 2016,,,,140,100% (54/54),100% (54/54),100% (54/54),Das_Boot-Historical_accuracy,"<font color=""blue"">Question</font>: Where was the ""U-96"" based in real life in late 1941?<br/><font color=""blue"">Sentence(s)</font>: While Saint-Nazaire was the base used in the novel, the film was changed to La Rochelle because its appearance had not changed to such a large degree in the years since World War II.In real life, the ""U-96"" was based at Saint-Nazaire in late 1941.","In what real life city was the novel ""U-96"" based in 1941?",,
3JHB4BPSFK9HMB2BYXPMW7TR21Y9QA,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Wed Mar 02 14:57:58 PST 2016,1,BatchId:2293157;,180,86400,Wed Mar 09 14:57:58 PST 2016,,,3WQ3B2KGE8GFGKVL15I4AWCRSK3B1R,A1T9IKE8GV4LR4,Submitted,Wed Mar 02 15:03:07 PST 2016,Wed Mar 02 15:04:07 PST 2016,Thu Mar 03 15:04:07 PST 2016,,,,60,100% (54/54),100% (54/54),100% (54/54),Assassination_of_Abraham_Lincoln-Abstract,"<font color=""blue"">Question</font>: When did he die?<br/><font color=""blue"">Sentence(s)</font>: By simultaneously eliminating the top three people in the administration, Booth and his co-conspirators hoped to sever the continuity of the United States government.Lincoln was shot while watching the play ""Our American Cousin"" with his wife Mary Todd Lincoln at Ford's Theatre in Washington, D.C..</br>He died early the next morning.",Where and what was Abraham Lincoln doing when he was assassinated?,,
34ZTTGSNJXOA1HKUW9DE9ORFLE6HQ8,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Wed Mar 02 14:57:59 PST 2016,1,BatchId:2293157;,180,86400,Wed Mar 09 14:57:59 PST 2016,,,34YB12FSQYO83QPLADTGVZRR68QGML,A1T9IKE8GV4LR4,Submitted,Wed Mar 02 15:05:22 PST 2016,Wed Mar 02 15:06:29 PST 2016,Thu Mar 03 15:06:29 PST 2016,,,,67,100% (54/54),100% (54/54),100% (54/54),RNA-In_RNA_processing,"<font color=""blue"">Question</font>: How are snoRNAs guided to a spot on an RNA?<br/><font color=""blue"">Sentence(s)</font>: snoRNAs associate with enzymes and guide them to a spot on an RNA by basepairing to that RNA.",How do snoRNAs guide enzymes to spots along an RNA strand?,,
37AQKJ12TXODY63HD7OYSC5QGEZTT5,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Wed Mar 02 14:57:53 PST 2016,1,BatchId:2293157;,180,86400,Wed Mar 09 14:57:53 PST 2016,,,3FFJ6VRIL1OPW3O9BW6LIEXUIIII05,A2460MAJX0NA82,Submitted,Wed Mar 02 15:25:22 PST 2016,Wed Mar 02 15:25:47 PST 2016,Thu Mar 03 15:25:47 PST 2016,,,,25,0% (0/0),0% (0/0),0% (0/0),The_Big_Bang_Theory-Howard's_mother,"<font color=""blue"">Question</font>: How is Howard's mother a reflection of the Jewish mother stereotype?<br/><font color=""blue"">Sentence(s)</font>: She reflects the Jewish mother stereotype in some ways, such as being overly controlling of Howard's adult life and sometimes trying to make him feel guilty about causing her trouble.",How is Howard's mother captured as the typical Jewish mother stereotype?,,
3WUVMVA7OB345MD7DZMZJVGFDL0AZH,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Wed Mar 02 14:57:53 PST 2016,1,BatchId:2293157;,180,86400,Wed Mar 09 14:57:53 PST 2016,,,3U4J9857OEBTR6ANQLZDB634V647BL,A2460MAJX0NA82,Submitted,Wed Mar 02 15:21:51 PST 2016,Wed Mar 02 15:22:15 PST 2016,Thu Mar 03 15:22:15 PST 2016,,,,24,0% (0/0),0% (0/0),0% (0/0),The_Good_Wife-Season_1,"<font color=""blue"">Question</font>: How old is Zach and Grace?<br/><font color=""blue"">Sentence(s)</font>: Gaining confidence every day, Alicia transforms herself from embarrassed politician's scorned wife to resilient career woman, especially for the sake of providing a stable home for her children, 14-year-old Zach and 13-year-old Grace.",What is the age of Zach and Grace?,,
3VGET1QSZ0ZISPA4V9Q8A0K7VBQW7M,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Wed Mar 02 14:57:53 PST 2016,1,BatchId:2293157;,180,86400,Wed Mar 09 14:57:53 PST 2016,,,35BLDD71I6XRKUEZEXIW32QA8RWZVA,A2460MAJX0NA82,Submitted,Wed Mar 02 15:24:34 PST 2016,Wed Mar 02 15:25:21 PST 2016,Thu Mar 03 15:25:21 PST 2016,,,,47,0% (0/0),0% (0/0),0% (0/0),South_Park-Ratings,"<font color=""blue"">Question</font>: Why did Stone and Parker believe the show's ratings in the third season reflected the show's ""true"" fan base?<br/><font color=""blue"">Sentence(s)</font>: The third season premiere episode drew 3.4 million viewers, a dramatic drop from the 5.5 million of the previous season's premiere.</br>Stone and Parker attributed this drop in the show's ratings to the media hype that surrounded the show in the previous year, adding that the third season ratings reflected the show's ""true"" fan base.",What was the reason for Stone and Parker believing that the show's rankings in the show's third season was an estimate of the show's true fan base?,,
39WSF6KUV2LVWVGCRVD4ZGZ2EXWEOH,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Wed Mar 02 14:57:53 PST 2016,1,BatchId:2293157;,180,86400,Wed Mar 09 14:57:53 PST 2016,,,3U0SRXB7CD55AYJZ2P2S7IUYD7BRNS,A2460MAJX0NA82,Submitted,Wed Mar 02 15:22:30 PST 2016,Wed Mar 02 15:22:43 PST 2016,Thu Mar 03 15:22:43 PST 2016,,,,13,0% (0/0),0% (0/0),0% (0/0),Niagara_Falls-Walks,"<font color=""blue"">Question</font>: When was there a wire-walking craze at Niagara Falls?<br/><font color=""blue"">Sentence(s)</font>: Between 1859 and 1896 there was a wire-walking craze, and there were frequent feats over the river below the falls.",when was wire walking popular at Niagra Falls?,,
3IZVJEBJ6AK3IK14NM5N3QETH3B6ZQ,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Wed Mar 02 14:57:54 PST 2016,1,BatchId:2293157;,180,86400,Wed Mar 09 14:57:54 PST 2016,,,30BXRYBRP4XI8YEAYLHLPX5JJAIHWD,A2460MAJX0NA82,Submitted,Wed Mar 02 15:24:13 PST 2016,Wed Mar 02 15:24:33 PST 2016,Thu Mar 03 15:24:33 PST 2016,,,,20,0% (0/0),0% (0/0),0% (0/0),Great_Wall_of_China-Condition,"<font color=""blue"">Question</font>: Why did a section of the wall collapse in August 2012 in Hebei?<br/><font color=""blue"">Sentence(s)</font>: Many western sections of the wall are constructed from mud, rather than brick and stone, and thus are more susceptible to erosion.In August 2012, a section of the wall in north China's Hebei province collapsed after days of continuous heavy rains.",Why did a part of the wall fall in August 2012 in Hebei?,,
388CL5C1RJNZAK4H445IS2SLB8JHLJ,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Wed Mar 02 14:57:54 PST 2016,1,BatchId:2293157;,180,86400,Wed Mar 09 14:57:54 PST 2016,,,35LDD5557A4D5CL404EVTRJKDP8KMT,A2460MAJX0NA82,Submitted,Wed Mar 02 15:23:39 PST 2016,Wed Mar 02 15:24:12 PST 2016,Thu Mar 03 15:24:12 PST 2016,,,,33,0% (0/0),0% (0/0),0% (0/0),"Statue_of_Liberty-Inscriptions,_plaques,_and_dedications","<font color=""blue"">Question</font>: When was the Statue of Liberty designated a UNESCO World Heritage Site?<br/><font color=""blue"">Sentence(s)</font>: They are the work of Maryland sculptor Phillip Ratner.In 1984, the Statue of Liberty was designated a UNESCO World Heritage Site.",When was the statue of Liberty founded as a UNESCO World Heritaige Site?,,
3W0XM68YZPVDM31LHFQWLFZZ5JIK1K,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Wed Mar 02 14:57:54 PST 2016,1,BatchId:2293157;,180,86400,Wed Mar 09 14:57:54 PST 2016,,,3PMBY0YE273GFUQMJITS0M0S8HSC99,A2460MAJX0NA82,Submitted,Wed Mar 02 15:23:08 PST 2016,Wed Mar 02 15:23:37 PST 2016,Thu Mar 03 15:23:37 PST 2016,,,,29,0% (0/0),0% (0/0),0% (0/0),SeaWorld-Drive_hunt_captures,"<font color=""blue"">Question</font>: Does SeaWorld collect dolphins from the wild currently?<br/><font color=""blue"">Sentence(s)</font>: We haven't collected a dolphin from the wild in decades.""",Does SeaWorld capture dolphins from the wild presently?,,
3Q9SPIIRWJM0BR822C2SKRMXWJWWAD,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Wed Mar 02 14:57:54 PST 2016,1,BatchId:2293157;,180,86400,Wed Mar 09 14:57:54 PST 2016,,,3PJ71Z61R42WSRGO3L48JQH14K291H,A2460MAJX0NA82,Submitted,Wed Mar 02 15:26:44 PST 2016,Wed Mar 02 15:27:11 PST 2016,Thu Mar 03 15:27:11 PST 2016,,,,27,0% (0/0),0% (0/0),0% (0/0),Last_Supper-Institution_of_the_Eucharist,"<font color=""blue"">Question</font>: What action is Jesus' actions in sharing bread and wine linked to?<br/><font color=""blue"">Sentence(s)</font>: The disputed text from Luke 22:19b-20 is in italics.Jesus' actions in sharing the bread and wine have been linked with which refers to a blood sacrifice that, as recounted in , Moses offered in order to seal a covenant with God.",What is the significance of Jesus's action in sharing bread and wine?,,
3566S7OX5DJPROU1YL1NHAUDZZI711,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Wed Mar 02 14:57:55 PST 2016,1,BatchId:2293157;,180,86400,Wed Mar 09 14:57:55 PST 2016,,,36PW28KO4ZW9HBK57FDNM5BFZBOEAK,A2460MAJX0NA82,Submitted,Wed Mar 02 15:28:10 PST 2016,Wed Mar 02 15:28:26 PST 2016,Thu Mar 03 15:28:26 PST 2016,,,,16,0% (0/0),0% (0/0),0% (0/0),Pablo_Picasso-Blue_Period,"<font color=""blue"">Question</font>: When was Picasso's Blue period?<br/><font color=""blue"">Sentence(s)</font>: Picasso's Blue Period (1901–1904), characterized by somber paintings rendered in shades of blue and blue-green, only occasionally warmed by other colours, began either in Spain in early 1901, or in Paris in the second half of the year.",In what year was the Blue period of Picasso?,,
3EHVO81VN5LMKD0DBUNZ8NJ7D2E1HX,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Wed Mar 02 14:57:55 PST 2016,1,BatchId:2293157;,180,86400,Wed Mar 09 14:57:55 PST 2016,,,34HJIJKLP5WBHXQAT4S696D17WUV4V,A2460MAJX0NA82,Submitted,Wed Mar 02 15:22:44 PST 2016,Wed Mar 02 15:23:08 PST 2016,Thu Mar 03 15:23:08 PST 2016,,,,24,0% (0/0),0% (0/0),0% (0/0),Donatello-In_Padua,"<font color=""blue"">Question</font>: When did Donatello create his reliefs of St. Anthony?<br/><font color=""blue"">Sentence(s)</font>: During this period—1446–50—Donatello also executed four extremely important reliefs with scenes from the life of St. Anthony for the high altar.",When did Donatello create the reliefs of St. Anthony?,,
3LB1BGHFL2W9FS2BNDBX0TX5VGHTYU,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Wed Mar 02 14:57:56 PST 2016,1,BatchId:2293157;,180,86400,Wed Mar 09 14:57:56 PST 2016,,,3HMIGG0U4L6T4S8HAI53XHX0RZT8YP,A2460MAJX0NA82,Submitted,Wed Mar 02 15:26:14 PST 2016,Wed Mar 02 15:26:43 PST 2016,Thu Mar 03 15:26:43 PST 2016,,,,29,0% (0/0),0% (0/0),0% (0/0),Boxing-Medical_concerns,"<font color=""blue"">Question</font>: Is a boxer able to differentiate between the force required to knock a person out and the force required to kill them?<br/><font color=""blue"">Sentence(s)</font>: There is no clear division between the force required to knock a person out and the force likely to kill a person.",Can a boxer tell the difference between throwing a punch that knocks someone out and a punch that kills someone?,,
31N9JPQXIPIPYK72GHLX5UWAG3JHNL,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Wed Mar 02 14:57:56 PST 2016,1,BatchId:2293157;,180,86400,Wed Mar 09 14:57:56 PST 2016,,,386CSBG1OZMXRCY7QTRB0HY7MVM6QY,A2460MAJX0NA82,Submitted,Wed Mar 02 15:27:12 PST 2016,Wed Mar 02 15:27:39 PST 2016,Thu Mar 03 15:27:39 PST 2016,,,,27,0% (0/0),0% (0/0),0% (0/0),India-Literature,"<font color=""blue"">Question</font>: In what century were Indian writers took a new interest in social questions and psychological descriptions?<br/><font color=""blue"">Sentence(s)</font>: In the 19th century, Indian writers took a new interest in social questions and psychological descriptions.",In what century did Indian writers take a new interest in social questions and psychological descriptions?,,
