HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.paragraph_id,Input.content,Answer.ParaphraseQuestionBox,Approve,Reject
3J06WJ78HNK7OQBVNXOSUCHWA03VV7,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Tue Mar 08 07:55:05 PST 2016,1,BatchId:2301115;,180,86400,Tue Mar 15 08:55:05 PDT 2016,,,3K9FOBBF2HJU70OMX55WL6LZ70DLNT,AYJGQBBK6KXZ7,Submitted,Tue Mar 08 08:07:18 PST 2016,Tue Mar 08 08:07:32 PST 2016,Wed Mar 09 08:07:32 PST 2016,,,,14,0% (0/0),0% (0/0),0% (0/0),Magnetic_resonance_imaging-T1rho_MRI,"<font color=""blue"">Question</font>: How does the decay take place?<br/><font color=""blue"">Sentence(s)</font>: This type of decay, occurring under the influence of RF, is known as T1ρ.",What is the process of decay?,,
359AP8GAGGK9ER4ZEIQ7Y6D43BHC7Y,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Tue Mar 08 07:55:17 PST 2016,1,BatchId:2301115;,180,86400,Tue Mar 15 08:55:17 PDT 2016,,,3Y54SXRO1LLVL3G03FJ9LSNA99TUTY,AYJGQBBK6KXZ7,Submitted,Tue Mar 08 08:09:36 PST 2016,Tue Mar 08 08:10:14 PST 2016,Wed Mar 09 08:10:14 PST 2016,,,,38,0% (0/0),0% (0/0),0% (0/0),Grey's_Anatomy-Merchandise,"<font color=""blue"">Question</font>: Who partnered with CafePress to provide online merchandise?<br/><font color=""blue"">Sentence(s)</font>: ABC has partnered with CafePress and Barco Uniforms to provide branded merchandise through an online store.",Who did CafePress collaborate with on their online merchandise?,,
30F94FBDNRKD2K90DLXDSIZ4AN8BT2,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Tue Mar 08 07:55:10 PST 2016,1,BatchId:2301115;,180,86400,Tue Mar 15 08:55:10 PDT 2016,,,3B837J3LDOW2QBB4ALJE6C440RARS1,AYJGQBBK6KXZ7,Submitted,Tue Mar 08 08:00:29 PST 2016,Tue Mar 08 08:00:45 PST 2016,Wed Mar 09 08:00:45 PST 2016,,,,16,0% (0/0),0% (0/0),0% (0/0),Switzerland-Federal_state,"<font color=""blue"">Question</font>: How long did the war last?<br/><font color=""blue"">Sentence(s)</font>: The war lasted for less than a month, causing fewer than 100 casualties, most of which were through friendly fire.",What was the length of the war?,,
306996CF6WKCT0XRB2D3MCG9I4H1BJ,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Tue Mar 08 07:55:05 PST 2016,1,BatchId:2301115;,180,86400,Tue Mar 15 08:55:05 PDT 2016,,,37WLF8U1WPQBG90CDO7E4VMYNALK6H,AYJGQBBK6KXZ7,Submitted,Tue Mar 08 08:16:27 PST 2016,Tue Mar 08 08:16:57 PST 2016,Wed Mar 09 08:16:57 PST 2016,,,,30,0% (0/0),0% (0/0),0% (0/0),Physiology-Animal_physiology,"<font color=""blue"">Question</font>: Who wrote ""Principles of Animal Physiology""?<br/><font color=""blue"">Sentence(s)</font>:  Moyes, C.D., Schulte, P.M. ""Principles of Animal Physiology"", second edition.","Who is the author of ""Principles of Animal Psychology""?",,
30F94FBDNRKD2K90DLXDSIZ4AN7TBJ,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Tue Mar 08 07:55:05 PST 2016,1,BatchId:2301115;,180,86400,Tue Mar 15 08:55:05 PDT 2016,,,3F6HPJW4JD0ET8BSF0EE2TZHUCPW25,AYJGQBBK6KXZ7,Submitted,Tue Mar 08 07:57:03 PST 2016,Tue Mar 08 07:58:02 PST 2016,Wed Mar 09 07:58:02 PST 2016,,,,59,0% (0/0),0% (0/0),0% (0/0),Biomolecule-Nucleosides_and_nucleotides,"<font color=""blue"">Question</font>: How are nucleosides formed?<br/><font color=""blue"">Sentence(s)</font>: Nucleosides are molecules formed by attaching a nucleobase to a ribose or deoxyribose ring.",How do nucleosides form?,,
3FTID4TN8LYLWFU6E496E2NO1J3LYN,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Tue Mar 08 07:55:05 PST 2016,1,BatchId:2301115;,180,86400,Tue Mar 15 08:55:05 PDT 2016,,,3MX2NQ3YC9ULH5Z57OCY2JG0NOPX53,AYJGQBBK6KXZ7,Submitted,Tue Mar 08 08:15:45 PST 2016,Tue Mar 08 08:16:26 PST 2016,Wed Mar 09 08:16:26 PST 2016,,,,41,0% (0/0),0% (0/0),0% (0/0),Electron-Particle_accelerators,"<font color=""blue"">Question</font>: When was the particle accelerator invented?<br/><font color=""blue"">Sentence(s)</font>: With the development of the particle accelerator during the first half of the twentieth century, physicists began to delve deeper into the properties of subatomic particles.",When did physicists develop the particle accelerator?,,
3I4E7AFQ2KZJK37C1DAUQ6IHISHJTV,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Tue Mar 08 07:55:06 PST 2016,1,BatchId:2301115;,180,86400,Tue Mar 15 08:55:06 PDT 2016,,,33SA9F9TRXU6OON88K9F4U86RFGWE8,AYJGQBBK6KXZ7,Submitted,Tue Mar 08 08:06:52 PST 2016,Tue Mar 08 08:07:18 PST 2016,Wed Mar 09 08:07:18 PST 2016,,,,26,0% (0/0),0% (0/0),0% (0/0),Fruit-Nonfood_uses,"<font color=""blue"">Question</font>: What fruit can eventually produce a candle?<br/><font color=""blue"">Sentence(s)</font>: Bayberry fruits provide a wax often used to make candles.",What kind of fruit is capable of producing candles?,,
368IUKXGA5894GZY0D7LCSCF7JCP6Q,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Tue Mar 08 07:55:07 PST 2016,1,BatchId:2301115;,180,86400,Tue Mar 15 08:55:07 PDT 2016,,,31JLPPHS2UUV9HY9SE1949RNXOT3OE,AYJGQBBK6KXZ7,Submitted,Tue Mar 08 08:14:33 PST 2016,Tue Mar 08 08:15:06 PST 2016,Wed Mar 09 08:15:06 PST 2016,,,,33,0% (0/0),0% (0/0),0% (0/0),Ketchup-Later_innovations,"<font color=""blue"">Question</font>: How is ketchup often dispenses in fast food outlets?<br/><font color=""blue"">Sentence(s)</font>: In fast food outlets, ketchup is often dispensed in small packets.",How do fast food restaurants store their ketchup?,,
3FO95NVK5C0Z3RDAKIEDIS8MQQXRS6,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Tue Mar 08 07:55:07 PST 2016,1,BatchId:2301115;,180,86400,Tue Mar 15 08:55:07 PDT 2016,,,3DUZQ9U6SMOUJISLJ5OO79T7LXOSVW,AYJGQBBK6KXZ7,Submitted,Tue Mar 08 08:12:12 PST 2016,Tue Mar 08 08:12:30 PST 2016,Wed Mar 09 08:12:30 PST 2016,,,,18,0% (0/0),0% (0/0),0% (0/0),Pho-Etymology_and_origins,"<font color=""blue"">Question</font>: Where was pho possibly first mentioned in English writing?<br/><font color=""blue"">Sentence(s)</font>: ""Possibly the earliest English-language reference to pho was in the book ""Recipes of All Nations"", edited by Countess Morphy in 1935: In the book, pho is described as ""an Annamese soup held in high esteem ... made with beef, a veal bone, onions, a bayleaf, salt, and pepper, and a small teaspoon of ""nuoc-mam"""".",Where does English writing first make mention of pho?,,
3PKVGQTFIHKWZDPJJO620EWN7BTRYK,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Tue Mar 08 07:55:11 PST 2016,1,BatchId:2301115;,180,86400,Tue Mar 15 08:55:11 PDT 2016,,,3WMINLGALB3UKD0RBO7SWHBCEK1CAL,AYJGQBBK6KXZ7,Submitted,Tue Mar 08 08:06:17 PST 2016,Tue Mar 08 08:06:48 PST 2016,Wed Mar 09 08:06:48 PST 2016,,,,31,0% (0/0),0% (0/0),0% (0/0),Czech_Republic-Geography,"<font color=""blue"">Question</font>: Where is the highest point is the country?<br/><font color=""blue"">Sentence(s)</font>: The highest point in the country, Sněžka at , is located here.",Where can one find the highest elevation in the country?,,
3Y7LTZE0YTMOKVR5J43QJWS9K41UZI,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Tue Mar 08 07:55:20 PST 2016,1,BatchId:2301115;,180,86400,Tue Mar 15 08:55:20 PDT 2016,,,3ZQIG0FLQEGNQZ9U3AYP4YWSRAKWVF,AYJGQBBK6KXZ7,Submitted,Tue Mar 08 08:17:16 PST 2016,Tue Mar 08 08:18:21 PST 2016,Wed Mar 09 08:18:21 PST 2016,,,,65,0% (0/0),0% (0/0),0% (0/0),"Union_Station_(Washington,_D.C.)-Opening_and_operation","<font color=""blue"">Question</font>: Up to how many people passed through Union Station in Washington D.C. daily during World War II?<br/><font color=""blue"">Sentence(s)</font>: At no time was it busier than during World War II, when as many as 200,000 people passed through in a single day.For most of its existence, Union Station served as a hub, with service of the Baltimore and Ohio Railroad, Pennsylvania Railroad, and Southern Railway.",How many people traveled through Washington D.C.'s Union Station each day during World War II?,,
32W3UF2EZOLCV4MGCKS0VUTUC9R4C6,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Tue Mar 08 07:55:12 PST 2016,1,BatchId:2301115;,180,86400,Tue Mar 15 08:55:12 PDT 2016,,,35DR22AR5DKI3QC1T5O5NMIG9SXX3C,AYJGQBBK6KXZ7,Submitted,Tue Mar 08 08:08:58 PST 2016,Tue Mar 08 08:09:21 PST 2016,Wed Mar 09 08:09:21 PST 2016,,,,23,0% (0/0),0% (0/0),0% (0/0),Tunisia-Education,"<font color=""blue"">Question</font>: How much of GNP does education represent?<br/><font color=""blue"">Sentence(s)</font>: Education is given a high priority and accounts for 6% of GNP.",What portion of the GNP is represented by education?,,
3KA7IJSNW65FASGTW4OTN8Y7LKNBPX,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Tue Mar 08 07:55:08 PST 2016,1,BatchId:2301115;,180,86400,Tue Mar 15 08:55:08 PDT 2016,,,3O7L7BFSHEPONT33J35033ZYC4KIEP,AYJGQBBK6KXZ7,Submitted,Tue Mar 08 08:19:23 PST 2016,Tue Mar 08 08:19:48 PST 2016,Wed Mar 09 08:19:48 PST 2016,,,,25,0% (0/0),0% (0/0),0% (0/0),Doughnut-China,"<font color=""blue"">Question</font>: What is the doughnut-style pastry called in Cantonese?<br/><font color=""blue"">Sentence(s)</font>: ); in Cantonese, this doughnut-style pastry is called ""yàuhjagwái"" (油炸鬼, ""ghosts fried in oil"").",What is the Cantonese version of a doughnut-style pastry?,,
34OWYT6U3WH45DESLPKDN525B6P9I9,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Tue Mar 08 07:55:20 PST 2016,1,BatchId:2301115;,180,86400,Tue Mar 15 08:55:20 PDT 2016,,,32VNZTT0A74JOQ9TKKNW89OYMB94R9,AYJGQBBK6KXZ7,Submitted,Tue Mar 08 08:20:20 PST 2016,Tue Mar 08 08:21:32 PST 2016,Wed Mar 09 08:21:32 PST 2016,,,,72,0% (0/0),0% (0/0),0% (0/0),Pike_Place_Market-Before_the_Market,"<font color=""blue"">Question</font>: Why were farmers forced to sell their produce on consignment through wholesalers at The Lots?<br/><font color=""blue"">Sentence(s)</font>: Most farmers, due to the amount of time required to work their farms, were forced to sell their produce on consignment through the wholesalers on Western Avenue.",What was the motivation behind farmers going through wholesalers to sell their produce on consignment at The Lots?,,
3566S7OX5DJPROU1YL1NHAUDZEQ713,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Tue Mar 08 07:55:12 PST 2016,1,BatchId:2301115;,180,86400,Tue Mar 15 08:55:12 PDT 2016,,,37UEWGM5HT82WRCAX24UABHVAR01RU,AYJGQBBK6KXZ7,Submitted,Tue Mar 08 08:22:46 PST 2016,Tue Mar 08 08:23:26 PST 2016,Wed Mar 09 08:23:26 PST 2016,,,,40,0% (0/0),0% (0/0),0% (0/0),Blackfish_(film)-SeaWorld_response,"<font color=""blue"">Question</font>: Who did the Oceanic Preservation Society and The Orca Project write letters to?<br/><font color=""blue"">Sentence(s)</font>: The Oceanic Preservation Society and The Orca Project, a non-profit focusing on orca in captivity, responded with open letters criticizing SeaWorld's claims.",Who were the recipients of the letters from the Oceanic Preservation Society and The Orca Project?,,
3CZH926SICERS26U8BYVLITXXL44EZ,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Tue Mar 08 07:55:13 PST 2016,1,BatchId:2301115;,180,86400,Tue Mar 15 08:55:13 PDT 2016,,,3OCHAWUVGOKOZOK8EBG448ZIKEKXKO,AYJGQBBK6KXZ7,Submitted,Tue Mar 08 08:18:21 PST 2016,Tue Mar 08 08:18:45 PST 2016,Wed Mar 09 08:18:45 PST 2016,,,,24,0% (0/0),0% (0/0),0% (0/0),Captain_Phillips_(film)-Critical_reception,"<font color=""blue"">Question</font>: How many BAFTA awards was the film nominated for?<br/><font color=""blue"">Sentence(s)</font>: The film was also nominated for 9 BAFTA Awards, including Best Film, Best Director (Greengrass), Best Actor (Hanks), Best Supporting Actor (Abdi) and Best Adapted Screenplay.",How many BAFTA nominations did the film receive?,,
34O39PNDK680M5W89WSIS3YMM2ARB4,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Tue Mar 08 07:55:13 PST 2016,1,BatchId:2301115;,180,86400,Tue Mar 15 08:55:13 PDT 2016,,,3OS4RQUCR9F66ZPT84XPZYGLTFFFBV,AYJGQBBK6KXZ7,Submitted,Tue Mar 08 08:19:00 PST 2016,Tue Mar 08 08:19:23 PST 2016,Wed Mar 09 08:19:23 PST 2016,,,,23,0% (0/0),0% (0/0),0% (0/0),Enough_Said_(film)-Cast,"<font color=""blue"">Question</font>: Who was Toby Huss in the film Enough Said?<br/><font color=""blue"">Sentence(s)</font>:  Toby Huss as Peter",What role did Toby Huss play in the film Enough Said?,,
3T2EL38U0MK7N7K91DV0CAF99JXXQJ,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Tue Mar 08 07:55:21 PST 2016,1,BatchId:2301115;,180,86400,Tue Mar 15 08:55:21 PDT 2016,,,3YMTUJH0DSGW45MLO9SR8OPGAW54TL,AYJGQBBK6KXZ7,Submitted,Tue Mar 08 08:10:14 PST 2016,Tue Mar 08 08:10:59 PST 2016,Wed Mar 09 08:10:59 PST 2016,,,,45,0% (0/0),0% (0/0),0% (0/0),Palace_of_Versailles-Costs_of_restoration_programmes,"<font color=""blue"">Question</font>: What was the amount spent on Versailles during the Ancien regime?<br/><font color=""blue"">Sentence(s)</font>: A recent estimate has placed the amount spent on Versailles during the ""Ancien régime"" as US$2 billion (Littell, 2000).",How much money did the Ancien regime spend on Versailles?,,
307FVKVSYRF6JNRKL3KPF81GBY074G,30EHNVFQMZ4WJS5A5VJJ6S91K09B1P,Wikipedia question annotation,Paraphrase provided question,text reading writing wikipedia question paraphrasing,$0.08,Tue Mar 08 07:55:13 PST 2016,1,BatchId:2301115;,180,86400,Tue Mar 15 08:55:13 PDT 2016,,,31UV0MXWNQCORAAA82CXZ9TLZBKI5N,AYJGQBBK6KXZ7,Submitted,Tue Mar 08 08:11:00 PST 2016,Tue Mar 08 08:11:29 PST 2016,Wed Mar 09 08:11:29 PST 2016,,,,29,0% (0/0),0% (0/0),0% (0/0),Up_Series-Creation,"<font color=""blue"">Question</font>: Give the name of the first film in the series.<br/><font color=""blue"">Sentence(s)</font>: The first film in the series, ""Seven Up!",What is the title of the series' first film?,,
