HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.paragraph_id,Input.candidates,Input.content,Answer.QuestionSentencesBox,Answer.QuestionTextBox,Approve,Reject
3R5LWXWHR08GAIQVYHQOIWB73E1GXK,3HFGFN16MW2VZFT3H55JD6YHFGETEH,Wikipedia question annotation,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Tue Mar 01 13:34:17 PST 2016,1,BatchId:2291255;,900,86400,Wed Mar 02 13:34:17 PST 2016,,,3A1PQ49WVHHP7XY71XS0W7FPMTBH17,A3AEFCFAVPNFOH,Approved,Tue Mar 01 13:58:41 PST 2016,Tue Mar 01 13:59:27 PST 2016,Wed Mar 02 13:59:27 PST 2016,Tue Mar 01 14:57:31 PST 2016,,,46,100% (23/23),100% (23/23),100% (23/23),SeaWorld-Drive_hunt_captures,1,"Category: Travel<br/>Title: SeaWorld<br/>Section: Drive hunt captures<br/><br/>1. <strike>In response to criticism leveled at SeaWorld and other marine parks by the award-winning documentary film ""The Cove"" which accuses them of obtaining dolphins obtained in drive hunts, SeaWorld spokesperson Fred Jacobs stated that, ""We think we're being unfairly criticized for something we're opposed to.""</strike><br/>2. He adds that, ""SeaWorld opposes the dolphin hunts documented in ""The Cove"".<br/>3. We do not purchase any animals from these hunts.<br/>4. More than 80 percent of the marine mammals in our care were born in our parks.<br/>5. We haven't collected a dolphin from the wild in decades.""<br/>6. Since 1993 there have been no permits issued to facilities in the United States to import dolphins acquired through drive hunt methods.<br/>7. Marilee Menard, the executive director of the Alliance of Marine Mammal Parks and Aquariums, has also stated that she believes that ""The Cove"" filmmakers are ""misrepresenting that the majority of zoos and aquariums with dolphins around the world are taking these animals.""<br/>",5,Does SeaWorld collect dolphins from the wild currently?,,
385MDVINFCFBCKB6WIF5DQPGM4CJWY,3HFGFN16MW2VZFT3H55JD6YHFGETEH,Wikipedia question annotation,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Tue Mar 01 13:34:17 PST 2016,1,BatchId:2291255;,900,86400,Wed Mar 02 13:34:17 PST 2016,,,3TAYZSBPLL8LMRUJVV4D54WWNA62SU,A3AEFCFAVPNFOH,Approved,Tue Mar 01 13:53:16 PST 2016,Tue Mar 01 13:54:02 PST 2016,Wed Mar 02 13:54:02 PST 2016,Tue Mar 01 14:57:15 PST 2016,,,46,100% (23/23),100% (23/23),100% (23/23),Hersheypark-Pioneer_Frontier,1,"Category: Travel<br/>Title: Hersheypark<br/>Section: Pioneer Frontier<br/><br/>1. <strike>The largest area of the park, Pioneer Frontier, the southwestern-themed section of the park, includes four of the park’s roller coasters: Trailblazer (the second oldest in the park), Sidewinder, Storm Runner, and Fahrenheit.</strike><br/>2. It also includes the Frontier Flyers, The Howler, Mini Scrambler, and Livery Stables.<br/>3. It also has its own food court which features a wide variety of restaurants.<br/>4. The section previously included the area up to and including Tidal Force until 2007 when Tidal Force and Canyon River Rapids were rezoned into the new Boardwalk.<br/>",4,When was the Tidal Force and Canyon River Rapids changed into the new Boardwalk?,,
366FYU4PTGPC64VXT3LBSZITUP7EKC,3HFGFN16MW2VZFT3H55JD6YHFGETEH,Wikipedia question annotation,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Tue Mar 01 13:34:17 PST 2016,1,BatchId:2291255;,900,86400,Wed Mar 02 13:34:17 PST 2016,,,3R2PKQ87NW8MZHVG01TJGB47KHMIMA,A2L2ZXRHK3SNOP,Approved,Tue Mar 01 14:02:27 PST 2016,Tue Mar 01 14:04:06 PST 2016,Wed Mar 02 14:04:06 PST 2016,Tue Mar 01 14:57:12 PST 2016,,,99,100% (38/38),100% (38/38),100% (38/38),Six_Flags-TV_Commercials,1,"Category: Travel<br/>Title: Six Flags<br/>Section: TV Commercials<br/><br/>1. <strike>In 2004, Six Flags began a series of commercials linking all of the parks.</strike><br/>2. The commercials were notable for a new mascot, ""Mr. Six"", an apparently feeble old man in a tuxedo and red bow tie.<br/>3. In many of the commercials, Mr. Six would slowly exit a multi-colored bus, only to start frenetically dancing to the Vengaboys' ""We Like to Party"".<br/>4. The commercials were an immediate hit and Mr. Six almost instantly became the official mascot, although he was initially retired after the 2005 season.<br/>5. These ads have become widely parodied on the Internet, with faces from other Internet memes being superimposed over Mr. Six's face.From 2008 to 2010, Six Flags' TV ads have a ""Fun-O-Meter"" in which the beginning of the ad may show something boring or embarrassing and a man's face judges it ""One Flag!""<br/>6. or sometimes ""Two Flags!""<br/>7. Then roller coasters and attractions of Six Flags are shown and says ""Six Flags, More Flags, More Fun!""<br/>8. for Six Flags parks.<br/>9. However, the thick accent of the Asian man in the original commercials had drawn criticism for being an offensive caricature.<br/>10. In 2009, the Mr. Six character came back from retirement and replaced the Asian man in Six Flags' ads, still using the Fun-O-Meter.<br/>11. Since 2011, Six Flags' TV ads got a brand-new slogan ""Go Big!<br/>12. Go Six Flags!""<br/>13. for its current Six Flags theme parks.<br/>","4,10","How many years was the mascot, Mr. Six, in retirement?",,
3IZVJEBJ6AK3IK14NM5N3QETH0W6Z5,3HFGFN16MW2VZFT3H55JD6YHFGETEH,Wikipedia question annotation,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Tue Mar 01 13:34:17 PST 2016,1,BatchId:2291255;,900,86400,Wed Mar 02 13:34:17 PST 2016,,,3WJEQKOXA82AXAQTVRI8FLSL9YN1AI,A7BW5SCFKBUCE,Approved,Tue Mar 01 14:02:53 PST 2016,Tue Mar 01 14:14:01 PST 2016,Wed Mar 02 14:14:01 PST 2016,Tue Mar 01 14:57:19 PST 2016,,,668,100% (99/99),100% (99/99),100% (99/99),Stonehenge-Before_the_monument_(8000_BC_forward),5,"Category: Travel<br/>Title: Stonehenge<br/>Section: Before the monument (8000 BC forward)<br/><br/>1. Before the monument (8000 BC forward).Archaeologists have found four, or possibly five, large Mesolithic postholes (one may have been a natural tree throw), which date to around 8000 BC, beneath the nearby modern tourist car-park.<br/>2. These held pine posts around in diameter which were erected and eventually rotted ""in situ"".<br/>3. Three of the posts (and possibly four) were in an east-west alignment which may have had ritual significance; no parallels are known from Britain at the time but similar sites have been found in Scandinavia.<br/>4. Salisbury Plain was then still wooded but 4,000 years later, during the earlier Neolithic, people built a causewayed enclosure at Robin Hood's Ball and long barrow tombs in the surrounding landscape.<br/>5. <strike>In approximately 3500 BC, a Stonehenge Cursus was built north of the site as the first farmers began to clear the trees and develop the area.</strike><br/>",3,How many of the posts were in an east-west alignment?,,
39N6W9XWRDN5ANG53DCQ1AIG5KVGYQ,3HFGFN16MW2VZFT3H55JD6YHFGETEH,Wikipedia question annotation,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Tue Mar 01 13:34:17 PST 2016,1,BatchId:2291255;,900,86400,Wed Mar 02 13:34:17 PST 2016,,,3WEV0KO0OMS8P1SZSKOU1NN0K1UDSD,AOIR8V07FYMH5,Approved,Tue Mar 01 13:45:42 PST 2016,Tue Mar 01 13:46:26 PST 2016,Wed Mar 02 13:46:26 PST 2016,Tue Mar 01 14:57:15 PST 2016,,,44,100% (15/15),100% (15/15),100% (15/15),"Colosseum-Works_modeled_on,_or_inspired_by,_the_Colosseum",6,"Category: Travel<br/>Title: Colosseum<br/>Section: Works modeled on, or inspired by, the Colosseum<br/><br/>1. •&nbsp;&nbsp;&nbsp;&nbsp;The ""Kongresshalle"", or ""Congress Hall"", (1935, unfinished) at the Nazi Party Rally grounds, Nuremberg, Germany<br/>2. •&nbsp;&nbsp;&nbsp;&nbsp;The Summer Olympic Games medal from 1928 to 2000, designed by Giuseppe Cassioli, features a depiction of the Colosseum.<br/>3. At the 2004 Summer Olympics in Athens the Colosseum was replaced by a depiction of the Panathinaiko Stadium<br/>4. •&nbsp;&nbsp;&nbsp;&nbsp;The exterior of the Vancouver Public Library resembles the current state of the Colosseum.<br/>5. It was designed by Moshe Safdie.<br/>6. •&nbsp;&nbsp;&nbsp;&nbsp;<strike>The Los Angeles Memorial Coliseum entrance was inspired by the Colosseum.</strike><br/>7. •&nbsp;&nbsp;&nbsp;&nbsp;The Palazzo della Civilta Italiana was very closely modelled on the Colosseum.<br/>8. It was built for Mussolini for the Universal Exhibition of 1942 but the exhibition never happened due to the outbreak of World War II.<br/>9. The architects were Giovanni Guerrini, Ernesto Bruno La Padula, and Mario Romano.<br/>",2,Who designed the summer Olympics Games medals from 1928 to 2000?,,
37Y5RYYI0P5J0NZMTHK57AUARPVXSL,3HFGFN16MW2VZFT3H55JD6YHFGETEH,Wikipedia question annotation,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Tue Mar 01 13:34:17 PST 2016,1,BatchId:2291255;,900,86400,Wed Mar 02 13:34:17 PST 2016,,,3RSDURM96AMADTI8NLR3PRTM1YTYE7,AOIR8V07FYMH5,Approved,Tue Mar 01 14:01:14 PST 2016,Tue Mar 01 14:04:10 PST 2016,Wed Mar 02 14:04:10 PST 2016,Tue Mar 01 14:57:14 PST 2016,,,176,100% (15/15),100% (15/15),100% (15/15),Mona_Lisa-Conservation,1,"Category: Art<br/>Title: Mona Lisa<br/>Section: Conservation<br/><br/>1. <strike>The ""Mona Lisa"" has survived for more than 500 years, and an international commission convened in 1952 noted that ""the picture is in a remarkable state of preservation.""</strike><br/>2. This is partly due to the result of a variety of conservation treatments the painting has undergone.<br/>3. A detailed analysis in 1933 by Madame de Gironde revealed that earlier restorers had ""acted with a great deal of restraint.""<br/>4. Nevertheless, applications of varnish made to the painting had darkened even by the end of the 16th century, and an aggressive 1809 cleaning and revarnishing removed some of the uppermost portion of the paint layer, resulting in a washed-out appearance to the face of the figure.<br/>5. Despite the treatments, the ""Mona Lisa"" has been well cared for throughout its history, and although the panel's warping caused the curators ""some worry"", the 2004–05 conservation team was optimistic about the future of the work.<br/>",3,"who did a detailed analysis in 1933 to  revealed that earlier restorers had ""acted with a great deal of restraint""?",,
3UQ1LLR26A8K0XW3YYVQBG5HYAFALH,3HFGFN16MW2VZFT3H55JD6YHFGETEH,Wikipedia question annotation,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Tue Mar 01 13:34:17 PST 2016,1,BatchId:2291255;,900,86400,Wed Mar 02 13:34:17 PST 2016,,,3NG53N1RLVJZVEGGJV9KKQ4OMQS8PO,A3AEFCFAVPNFOH,Approved,Tue Mar 01 14:05:08 PST 2016,Tue Mar 01 14:06:45 PST 2016,Wed Mar 02 14:06:45 PST 2016,Tue Mar 01 14:57:33 PST 2016,,,97,100% (23/23),100% (23/23),100% (23/23),Vincent_van_Gogh-Influence,1,"Category: Art<br/>Title: Vincent van Gogh<br/>Section: Influence<br/><br/>1. <strike>In his final letter to Theo, Van Gogh admitted that as he did not have any children, he viewed his paintings as his progeny.</strike><br/>2. Reflecting on this, the historian Simon Schama concluded that he ""did have a child of course, Expressionism, and many, many heirs.""<br/>3. Schama mentioned many artists who have adapted elements of Van Gogh's style, including Willem de Kooning, Howard Hodgkin and Jackson Pollock.<br/>4. The Fauves extended both his use of color and freedom in application, as did German Expressionists of the Die Brücke group, and as other early modernists.<br/>5. Abstract Expressionism of the 1940s and 1950s is seen as in part inspired from Van Gogh's broad, gestural brush strokes.<br/>6. In the words of art critic Sue Hubbard: ""At the beginning of the twentieth century Van Gogh gave the Expressionists a new painterly language that enabled them to go beyond surface appearance and penetrate deeper essential truths.<br/>7. It is no coincidence that at this very moment Freud was also mining the depths of that essentially modern domain – the subconscious.<br/>8. This beautiful and intelligent exhibition places Van Gogh where he firmly belongs; as the trailblazer of modern art.<br/>9. ""In 1957, Francis Bacon (1909–1992) based a series of paintings on reproductions of Van Gogh's ""The Painter on the Road to Tarascon"", the original of which was destroyed during World War II.<br/>10. Bacon was inspired by not only an image he described as ""haunting"", but also Van Gogh himself, whom Bacon regarded as an alienated outsider, a position which resonated with Bacon.<br/>11. The Irish artist further identified with Van Gogh's theories of art and quoted lines written in a letter to Theo, ""painters do not paint things as they are...They paint them as ""they themselves"" feel them to be.""<br/>12. An exhibition devoted to Vincent van Gogh's letters took place in the Van Gogh Museum in Amsterdam from October 2009 to January 2010 and then moved to the Royal Academy in London from late January to April.The Van Gogh Museum hosted an exhibition ""Van Gogh at Work"" featuring 200 paintings and drawings, 150 of them by van Gogh and others including Paul Gauguin and Émile Bernard; from May 1, 2013 until January 12, 2014. <br/>","9, 10",Who was Francis Bacon inspired by when creating a series of painting starting in 1957?,,
3PN6H8C9R4Q12L8BLHX2S3XCP1DDA4,3HFGFN16MW2VZFT3H55JD6YHFGETEH,Wikipedia question annotation,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Tue Mar 01 13:34:17 PST 2016,1,BatchId:2291255;,900,86400,Wed Mar 02 13:34:17 PST 2016,,,3TUI152ZZBN2KQXAKNFU5L7QDG71QN,A2I7IBMDE3SFTI,Approved,Tue Mar 01 13:49:25 PST 2016,Tue Mar 01 13:50:00 PST 2016,Wed Mar 02 13:50:00 PST 2016,Tue Mar 01 14:57:30 PST 2016,,,35,100% (58/58),100% (58/58),100% (58/58),Great_Sphinx_of_Giza-Names_of_the_Sphinx,3,"Category: Art<br/>Title: Great Sphinx of Giza<br/>Section: Names of the Sphinx<br/><br/>1. It is not known by what name the creators called their statue, as the Great Sphinx does not appear in any known inscription of the Old Kingdom, and there are no inscriptions anywhere describing its construction or its original purpose.<br/>2. In the New Kingdom, the Sphinx was called ""Hor-em-akhet"" (; Hellenized: ""Harmachis""), and the pharaoh Thutmose IV (1401–1391 or 1397–1388 BC) specifically referred to it as such in his Dream Stele.The commonly used name ""Sphinx"" was given to it in classical antiquity, about 2000 years after the accepted date of its construction, by reference to a Greek mythological beast with a lion's body, a woman's head and the wings of an eagle (although, like most Egyptian sphinxes, the Great Sphinx has a man's head and no wings).<br/>3. <strike>The English word ""sphinx"" comes from the ancient Greek Σφίγξ (transliterated: ), apparently from the verb σφίγγω (transliterated: / ), after the Greek sphinx who strangled anyone who failed to answer her riddle.The name may alternatively be a corruption of the ancient Egyptian ""Ssp-anx"" (in MdC), a name given to royal statues of Dynasty IV (2575–2467 BC) and later in the New Kingdom (c. 1570–1070 BC) to the Great Sphinx more specifically, although phonetically the two names are far from identical.Medieval Arab writers, including al-Maqrīzī, call the Sphinx ""balhib"" and ""bilhaw"", which suggest a Coptic influence.</strike><br/>4. The modern Egyptian Arabic name is أبو الهول (, ).<br/>",1,How many times is the Great Sphinx referenced in ancient Egypt?,,
3EN4YVUOUCSQ1KGW6NBRF93NV6IJXR,3HFGFN16MW2VZFT3H55JD6YHFGETEH,Wikipedia question annotation,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Tue Mar 01 13:34:18 PST 2016,1,BatchId:2291255;,900,86400,Wed Mar 02 13:34:18 PST 2016,,,3G5W44VEU7IDD2PIP1G0GMZNGZXGK9,A2SD7GN80U31GW,Approved,Tue Mar 01 13:47:32 PST 2016,Tue Mar 01 13:48:24 PST 2016,Wed Mar 02 13:48:24 PST 2016,Tue Mar 01 14:57:18 PST 2016,,,52,100% (32/32),100% (32/32),100% (25/25),The_Starry_Night-Abstract,1,"Category: Art<br/>Title: The Starry Night<br/>Section: Abstract<br/><br/>1. <strike>Starry Night () is a painting by the Dutch post-impressionist artist Vincent van Gogh.</strike><br/>2. Painted in June 1889, it depicts the view outside of his sanitarium room window at Saint-Rémy-de-Provence (located in southern France) at night, although it was painted from memory during the day.<br/>3. It has been in the permanent collection of the Museum of Modern Art in New York City, part of the Lillie P. Bliss Bequest, since 1941.<br/>4. The painting is among Van Gogh's most well-known works and marks a decisive turn towards greater imaginative freedom in his art.<br/>",2,What country is depicted in The Starry Night?,,
3PUV2Q8SV446LVD3RVXYNEHI7JYDBZ,3HFGFN16MW2VZFT3H55JD6YHFGETEH,Wikipedia question annotation,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Tue Mar 01 13:34:18 PST 2016,1,BatchId:2291255;,900,86400,Wed Mar 02 13:34:18 PST 2016,,,3R6P78PK7KBCGLF5JAUSHDMJZCQGTH,A2LKGMMTO4DC4Z,Approved,Tue Mar 01 14:09:33 PST 2016,Tue Mar 01 14:11:10 PST 2016,Wed Mar 02 14:11:10 PST 2016,Tue Mar 01 14:57:30 PST 2016,,,97,100% (8/8),100% (8/8),100% (8/8),The_Scream-Abstract,15,"Category: Art<br/>Title: The Scream<br/>Section: Abstract<br/><br/>1. The Scream () is the popular name given to each of four versions of a composition, created as both paintings and pastels, by the Expressionist artist Edvard Munch between 1893 and 1910.<br/>2. Der Schrei der Natur (""The Scream of Nature"") is the title Munch gave to these works, all of which show a figure with an agonized expression against a landscape with a tumultuous orange sky.<br/>3. Arthur Lubow has described ""The Scream"" as ""an icon of modern art, a Mona Lisa for our time.""<br/>4. Edvard Munch created the four versions in various media.<br/>5. The National Gallery, Oslo, holds one of two painted versions (1893, shown at right).<br/>6. The Munch Museum holds the other painted version (1910, see gallery) and a pastel version from 1893.<br/>7. These three versions have not traveled for years.<br/>8. The fourth version (pastel, 1895) was sold for $119,922,600 at Sotheby's Impressionist and Modern Art auction on 2 May 2012 to financier Leon Black, the second highest nominal price paid for a painting at auction.<br/>9. The painting was on display in the Museum of Modern Art in New York from October 2012 to April 2013.Also in 1895, Munch created a lithograph stone of the image.<br/>10. Of the lithograph prints produced by Munch, several examples survive.<br/>11. Only approximately four dozen prints were made before the original stone was resurfaced by the printer in Munch's absence.<br/>12. ""The Scream"" has been the target of several high-profile art thefts.<br/>13. In 1994, the version in the National Gallery was stolen.<br/>14. It was recovered several months later.<br/>15. <strike>In 2004, both ""The Scream"" and ""Madonna"" were stolen from the Munch Museum, and were both recovered two years later.</strike><br/>",1,Who created the four versions of the composition The Scream?,,
32TMVRKDGNYAJ1W3V8CVT8XBM0K84I,3HFGFN16MW2VZFT3H55JD6YHFGETEH,Wikipedia question annotation,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Tue Mar 01 13:34:18 PST 2016,1,BatchId:2291255;,900,86400,Wed Mar 02 13:34:18 PST 2016,,,38JBBYETQOAUFM4OYE3W92PF6XSE40,A2I7IBMDE3SFTI,Approved,Tue Mar 01 13:47:39 PST 2016,Tue Mar 01 13:48:27 PST 2016,Wed Mar 02 13:48:27 PST 2016,Tue Mar 01 14:57:11 PST 2016,,,48,100% (58/58),100% (58/58),100% (58/58),The_Persistence_of_Memory-Landscape,2,Category: Art<br/>Title: The Persistence of Memory<br/>Section: Landscape<br/><br/>1. The craggy rocks to the right represent a tip of Cap de Creus peninsula in north-eastern Catalonia.<br/>2. <strike>Many of Dalí's paintings were inspired by the landscapes of his life in Catalonia.</strike><br/>3. The strange and foreboding shadow in the foreground of this painting is a reference to Mount Pani.<br/>,3,The shadow in the foreground references what mountain?,,
3EPG8DX9LKQDLCZKVUXGKMYFB6EP5N,3HFGFN16MW2VZFT3H55JD6YHFGETEH,Wikipedia question annotation,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Tue Mar 01 13:34:18 PST 2016,1,BatchId:2291255;,900,86400,Wed Mar 02 13:34:18 PST 2016,,,3LUY3GC63Z0VV0BX9QHE6Q8TB6M7P0,A3AEFCFAVPNFOH,Approved,Tue Mar 01 14:00:16 PST 2016,Tue Mar 01 14:01:41 PST 2016,Wed Mar 02 14:01:41 PST 2016,Tue Mar 01 14:57:18 PST 2016,,,85,100% (23/23),100% (23/23),100% (23/23),Last_Supper-Institution_of_the_Eucharist,1,"Category: Art<br/>Title: Last Supper<br/>Section: Institution of the Eucharist<br/><br/>1. <strike>The Eucharist, which ""is recorded as celebrated by the early Christian community at Jerusalem and by St. Paul on his visit to Troas"", is held to have been instituted by Christ.The institution of the Lord's Supper is recorded in the three Synoptic Gospels and in Paul's first epistle to the Corinthians.</strike><br/>2. The words of institution differ slightly in each account, reflecting a Marcan tradition (upon which Matthew is based) and a Pauline tradition (upon which Luke is based).<br/>3. In addition, is a disputed text which does not appear in some of the early manuscripts of Luke.<br/>4. Some scholars, therefore, believe that it is an interpolation, while others have argued that it is original.A comparison of the accounts given in the Gospels and 1 Corinthians is shown in the table below, with text from the ASV.<br/>5. The disputed text from Luke 22:19b-20 is in italics.Jesus' actions in sharing the bread and wine have been linked with which refers to a blood sacrifice that, as recounted in , Moses offered in order to seal a covenant with God.<br/>6. Scholars often interpret the description of Jesus' action as asking his disciples to consider themselves part of a sacrifice, where Jesus is the one due to physically undergo it.Although the Gospel of John does not include a description of the bread and wine ritual during the Last Supper, most scholars agree that (the Bread of Life Discourse) has a Eucharistic nature and resonates with the ""words of institution"" used in the Synoptic Gospels and the Pauline writings on the Last Supper.<br/>",5,What action is Jesus' actions in sharing bread and wine linked to?,,
3W5PY7V3UP7F1P66BJXTYNAWXCCJYX,3HFGFN16MW2VZFT3H55JD6YHFGETEH,Wikipedia question annotation,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Tue Mar 01 13:34:18 PST 2016,1,BatchId:2291255;,900,86400,Wed Mar 02 13:34:18 PST 2016,,,3NPI0JQDAO5ITY84MTKFBM0B03DTPY,AOIR8V07FYMH5,Approved,Tue Mar 01 14:07:07 PST 2016,Tue Mar 01 14:07:58 PST 2016,Wed Mar 02 14:07:58 PST 2016,Tue Mar 01 14:57:35 PST 2016,,,51,100% (15/15),100% (15/15),100% (15/15),American_Gothic-Reception,12,"Category: Art<br/>Title: American Gothic<br/>Section: Reception<br/><br/>1. Wood entered the painting in a competition at the Art Institute of Chicago.<br/>2. The judges deemed it a ""comic valentine"", but a museum patron persuaded them to award the painting the bronze medal and $300 cash prize.<br/>3. The patron also persuaded the Art Institute to buy the painting, which remains there today.<br/>4. The image soon began to be reproduced in newspapers, first by the ""Chicago Evening Post"" and then in New York, Boston, Kansas City, and Indianapolis.<br/>5. However, Wood received a backlash when the image finally appeared in the ""Cedar Rapids Gazette"".<br/>6. Iowans were furious at their depiction as ""pinched, grim-faced, puritanical Bible-thumpers"".<br/>7. Wood protested that he had not painted a caricature of Iowans but a depiction of his appreciation, stating ""I had to go to France to appreciate Iowa.""<br/>8. Nan, apparently embarrassed at being depicted as the wife of someone twice her age, began telling people that the painting was of a man and his daughter, which Grant seems to confirm in his letter to a Mrs. Nellie Sudduth in 1941.Art critics who had favorable opinions about the painting, such as Gertrude Stein and Christopher Morley, also assumed the painting was meant to be a satire of rural small-town life.<br/>9. It was thus seen as part of the trend toward increasingly critical depictions of rural America, along the lines of Sherwood Anderson's 1919 ""Winesburg, Ohio"", Sinclair Lewis's 1920 ""Main Street"", and Carl Van Vechten's 1924 ""The Tattooed Countess"" in literature.<br/>10. Yet another interpretation sees it as an ""old-fashioned mourning portrait... Tellingly, the curtains hanging in the windows of the house, both upstairs and down, are pulled closed in the middle of the day, a mourning custom in Victorian America.<br/>11. The woman wears a black dress beneath her apron, and glances away as if holding back tears.<br/>12. <strike>One imagines she is grieving for the man beside her..."" Wood had been only 10 when his father had died and later had lived for a decade ""above a garage reserved for hearses"", so death was on his mind.However, with the onset of the Great Depression, the painting came to be seen as a depiction of steadfast American pioneer spirit.</strike><br/>13. Wood assisted this transition by renouncing his Bohemian youth in Paris and grouping himself with populist Midwestern painters, such as John Steuart Curry and Thomas Hart Benton, who revolted against the dominance of East Coast art circles.<br/>14. Wood was quoted in this period as stating, ""All the good ideas I've ever had came to me while I was milking a cow.""<br/>",1,Where did Wood enter American Gothic in a competition?,,
37VHPF5VYC3DE59IONIDC69ZED0C8Y,3HFGFN16MW2VZFT3H55JD6YHFGETEH,Wikipedia question annotation,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Tue Mar 01 13:34:18 PST 2016,1,BatchId:2291255;,900,86400,Wed Mar 02 13:34:18 PST 2016,,,3NQL1CS15R8RF44UIBGDPVH81TVYVC,A36USZNWDMW7QF,Approved,Tue Mar 01 13:55:46 PST 2016,Tue Mar 01 13:57:10 PST 2016,Wed Mar 02 13:57:10 PST 2016,Tue Mar 01 14:57:14 PST 2016,,,84,100% (24/24),100% (24/24),100% (24/24),A_Sunday_Afternoon_on_the_Island_of_La_Grande_Jatte-Overview,1,"Category: Art<br/>Title: A Sunday Afternoon on the Island of La Grande Jatte<br/>Section: Overview<br/><br/>1. <strike>Georges Seurat spent over two years painting ""A Sunday Afternoon"", focusing meticulously on the landscape of the park.</strike><br/>2. He reworked the original as well as completed numerous preliminary drawings and oil sketches.<br/>3. He sat in the park, creating numerous sketches of the various figures in order to perfect their form.<br/>4. He concentrated on the issues of colour, light, and form.<br/>5. The painting is approximately 2 by 3 meters (7 by 10 feet) in size.Motivated by study in optical and color theory, Seurat contrasted miniature dots or small brushstrokes of colors that when unified optically in the human eye were perceived as a single shade or hue.<br/>6. He believed that this form of painting, called divisionism at the time but now known as pointillism, would make the colors more brilliant and powerful than standard brush strokes.<br/>7. The use of dots of almost uniform size came in the second year of his work on the painting, 1885–86.<br/>8. To make the experience of the painting even more vivid, he surrounded it with a frame of painted dots, which in turn he enclosed with a pure white, wooden frame, which is how the painting is exhibited today at the Art Institute of Chicago.In creating the picture, Seurat employed the then-new pigment zinc yellow (zinc chromate), most visibly for yellow highlights on the lawn in the painting, but also in mixtures with orange and blue pigments.<br/>9. In the century and more since the painting's completion, the zinc yellow has darkened to brown — a colour degeneration that was already showing in the painting in Seurat's lifetime.The island of la Grande Jatte is located at the very gates of Paris, lying in the Seine between Neuilly and Levallois-Perret, a short distance from where currently stands La Défense business district.<br/>10. Although for many years it was an industrial site, it is today the site of a public garden and a housing development.<br/>11. When Seurat began the painting in 1884, the island was a bucolic retreat far from the urban center.The painting was first exhibited in 1886, dominating the second Salon of the Société des Artistes Indépendants, of which Seurat had been a founder in 1884.<br/>",11,When did Seurat begin the painting?,,
