HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.paragraph_id,Input.candidates,Input.content,Answer.QuestionSentencesBox,Answer.QuestionTextBox,Approve,Reject
34OWYT6U3WH45DESLPKDN525BOOI9H,3HFGFN16MW2VZFT3H55JD6YHFGETEH,Wikipedia question annotation,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Tue Mar 01 11:56:33 PST 2016,1,BatchId:2291055;,900,86400,Wed Mar 02 11:56:33 PST 2016,,,3NC5L260MOMQPTE2C92B5IGKZPZFOL,A4T1X0PO5N1G9,Submitted,Tue Mar 01 12:34:21 PST 2016,Tue Mar 01 12:45:19 PST 2016,Wed Mar 02 12:45:19 PST 2016,,,,658,100% (132/132),100% (132/132),100% (132/132),Stone_Mountain-History,15,"Category: Travel<br/>Title: Stone Mountain<br/>Section: History<br/><br/>1. Human habitation of Stone Mountain and its surroundings date back into prehistory.<br/>2. When the mountain was first encountered by European explorers, its summit was encircled by a rock wall, similar to that still to be found on Georgia's Fort Mountain.<br/>3. The wall is believed to have been built by early Native American inhabitants of the area, although its purpose remains unclear.<br/>4. By the beginning of the 20th century the wall had disappeared, the rocks having been taken away by early visitors as souvenirs, rolled down the rockface, or removed by the commercial quarrying operation.<br/>5. The mountain was as well the eastern end of the Campbelton Trail, a Native American path that ran through what is now the Atlanta area.Europeans first learned of the mountain in 1597, when Spanish explorers were told of a mountain further inland which was ""very high, shining when the sun set like a fire.""<br/>6. By this time, the Stone Mountain area was inhabited by the Creek and (to a lesser extent) Cherokee peoples.<br/>7. In 1790 the mountain was the site of a meeting initiated by President George Washington in hopes of negotiating a peace treaty with the Creek.<br/>8. Instead a series of wars ensued, and the Creek were forced to cede the land to the state of Georgia in 1821.In the early 19th century, the area was known as Rock Mountain.<br/>9. After the founding of DeKalb County and the county seat of Decatur in 1822 Stone Mountain was a natural recreation area; it was common for young men to take their dates on horseback from Decatur to the mountain.Entrepreneur Aaron Cloud built a 165 foot (50 m) wooden observation tower at the summit of the mountain in 1838, but it was destroyed by a storm and replaced by a much smaller tower in 1851.<br/>10. Visitors to the mountain would travel to the area by rail and road, and then walk up the 1.1 mile mountaintop trail to the top, where Cloud also had a restaurant and club.Granite quarrying started at Stone Mountain in the 1830s, but became a major industry following the completion of a railroad spur to the quarry site in 1847.<br/>11. This line was rebuilt by the Georgia Railroad in 1869.<br/>12. Over the years, Stone Mountain granite was used in many buildings and structures, including the locks of the Panama Canal, the steps to the East Wing of the United States Capitol and the Imperial Hotel in Tokyo.<br/>13. In recent years, granite suppliers in Georgia sent stone samples cut from Stone Mountain to the Martin Luther King, Jr. Memorial Foundation to be considered for use in a planned monument in King's honor; the Foundation later chose to use granite imported from China.<br/>14. Unfortunately, quarrying during earlier periods also destroyed several spectacular geological features on Stone Mountain, such as the Devil's Crossroads, which was located on top of the mountain.In 1887 Stone Mountain was purchased for $45,000 by the Venable Brothers of Atlanta, who quarried the mountain for 24 more years, and descendents of the Venable family would retain ownership of the mountain until it was purchased by the State of Georgia in the 1950s.Martin Luther King, Jr. mentioned the monument in his 1963 ""I Have a Dream"" speech in Washington, D.C., when he said ""let freedom ring from Stone Mountain of Georgia!""<br/>15. <strike>During the 1996 Summer Olympics, Stone Mountain Park provided venues for Olympic events in tennis, archery and track cycling.</strike><br/>16. The venues for archery and cycling were temporary and are now part of the songbird and habitat trail.<br/>",7,When was the mountain the site of a meeting initiated by President Washington?,,
36JW4WBR06KDASULIT2KXPN1E94FHD,3HFGFN16MW2VZFT3H55JD6YHFGETEH,Wikipedia question annotation,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Tue Mar 01 11:56:33 PST 2016,1,BatchId:2291055;,900,86400,Wed Mar 02 11:56:33 PST 2016,,,3PM8NZGV8YGAARI3RG010UBRIVCXQ1,A138BU1VWM2RKN,Submitted,Tue Mar 01 12:24:57 PST 2016,Tue Mar 01 12:27:15 PST 2016,Wed Mar 02 12:27:15 PST 2016,,,,138,100% (4/4),100% (4/4),100% (2/2),Niagara_Falls-Canadian_side,1,"Category: Travel<br/>Title: Niagara Falls<br/>Section: Canadian side<br/><br/>1. <strike>On the Canadian side, Queen Victoria Park features manicured gardens, platforms offering spectacular views of both the American and Horseshoe Falls, and underground walkways leading into observation rooms that yield the illusion of being within the falling waters.</strike><br/>2. The observation deck of the nearby Skylon Tower offers the highest overhead view of the falls, and in the opposite direction gives views as far as distant Toronto.<br/>3. Along with the Minolta Tower (formerly the Seagrams Tower and the Konica Minolta Tower, now called the Tower Hotel), it is one of two towers in Canada with a view of the falls.Along the Niagara River, the Niagara River Recreational Trail runs the 35 miles (56 km) from Fort Erie to Fort George, and includes many historical sites from the War of 1812.The Whirlpool Aero Car, built in 1916 from a design by Spanish engineer Leonardo Torres y Quevedo, is a cable car that takes passengers over the Niagara Whirlpool on the Canadian side.<br/>4. The ""Journey Behind the Falls""—accessible by elevators from the street level entrance—consists of an observation platform and series of tunnels near the bottom of the Horseshoe Falls on the Canadian side.There are two casinos on the Canadian side of Niagara Falls, the Niagara Fallsview Casino Resort and Casino Niagara.<br/>5. The former is situated in the Fallsview Tourist Area, alongside many of the area's hotels, whilst the latter is adjacent to Clifton Hill, on Falls Avenue, a major tourist promenade.<br/>",3,When was the Whirlpool Aero Car built?,,
3ZG552ORAM4YRZDTZN4HS7KLDKAV2Z,3HFGFN16MW2VZFT3H55JD6YHFGETEH,Wikipedia question annotation,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Tue Mar 01 11:56:33 PST 2016,1,BatchId:2291055;,900,86400,Wed Mar 02 11:56:33 PST 2016,,,35USIKEBNRGCOFLFA1ZUWN32GGR6NU,AODST2T0LA7UR,Submitted,Tue Mar 01 12:29:21 PST 2016,Tue Mar 01 12:30:16 PST 2016,Wed Mar 02 12:30:16 PST 2016,,,,55,0% (0/0),0% (0/0),0% (0/0),Leaning_Tower_of_Pisa-Alternative_candidates,5,"Category: Travel<br/>Title: Leaning Tower of Pisa<br/>Section: Alternative candidates<br/><br/>1. Two German churches have challenged the tower's status as the world's most lop-sided building: the 15th-century square Leaning Tower of Suurhusen and the 14th-century bell tower in the town of Bad Frankenhausen.<br/>2. ""Guinness World Records"" measured the Pisa and Suurhusen towers, finding the former's tilt to be 3.97 degrees.<br/>3. In June 2010, ""Guinness World Records"" certified the Capital Gate building in Abu Dhabi, UAE as the ""World's Furthest Leaning Man-made Tower"".<br/>4. The Capital Gate tower has an 18-degree slope, almost five times more than the Pisa Tower; however the Capital Gate tower has been deliberately engineered to slant.<br/>5. <strike>The Leaning Tower of Wanaka in New Zealand, also deliberately built, leans at 53 degrees to the ground.</strike><br/>",4,What is the degree of slope of the Capital Gate Tower,,
3LCXHSGDLT6AUN85YCUDJL93BJ6SET,3HFGFN16MW2VZFT3H55JD6YHFGETEH,Wikipedia question annotation,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Tue Mar 01 11:56:33 PST 2016,1,BatchId:2291055;,900,86400,Wed Mar 02 11:56:33 PST 2016,,,3U5JL4WY5K93LMV5TJTOXRAMM3RX4G,A14BSSXMEM9PTD,Submitted,Tue Mar 01 11:57:47 PST 2016,Tue Mar 01 11:59:09 PST 2016,Wed Mar 02 11:59:09 PST 2016,,,,82,100% (9/9),100% (9/9),0% (0/0),Eiffel_Tower-Abstract,4,"Category: Travel<br/>Title: Eiffel Tower<br/>Section: Abstract<br/><br/>1. The Eiffel Tower (, ) is an iron lattice tower located on the Champ de Mars in Paris.<br/>2. It was named after the engineer Gustave Eiffel, whose company designed and built the tower.<br/>3. Erected in 1889 as the entrance arch to the 1889 World's Fair, it was initially criticised by some of France's leading artists and intellectuals for its design, but has become both a global cultural icon of France and one of the most recognizable structures in the world.<br/>4. <strike>The tower is the tallest structure in Paris and the most-visited paid monument in the world; 6.98 million people ascended it in 2011.</strike><br/>5. The tower received its 250 millionth visitor in 2010.The tower is tall, about the same height as an 81- building.<br/>6. During its construction, the Eiffel Tower surpassed the Washington Monument to assume the title of the tallest man-made structure in the world, a title it held for 41 years, until the Chrysler Building in New York City was built in 1930.<br/>7. Because of the addition of the antenna atop the Eiffel Tower in 1957, it is now taller than the Chrysler Building by .<br/>8. Not including broadcast antennae, it is the second-tallest structure in France, after the Millau Viaduct.The tower has three levels for visitors, with restaurants on the first and second.<br/>9. The third level observatory's upper platform is above the ground, the highest accessible to the public in the European Union.<br/>10. Tickets can be purchased to ascend by stairs or lift (elevator) to the first and second levels.<br/>11. The climb from ground level to the first level is over 300 steps, as is the walk from the first to the second level.<br/>12. Although there are stairs to the third and highest level, these are usually closed to the public and it is generally only accessible by lift.<br/>",11,How many steps lead to Eiffel Tower's first level?,,
3AJA9FLWSCYD6N55OBK5X1OGEMJFI6,3HFGFN16MW2VZFT3H55JD6YHFGETEH,Wikipedia question annotation,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Tue Mar 01 11:56:33 PST 2016,1,BatchId:2291055;,900,86400,Wed Mar 02 11:56:33 PST 2016,,,3KOPY89HM82H867CC194WDA1X5IJ3V,A2ILGDS4FN1400,Submitted,Tue Mar 01 12:19:54 PST 2016,Tue Mar 01 12:20:38 PST 2016,Wed Mar 02 12:20:38 PST 2016,,,,44,0% (0/0),0% (0/0),0% (0/0),Machu_Picchu-Intimachay_and_the_Royal_Feast_of_the_Sun,9,"Category: Travel<br/>Title: Machu Picchu<br/>Section: Intimachay and the Royal Feast of the Sun<br/><br/>1. Intimachay is a special cave designed to celebrate and observe the Royal Feast of the Sun.<br/>2. This festival was only to be celebrated by nobility in the Incan month of Capac Raymi and was associated with the December solstice.<br/>3. The festival would begin earlier in the month and would conclude on the solstice.<br/>4. On this day, boys of nobility would be initiated into manhood by conducting an ear-piercing ritual as they watched the sun rise from within the cave.Architecturally, Intimachay is the most significant structure located at Machu Picchu.<br/>5. Its entrances, walls, steps and windows are all comprised with some of the finest masonry found in Incan Empire.<br/>6. The cave also includes a unique tunnel-like window which cannot be found in any other Incan structure.<br/>7. This window was strategically constructed to only allow sunlight into the cave for a span of several days around the time of the December solstice.<br/>8. For this reason, the cave was inaccessible for much of the year.<br/>9. <strike>Intimachay is located on the eastern side of Machu Picchu, just north of the ""Condor Stone.""</strike><br/>10. Many of the caves surrounding this area were prehistorically used as tombs, yet there is no evidence to suggest that it too was a burial ground.<br/>",4,How were young boys of nobility initiated into manhood?,,
3J5XXLQDHMBNCH9C3NIMBHPDJYAV3A,3HFGFN16MW2VZFT3H55JD6YHFGETEH,Wikipedia question annotation,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Tue Mar 01 11:56:33 PST 2016,1,BatchId:2291055;,900,86400,Wed Mar 02 11:56:33 PST 2016,,,3II4UPYCOJ7WCLDM0GZP6N8Z2D1QDT,A4T1X0PO5N1G9,Submitted,Tue Mar 01 12:33:11 PST 2016,Tue Mar 01 12:44:33 PST 2016,Wed Mar 02 12:44:33 PST 2016,,,,682,100% (132/132),100% (132/132),100% (132/132),Disneyland-Abstract,6,"Category: Travel<br/>Title: Disneyland<br/>Section: Abstract<br/><br/>1. Disneyland Park, originally Disneyland, is the first of two theme parks built at the Disneyland Resort in Anaheim, California, opened on July 17, 1955.<br/>2. It is the only theme park designed and built under the direct supervision of Walt Disney.<br/>3. It was originally the only attraction on the property; its name was changed to Disneyland Park to distinguish it from the expanding complex in the 1990s.Walt Disney came up with the concept of Disneyland after visiting various amusement parks with his daughters in the 1930s and 1940s.<br/>4. He initially envisioned building a tourist attraction adjacent to his studios in Burbank to entertain fans who wished to visit; however, he soon realized that the proposed site was too small.<br/>5. After hiring a consultant to help him determine an appropriate site for his project, Walt bought a site near Anaheim in 1953.<br/>6. <strike>Construction began in 1954 and the park was unveiled during a special televised press event on the ABC Television Network on July 17, 1955.Since its opening, Disneyland has undergone a number of expansions and renovations, including the addition of New Orleans Square in 1966, Bear Country (now Critter Country) in 1972, and Mickey's Toontown in 1993.</strike><br/>7. Disney California Adventure Park was built on the site of Disneyland's original parking lot and opened in 2001.Disneyland has a larger cumulative attendance than any other theme park in the world, with over 650 million guests since it opened.<br/>8. In 2011, the park hosted approximately 16.14 million guests, making it the second most visited park in the world that calendar year.<br/>9. According to a March 2005 report from the Disney Company, there are 65,700 jobs supported by the Disneyland Resort, which includes, at the Resort itself, 20,000 direct Disney employees and 3,800 third-party employees (that is, independent contractors or their employees).<br/>",9,How many jobs are supported by Disneyland?,,
3ACRLU860NEBD1R3NQ8ITWZ37VLBEC,3HFGFN16MW2VZFT3H55JD6YHFGETEH,Wikipedia question annotation,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Tue Mar 01 11:56:33 PST 2016,1,BatchId:2291055;,900,86400,Wed Mar 02 11:56:33 PST 2016,,,3NQL1CS15R8RF44UIBGDPVH81TLVYZ,A4T1X0PO5N1G9,Submitted,Tue Mar 01 12:29:56 PST 2016,Tue Mar 01 12:39:11 PST 2016,Wed Mar 02 12:39:11 PST 2016,,,,555,100% (132/132),100% (132/132),100% (132/132),Great_Wall_of_China-Visibility_from_low_Earth_orbit,8,"Category: Travel<br/>Title: Great Wall of China<br/>Section: Visibility from low Earth orbit<br/><br/>1. A more controversial question is whether the Wall is visible from low Earth orbit (an altitude of as little as ).<br/>2. NASA claims that it is barely visible, and only under nearly perfect conditions; it is no more conspicuous than many other man-made objects.<br/>3. Other authors have argued that due to limitations of the optics of the eye and the spacing of photoreceptors on the retina, it is impossible to see the wall with the naked eye, even from low orbit, and would require visual acuity of 20/3 (7.7 times better than normal).Astronaut William Pogue thought he had seen it from Skylab but discovered he was actually looking at the Grand Canal of China near Beijing.<br/>4. He spotted the Great Wall with binoculars, but said that ""it wasn't visible to the unaided eye.""<br/>5. U.S.<br/>6. Senator Jake Garn claimed to be able to see the Great Wall with the naked eye from a space shuttle orbit in the early 1980s, but his claim has been disputed by several U.S. astronauts.<br/>7. Veteran U.S. astronaut Gene Cernan has stated: ""At Earth orbit of to high, the Great Wall of China is, indeed, visible to the naked eye.""<br/>8. <strike>Ed Lu, Expedition 7 Science Officer aboard the International Space Station, adds that, ""it's less visible than a lot of other objects.</strike><br/>9. And you have to know where to look.<br/>10. ""In 2001, Neil Armstrong stated about the view from Apollo 11: ""I do not believe that, at least with my eyes, there would be any man-made object that I could see.<br/>11. I have not yet found somebody who has told me they've seen the Wall of China from Earth orbit.<br/>12. ...I've asked various people, particularly Shuttle guys, that have been many orbits around China in the daytime, and the ones I've talked to didn't see it.<br/>13. ""In October 2003, Chinese astronaut Yang Liwei stated that he had not been able to see the Great Wall of China.<br/>14. In response, the European Space Agency (ESA) issued a press release reporting that from an orbit between , the Great Wall is visible to the naked eye.<br/>15. In an attempt to further clarify things, the ESA published a picture of a part of the “Great Wall” photographed from Space.<br/>16. However, in a press release a week later (no longer available in the ESA’s website), they acknowledged that the ""Great Wall"" in the picture was actually a river.Leroy Chiao, a Chinese-American astronaut, took a photograph from the International Space Station that shows the wall.<br/>17. It was so indistinct that the photographer was not certain he had actually captured it.<br/>18. Based on the photograph, the ""China Daily"" later reported that the Great Wall can be seen from space with the naked eye, under favorable viewing conditions, if one knows exactly where to look.<br/>19. However, the resolution of a camera can be much higher than the human visual system, and the optics much better, rendering photographic evidence irrelevant to the issue of whether it is visible to the naked eye.<br/>",6,Who claimed to see the Great Wall from the space shuttle?,,
3SCKNODZ0XGS5V1Q38ZLEH7G2XU7NA,3HFGFN16MW2VZFT3H55JD6YHFGETEH,Wikipedia question annotation,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Tue Mar 01 11:56:33 PST 2016,1,BatchId:2291055;,900,86400,Wed Mar 02 11:56:33 PST 2016,,,37XITHEISW9MJUM8DZTER70MDZQRCU,A4T1X0PO5N1G9,Submitted,Tue Mar 01 12:29:49 PST 2016,Tue Mar 01 12:37:43 PST 2016,Wed Mar 02 12:37:43 PST 2016,,,,474,100% (132/132),100% (132/132),100% (132/132),Victoria_Falls-National_parks,"4, 5","Category: Travel<br/>Title: Victoria Falls<br/>Section: National parks<br/><br/>1. Natural environment.National parks.The two national parks at the falls are relatively small—Mosi-oa-Tunya National Park is and Victoria Falls National Park is .<br/>2. However, next to the latter on the southern bank is the Zambezi National Park, extending west along the river.<br/>3. Animals can move between the two Zimbabwean parks and can also reach Matetsi Safari Area, Kazuma Pan National Park and Hwange National Park to the south.On the Zambian side, fences and the outskirts of Livingstone tend to confine most animals to the Mosi-oa-Tunya National Park.<br/>4. <strike>In addition fences put up by lodges in response to crime restrict animal movement.In 2004 a separate group of police called the Tourism Police was started.</strike><br/>5. <strike>They are commonly seen around the main tourist areas, and can be identified by their uniforms with yellow reflective bibs.</strike><br/>","1, 2",What is next to the Victoria Falls National Park?,,
3S8APUMBJXJ3JFRZI1SOBEK3JW0BFU,3HFGFN16MW2VZFT3H55JD6YHFGETEH,Wikipedia question annotation,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Tue Mar 01 11:56:33 PST 2016,1,BatchId:2291055;,900,86400,Wed Mar 02 11:56:33 PST 2016,,,3ZWFC4W1UU7TM66I41JFZDLPACIRF5,A14BSSXMEM9PTD,Submitted,Tue Mar 01 12:30:18 PST 2016,Tue Mar 01 12:31:19 PST 2016,Wed Mar 02 12:31:19 PST 2016,,,,61,100% (9/9),100% (9/9),0% (0/0),Yellowstone_National_Park-Geysers_and_the_hydrothermal_system,"1, 2","Category: Travel<br/>Title: Yellowstone National Park<br/>Section: Geysers and the hydrothermal system<br/><br/>1. <strike>The most famous geyser in the park, and perhaps the world, is Old Faithful Geyser, located in Upper Geyser Basin.</strike><br/>2. <strike>Castle Geyser, Lion Geyser and Beehive Geyser are in the same basin.</strike><br/>3. The park contains the largest active geyser in the world—Steamboat Geyser in the Norris Geyser Basin.<br/>4. A study that was completed in 2011 found that at least 1283 geysers have erupted in Yellowstone.<br/>5. Of these, an average of 465 are active in a given year.<br/>6. Yellowstone contains at least 10,000 geothermal features altogether.<br/>7. Half the geothermal features and two-thirds of the world's geysers are concentrated in Yellowstone.In May 2001, the U.S. Geological Survey, Yellowstone National Park, and the University of Utah created the Yellowstone Volcano Observatory (YVO), a partnership for long-term monitoring of the geological processes of the Yellowstone Plateau volcanic field, for disseminating information concerning the potential hazards of this geologically active region.In 2003, changes at the Norris Geyser Basin resulted in the temporary closure of some trails in the basin.<br/>8. New fumaroles were observed, and several geysers showed enhanced activity and increasing water temperatures.<br/>9. Several geysers became so hot that they were transformed into purely steaming features; the water had become superheated and they could no longer erupt normally.<br/>10. This coincided with the release of reports of a multiple year United States Geological Survey research project which mapped the bottom of Yellowstone Lake and identified a structural dome that had uplifted at some time in the past.<br/>11. Research indicated that these uplifts posed no immediate threat of a volcanic eruption, since they may have developed long ago, and there had been no temperature increase found near the uplifts.<br/>12. On March 10, 2004, a biologist discovered 5 dead bison which apparently had inhaled toxic geothermal gases trapped in the Norris Geyser Basin by a seasonal atmospheric inversion.<br/>13. This was closely followed by an upsurge of earthquake activity in April 2004.<br/>14. In 2006, it was reported that the Mallard Lake Dome and the Sour Creek Dome— areas that have long been known to show significant changes in their ground movement— had risen at a rate of per year from mid–2004 through 2006.<br/>15. As of late 2007, the uplift has continued at a reduced rate.<br/>16. These events inspired a great deal of media attention and speculation about the geologic future of the region.<br/>17. Experts responded to the conjecture by informing the public that there was no increased risk of a volcanic eruption in the near future.<br/>18. However, these changes demonstrate the dynamic nature of the Yellowstone hydrothermal system.<br/>",12,"How many dead bison did biologists discovered on March 10, 2004?",,
371DNNCG442U0MBTA9D31G932ZN8T0,3HFGFN16MW2VZFT3H55JD6YHFGETEH,Wikipedia question annotation,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Tue Mar 01 11:56:33 PST 2016,1,BatchId:2291055;,900,86400,Wed Mar 02 11:56:33 PST 2016,,,317HQ483I7SSHZGGC28JTQT7P7MNI5,A2L2ZXRHK3SNOP,Submitted,Tue Mar 01 12:33:47 PST 2016,Tue Mar 01 12:38:52 PST 2016,Wed Mar 02 12:38:52 PST 2016,,,,305,0% (0/0),0% (0/0),0% (0/0),Yosemite_National_Park-Habitats,3,"Category: Travel<br/>Title: Yosemite National Park<br/>Section: Habitats<br/><br/>1. Biology.Habitats.With its scrubby sun-baked chaparral, stately groves of pine, fir, and sequoia, and expanses of alpine woodlands and meadows, Yosemite National Park preserves a Sierra Nevada landscape as it prevailed before Euro-American settlement.<br/>2. In contrast to surrounding lands, which have been significantly altered by logging, the park still contains some of old-growth forest.<br/>3. <strike>Taken together, the park's varied habitats support over 250 species of vertebrates, which include fish, amphibians, reptiles, birds, and mammals.Along much of Yosemite's western boundary, habitats are dominated by mixed coniferous forests of Ponderosa Pine, Sugar Pine, Incense-cedar, White Fir, Douglas Fir, and a few stands of Giant Sequoia, interspersed by areas of Black Oak and Canyon Live Oak.</strike><br/>4. A relatively high diversity of wildlife species is supported by these habitats, because of relatively mild, lower-elevation climate and the mixture of habitat types and plant species.<br/>5. Wildlife species typically found in these habitats include American black bear, Bobcat, Cougar, Gray fox, Mule deer, Mountain kingsnake, Gilbert's skink, White-headed Woodpecker, Brown Creeper, Spotted Owl, and a wide variety of bat species.<br/>6. In the case of bats, large snags are important as roost sites.Going higher in elevation, the coniferous forests become purer stands of Red Fir, Western White Pine, Jeffrey Pine, Lodgepole Pine, and the occasional Foxtail pine.<br/>7. Fewer wildlife species tend to be found in these habitats, because of their higher elevation and lower complexity.<br/>8. Species likely to be found include Golden-mantled Ground Squirrel, Chickaree, Fisher, Steller's Jay, Hermit Thrush, and Northern Goshawk.<br/>9. Reptiles are not common, but include Rubber Boa, western fence lizard, and Northern Alligator Lizard.As the landscape rises, trees become smaller and more sparse, with stands broken by areas of exposed granite.<br/>10. These include Lodgepole Pine, Whitebark Pine, and Mountain Hemlock that, at highest elevations, give way to vast expanses of granite as treeline is reached.<br/>11. The climate in these habitats is harsh and the growing season is short, but species such as Pika, Yellow-bellied Marmot, White-tailed Jackrabbit, Clark's Nutcracker, and Black Rosy Finch are adapted to these conditions.<br/>12. Also, the treeless alpine habitats are the areas favored by Sierra Nevada Bighorn Sheep.<br/>13. This species, however, is now found in the Yosemite area only around Tioga Pass, where a small, reintroduced population exists.At a variety of elevations, meadows provide important, productive habitat for wildlife.<br/>14. Animals come to feed on the green grasses and use the flowing and standing water found in many meadows.<br/>15. Predators, in turn, are attracted to these areas.<br/>16. The interface between meadow and forest is also favored by many animal species because of the proximity of open areas for foraging and cover for protection.<br/>17. Species that are highly dependent upon meadow habitat include Great Grey Owl, Willow Flycatcher, Yosemite Toad, and Mountain Beaver.<br/>",4,Why is a relatively high diversity of wildlife species supported in Yosemite?,,
3A520CCNWN06URMBHC8MYLFXPD0EAK,3HFGFN16MW2VZFT3H55JD6YHFGETEH,Wikipedia question annotation,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Tue Mar 01 11:56:33 PST 2016,1,BatchId:2291055;,900,86400,Wed Mar 02 11:56:33 PST 2016,,,3R2PKQ87NW8MZHVG01TJGB47KHCMI4,AXFXBHAKK5QG7,Submitted,Tue Mar 01 12:29:59 PST 2016,Tue Mar 01 12:30:53 PST 2016,Wed Mar 02 12:30:53 PST 2016,,,,54,0% (0/0),0% (0/0),0% (0/0),Grand_Canyon-Upper_Sonoran_and_Transition,4,"Category: Travel<br/>Title: Grand Canyon<br/>Section: Upper Sonoran and Transition<br/><br/>1. The Upper Sonoran Life Zone includes most of the inner canyon and South Rim at elevations from .<br/>2. This zone is generally dominated by blackbrush, sagebrush, and pinyon-juniper woodlands.<br/>3. Elevations of are in the Mojave Desert Scrub community of the Upper Sonoran.<br/>4. <strike>This community is dominated by the four-winged saltbush and creosote bush; other important plants include Utah agave, narrowleaf mesquite, ratany, catclaw, and various cacti species.Approximately 30 bird species breed primarily in the desert uplands and cliffs of the inner canyon.</strike><br/>5. Virtually all bird species present breed in other suitable habitats throughout the Sonoran and Mohave deserts.<br/>6. The abundance of bats, swifts, and riparian birds provides ample food for peregrines, and suitable eyrie sites are plentiful along the steep canyon walls.<br/>7. Also, several critically endangered California Condors that were re-introduced to the Colorado Plateau on the Arizona Strip, have made the eastern part of the Park their home.The conifer forests provide habitat for 52 mammal species.<br/>8. Porcupines, shrews, red squirrels, tassel eared Kaibab and Abert's squirrels, black bear, mule deer, and elk are found at the park's higher elevations on the Kaibab Plateau.Above the desert scrub and up to is a pinyon pine forest and one seed juniper woodland.<br/>9. Within this woodland one can find big sagebrush, snakeweed, Mormon tea, Utah agave, banana and narrowleaf Yucca, winterfat, Indian ricegrass, dropseed, and needlegrass.<br/>10. There are a variety of snakes and lizards here, but one species of reptile, the mountain short-horned Lizard, is a particularly abundant inhabitant of the piñon-juniper and ponderosa pine forests.Ponderosa pine forests grow at elevations between , on both North and South rims in the Transition life zone.<br/>11. The South Rim includes species such as gray fox, mule deer, bighorn sheep, rock squirrels, pinyon pine and Utah juniper.<br/>12. Additional species such as Gambel oak, New Mexico locust, mountain mahogany, elderberry, creeping mahonia, and fescue have been identified in these forests.<br/>13. The Utah tiger salamander and the Great Basin spadefoot toad are two amphibians that are common in the rim forests.<br/>14. Of the approximately 90 bird species that breed in the coniferous forests, 51 are summer residents and at least 15 of these are known to be neotropical migrants.<br/>",14,How many bird species breed in the coniferous forests of the Grand Canyon?,,
3JUDR1D0D6R6MRHCDOA7MKLDWSVQ20,3HFGFN16MW2VZFT3H55JD6YHFGETEH,Wikipedia question annotation,"Based on a short text, construct a question that can be answered from this text.",text reading writing wikipedia question,$0.10,Tue Mar 01 11:56:33 PST 2016,1,BatchId:2291055;,900,86400,Wed Mar 02 11:56:33 PST 2016,,,3M68NM076H7X3DD738GB578CHDG6RI,A4T1X0PO5N1G9,Submitted,Tue Mar 01 12:29:14 PST 2016,Tue Mar 01 12:31:58 PST 2016,Wed Mar 02 12:31:58 PST 2016,,,,164,100% (132/132),100% (132/132),100% (132/132),Mount_Rushmore-Conservation,1,"Category: Travel<br/>Title: Mount Rushmore<br/>Section: Conservation<br/><br/>1. <strike>The ongoing conservation of the site is overseen by the US National Park Service.</strike><br/>2. Physical efforts to conserve the monument have included replacement of the sealant applied originally by Gutzon Borglum, which had proved ineffective at providing water resistance (components include linseed oil, granite dust and white lead).<br/>3. A modern silicone replacement was used, disguised with granite dust.In 1998, electronic monitoring devices were installed to track movement in the topology of the sculpture to an accuracy of 3 mm.<br/>4. The site has been subsequently digitally recorded using a terrestrial laser scanning methodology in 2009 as part of the international Scottish Ten project, providing a record of unprecedented resolution and accuracy to inform the conservation of the site.<br/>5. This data was made accessible online to be freely used by the wider community to aid further interpretation and public access.<br/>",4,When was the site digitally recorded?,,
