paragraph_id,content
Glad_You_Came-Background,"<font color=""blue"">Question</font>: The song ""Glad You Came"" premiered on the radio in what year?<br/><font color=""blue"">Sentence(s)</font>: The song premiered on the radio on 24 May 2011."
Glad_You_Came-Music_video,"<font color=""blue"">Question</font>: Where was the music video filmed?<br/><font color=""blue"">Sentence(s)</font>: The music video was created by Director X and was filmed in Ibiza, Spain."
Stronger_(What_Doesn't_Kill_You)-Abstract,"<font color=""blue"">Question</font>: Who sings Stronger?<br/><font color=""blue"">Sentence(s)</font>: Stronger (What Doesn't Kill You)""Stronger (What Doesn't Kill You)"" is a song by American recording artist Kelly Clarkson and the titular song from her fifth studio album, ""Stronger"" (2011)."
Stronger_(What_Doesn't_Kill_You)-Critical_response,"<font color=""blue"">Question</font>: How did critics respond to Stronger?<br/><font color=""blue"">Sentence(s)</font>: ""Stronger"" received critical acclaim from contemporary critics, with many complimenting its sound and Clarkson's vocal performance."
We_Found_Love-Composition,"<font color=""blue"">Question</font>: Fill in the blank: ""Shine a light through an open ___""<br/><font color=""blue"">Sentence(s)</font>: In the second verse, she sings: ""Shine a light through an open door / Love and life are real divine / Turn away cause I need you more / Feel the heartbeat in my mind / It’s the way I’m feeling I just can’t deny / But I’ve gotta let it go""."
We_Found_Love-North_America,"<font color=""blue"">Question</font>: How many weeks did Rihanna's ""We Found Love"" spend consecutively on Billboard's Hot 100 list?<br/><font color=""blue"">Sentence(s)</font>: ""We Found Love"" spent 10 consecutive weeks and two additional weeks (after 3 weeks at number two) at the top of the ""Billboard"" Hot 100, surpassing ""Umbrella"" as Rihanna's longest number-one single in the country, and was the longest-running number one of 2011."
Starships_(song)-Live_performances,"<font color=""blue"">Question</font>: On what date did Minaj perform on the 'Ellen DeGeneres Show'?<br/><font color=""blue"">Sentence(s)</font>: Minaj performed the song in a mash-up with ""Right by My Side"" at ""The Ellen DeGeneres Show"" on May 10, 2012."
Starships_(song)-Personnel,"<font color=""blue"">Question</font>: At which was the STARSHIPS song mixed?<br/><font color=""blue"">Sentence(s)</font>: Mixed at Conway Recording Studios"
What_Makes_You_Beautiful-Music_video,"<font color=""blue"">Question</font>: Which member of One Direction performs the bridge solo?<br/><font color=""blue"">Sentence(s)</font>: During the second verse, a group of three girls joins the band at the beach; in Styles' bridge solo, he intimately sings to one girl individually."
What_Makes_You_Beautiful-Credits_and_personnel,"<font color=""blue"">Question</font>: Who did the mastering?<br/><font color=""blue"">Sentence(s)</font>: Tom Coyne – mastering</br>Dick Beetham – mastering"
Set_Fire_to_the_Rain-Composition,"<font color=""blue"">Question</font>: Who wrote Set Fire to the Rain?<br/><font color=""blue"">Sentence(s)</font>: It was written with producer Fraser T Smith."
Set_Fire_to_the_Rain-Track_listing,"<font color=""blue"">Question</font>: How many remixes are listed for Set Fire to the Rain?<br/><font color=""blue"">Sentence(s)</font>: ""Set Fire to the Rain"" (Thomas Gold Remix) – </br>""Set Fire to the Rain"" (Thomas Gold Dub) – </br>""Set Fire to the Rain"" (Moto Blanco Remix) – </br>""Set Fire to the Rain"" (Moto Blanco Edit) – "
Sexy_and_I_Know_It-Abstract,"<font color=""blue"">Question</font>: What show was ""Sexy and I Know It"", played on?<br/><font color=""blue"">Sentence(s)</font>: The song was featured in the season 5, episode 12 of ""Gossip Girl""."
Sexy_and_I_Know_It-Music_video,"<font color=""blue"">Question</font>: What city was Sexy and I know it by LMFAO filmed in?<br/><font color=""blue"">Sentence(s)</font>: The music video for ""Sexy and I Know It"" was filmed in Venice, California, and uploaded on LMFAO's YouTube channel on September 16, 2011."
Some_Nights-Background,"<font color=""blue"">Question</font>: When was Fun signed on?<br/><font color=""blue"">Sentence(s)</font>: Fun signed to Fueled by Ramen in late 2010."
Some_Nights-Composition,"<font color=""blue"">Question</font>: What 70's band has Some Nights been compared to?<br/><font color=""blue"">Sentence(s)</font>: The album and the band's music has received several comparisons to Queen."
Wide_Awake_(Katy_Perry_song)-Background,"<font color=""blue"">Question</font>: When did filming of the music video 'Wide awake' begin?<br/><font color=""blue"">Sentence(s)</font>: Filming of the official 3D music video for ""Wide Awake"" began on April 30, 2012 and ended on May 2, 2012."
Wide_Awake_(Katy_Perry_song)-Lyric_video,"<font color=""blue"">Question</font>: When was the lyric video released?<br/><font color=""blue"">Sentence(s)</font>: A lyric video of the track was released on May 20, 2012, when Perry was set to premiere the song at the 2012 Billboard Music Awards."
One_More_Night_(Maroon_5_song)-Synopsis,"<font color=""blue"">Question</font>: How does the video for ""One More Night"" begin?<br/><font color=""blue"">Sentence(s)</font>: The video for ""One More Night"" opens with two goldfish swimming around in a spheric bowl before segueing into a sequence where the seemingly idyllic home life Levine enjoys with video girlfriend Minka Kelly and their baby daughter is set against scenes of his hands being wrapped and of him training in a boxing ring."
One_More_Night_(Maroon_5_song)-Reception,"<font color=""blue"">Question</font>: What did Alexandra Carpototo of ""Pop Crush"" think of the Maroon 5 music video for ""One More Night""?<br/><font color=""blue"">Sentence(s)</font>: Alexandra Carpototo of ""Pop Crush"" commented: ""We couldn’t even fathom leaving him; and him playing a father just makes us want him even more.</br>There’s just something so hot about a bruised Adam Levine (both physically and emotionally)."""
Drive_By_(song)-Critical_reception,"<font color=""blue"">Question</font>: Who is the front man of the band Train?<br/><font color=""blue"">Sentence(s)</font>: Frontman Pat Monahan semi-speaks the in tuneful, rap-like cadence, then turns to smooth pop singing for the choruses."
Drive_By_(song)-Credits_and_personnel,"<font color=""blue"">Question</font>: Who served as engineers during the recording of Drive By?<br/><font color=""blue"">Sentence(s)</font>:  Espen Lind – songwriter, producer, engineer, additional guitars, bass, keyboards and backing vocals, programming</br> Francis Murray – engineer</br> Jake Sinclair – engineer"
The_Motto-Remixes_and_freestyles,"<font color=""blue"">Question</font>: How many remixes of the motto are there?<br/><font color=""blue"">Sentence(s)</font>: Tom Reid Mix Freestyle</br>Big Bizzy Barney Beats</br> Drake, featuring Lil Wayne & Tyga (Official remix)</br> YG, Nipsey Hussle and Snoop Dogg</br> Nelly (Released through the Mixtape O.E.MO)</br> Jeremih</br> Mario</br> Young Jeezy and Freddie Gibbs</br> Wale and Meek Mill</br> Wiz Khalifa, Juicy J, Berner</br> Nekfeu, Alpha Wann, Sneazzy West (1995) (France)"
The_Motto-Chart_performance,"<font color=""blue"">Question</font>: What was the first week sales of The Motto?<br/><font color=""blue"">Sentence(s)</font>: The song debuted at #18 on the U.S. ""Billboard"" Hot 100 chart with first-week sales of 124,000."
Where_Have_You_Been-Critical_reception,"<font color=""blue"">Question</font>: Who wrote the song?<br/><font color=""blue"">Sentence(s)</font>: Andy Kellman for Allmusic wrote that ""Where Have You Been"", along with the album's lead single ""We Found Love"", serve as ""Talk That Talk""s ""place-holding"" dance tracks."
Where_Have_You_Been-Live_performances,"<font color=""blue"">Question</font>: At what charity event did Rihanna perform Where Have You Been in 2012?<br/><font color=""blue"">Sentence(s)</font>: She also performed the song at the 2012 Robin Hood Benefit in New York."
Take_Care_(album)-Lyrics,"<font color=""blue"">Question</font>: What songs address past or potential lovers?<br/><font color=""blue"">Sentence(s)</font>: The topic of women is prevalent on the album, with songs that address past and potential lovers (""Marvins Room"", ""The Real Her"") and songs about revering (""Make Me Proud"") and lavishing them (""We'll Be Fine"")."
Take_Care_(album)-Release_and_promotion,"<font color=""blue"">Question</font>: What was the first song released from Take Care by Drake?<br/><font color=""blue"">Sentence(s)</font>: The first track Drake released was ""Dreams Money Can Buy"" on May 20, 2011 through his October's Very Own blog."
I_Won't_Give_Up-Background,"<font color=""blue"">Question</font>: What publication featured a track by track commentary of I Won't Give Up?<br/><font color=""blue"">Sentence(s)</font>: ""Mraz explained the track, in a ""track-by-track"" commentary for ""Billboard"":""'I Won't Give Up' was written selfishly."
I_Won't_Give_Up-Music_video,"<font color=""blue"">Question</font>: When was the video 'I Won't Give Up' released?<br/><font color=""blue"">Sentence(s)</font>: On January 2, 2012, a lyric video was released."
It_Will_Rain-Writing_and_production,"<font color=""blue"">Question</font>: Who sang ""It Will Rain""?<br/><font color=""blue"">Sentence(s)</font>: ""It Will Rain"" is a love ballad co-written and produced by Bruno Mars and his songwriting and production team, The Smeezingtons."
It_Will_Rain-Track_listing,"<font color=""blue"">Question</font>: How long is the track ""A Thousand Years""?<br/><font color=""blue"">Sentence(s)</font>:  ""A Thousand Years"" (performed by Christina Perri) - 4:45"
Party_Rock_Anthem-Chart_and_sales_performance,"<font color=""blue"">Question</font>: How many weeks did the song stay at number one?<br/><font color=""blue"">Sentence(s)</font>: The song reached number one on the ""Billboard"" Hot 100, becoming the duo's first number one hit in the US, and remained there for six straight weeks."
Party_Rock_Anthem-Track_listings,"<font color=""blue"">Question</font>: In what format is the album available?<br/><font color=""blue"">Sentence(s)</font>: ;Download"
Part_of_Me_(Katy_Perry_song)-Composition_and_lyrical_interpretation,"<font color=""blue"">Question</font>: What is the tonal range of the melody for Part of Me?<br/><font color=""blue"">Sentence(s)</font>: The melody spans the tonal range of D4 to D5, while the music follows the chord progression of Dm–F–Bb-C. Production was done by Perry's frequent collaborator, Dr. Luke."
Part_of_Me_(Katy_Perry_song)-Live_performances,"<font color=""blue"">Question</font>: Which season of ""American Idol"" did Perry perform ""Part of Me"" for?<br/><font color=""blue"">Sentence(s)</font>: ""On April 26, 2012, Perry performed the track for season 11 of ""American Idol""."
We_Are_Never_Ever_Getting_Back_Together-Composition_and_lyrics,"<font color=""blue"">Question</font>: Who helped Taylor Swift write We Are Never Ever Getting Back Together?<br/><font color=""blue"">Sentence(s)</font>: The song was written by Swift, along with Max Martin and Shellback."
We_Are_Never_Ever_Getting_Back_Together-Live_performances,"<font color=""blue"">Question</font>: For which event, located in Cannes, France, did Taylor Swift perform We Are Never Ever Getting Back Together?<br/><font color=""blue"">Sentence(s)</font>:  The next day, she performed it in Cannes, France during the NRJ Music Awards."
As_Long_as_You_Love_Me_(Justin_Bieber_song)-Abstract,"<font color=""blue"">Question</font>: On what date was As Long As You Love Me released by Justin Bieber?<br/><font color=""blue"">Sentence(s)</font>: It was first released on June 11, 2012 as a promotional single from the album, and one month later it was released as the album's second single."
As_Long_as_You_Love_Me_(Justin_Bieber_song)-Background_and_release,"<font color=""blue"">Question</font>: When was the album released?<br/><font color=""blue"">Sentence(s)</font>: It was released in full quality October 23, 2012."
Turn_Me_On_(David_Guetta_song)-Background,"<font color=""blue"">Question</font>: Who sings on the track?<br/><font color=""blue"">Sentence(s)</font>: ""Turn Me On"" is an uptempo club song, with heavy beats and features Minaj on vocals."
Turn_Me_On_(David_Guetta_song)-Tracklisting,"<font color=""blue"">Question</font>: What format is the EP available in?<br/><font color=""blue"">Sentence(s)</font>:  Digital download - EP"
Moves_like_Jagger-Critical_reception,"<font color=""blue"">Question</font>: What did Pop Crush rate the song?<br/><font color=""blue"">Sentence(s)</font>: Scott Schelter from Pop Crush awarded ""Moves like Jagger"" four-and-a-half out of five stars."
Moves_like_Jagger-Chart_performance,"<font color=""blue"">Question</font>: What position did ""Moves Like Jagger"" premiere at?<br/><font color=""blue"">Sentence(s)</font>: On the issue dated July 9, 2011, ""Moves like Jagger"" debuted at number eight on the United States ""Billboard"" Hot 100, and topped the ""Billboard"" Hot 100, in the week ending September 10, 2011, as the greatest airplay gainer for the third consecutive week."
Blow_Me_(One_Last_Kiss)-Music_video,"<font color=""blue"">Question</font>: What does Pink wear in the video?<br/><font color=""blue"">Sentence(s)</font>: Pink wears a black suit with her hair pushed back and dances with the woman (Mosh)."
Blow_Me_(One_Last_Kiss)-Track_listing,"<font color=""blue"">Question</font>: What format is the album available in?<br/><font color=""blue"">Sentence(s)</font>:  Digital download"
Falling_Skies-Series_overview,"<font color=""blue"">Question</font>: How is the child killed?<br/><font color=""blue"">Sentence(s)</font>: The aliens' objectives are not explained, though the aliens try to round up children between the ages of 8 and 18 and attach a biomechanical obedience device onto (and into) their spines, referred to as a ""harness"".</br>The harness controls the child's mind, and forcibly removing it generally kills the child."
Falling_Skies-Recurring_cast,"<font color=""blue"">Question</font>: What actor played Jamil Dexter?<br/><font color=""blue"">Sentence(s)</font>:  Brandon Jay McLaren as Jamil Dexter (season 2)"
Dexter_(TV_series)-Awards_and_nominations,"<font color=""blue"">Question</font>: What awards was Dexter nominated for?<br/><font color=""blue"">Sentence(s)</font>: ""Dexter"" was nominated for 23 Primetime Emmy Awards, in the category of Outstanding Drama Series four times in a row, from 2008 to 2011, and Outstanding Lead Actor in a Drama Series (for Michael C. Hall) five times in a row, from 2008 to 2012."
Dexter_(TV_series)-Spin-off_series,"<font color=""blue"">Question</font>: What character was the series originally to be built around?<br/><font color=""blue"">Sentence(s)</font>: Original reports were for a series to be built around the Debra Morgan character."
Modern_Family-Filming,"<font color=""blue"">Question</font>: In the television series 'Modern Family', what neighborhood is the Dunphys' house located in?<br/><font color=""blue"">Sentence(s)</font>: The Dunphys' house is in the Cheviot Hills neighborhood."
Modern_Family-Ratings,"<font color=""blue"">Question</font>: The show's second season became the highest rated show on what day of the week?<br/><font color=""blue"">Sentence(s)</font>: Aided by winning the Primetime Emmy Award for Outstanding Comedy Series, the show's second season became the highest rated show on Wednesday on premiere week and also rose 34% from the previous season among adults between the ages of 18 and 49."
NCIS_(TV_series)-Abstract,"<font color=""blue"">Question</font>: What word was dropped from the title?<br/><font color=""blue"">Sentence(s)</font>: ""NCIS"" was originally referred to as Navy NCIS during season one; ""Navy"" was later dropped from the title."
NCIS_(TV_series)-Cable,"<font color=""blue"">Question</font>: How did the show rank in January 2009?<br/><font color=""blue"">Sentence(s)</font>:  The show ranked number eighteen (4.793 million viewers) in the list of Nielsen ratings top twenty most-watched cable shows for the week ending January 25, 2009."
Grey's_Anatomy-Conception,"<font color=""blue"">Question</font>: What was the proposed alternate title of Grey's Anatomy?<br/><font color=""blue"">Sentence(s)</font>: Prior to broadcast, it was announced that the show's title would change from ""Grey's Anatomy"" to ""Complications"", although ultimately this did not come to pass."
Grey's_Anatomy-U.S._television_ratings,"<font color=""blue"">Question</font>: What was the average number of viewers per episode during the first four seasons?<br/><font color=""blue"">Sentence(s)</font>: The first four seasons of the program each ranked in the top ten among all viewers, reaching its peak Nielsen ratings in the second season, attracting an average of 19.44 million viewers per episode, and ranking at fifth place overall."
2_Broke_Girls-Abstract,"<font color=""blue"">Question</font>: What year did ""2 Broke Girls"" first air on tv?<br/><font color=""blue"">Sentence(s)</font>: The first episode aired at 9:30 pm (E/P) after ""Two and a Half Men"" on September 19, 2011."
2_Broke_Girls-Series_synopsis,"<font color=""blue"">Question</font>: How much money does Sophie lend the girls in season two of 2 Broke Girls?<br/><font color=""blue"">Sentence(s)</font>: Early in the second season, Sophie lends the girls $20,000, which is enough for them to start their business."
How_I_Met_Your_Mother-Season_3,"<font color=""blue"">Question</font>: How does the season begin?<br/><font color=""blue"">Sentence(s)</font>: Barney begins the season with the word, ""-dary!"""
How_I_Met_Your_Mother-Season_8,"<font color=""blue"">Question</font>: How does the season conclude?<br/><font color=""blue"">Sentence(s)</font>: The season concludes with everyone travelling to Barney and Robin's wedding, including the mother of Ted's children (revealed on screen for the first time and portrayed by Cristin Milioti), who is seen buying a train ticket to the venue and holding her yellow umbrella."
Once_Upon_a_Time_(TV_series)-Series_overview,"<font color=""blue"">Question</font>: Where does the series take place?<br/><font color=""blue"">Sentence(s)</font>: The series takes place in the fictional seaside town of Storybrooke, Maine, in which the residents are actually characters from various fairy tales and other stories that were transported to the ""real world"" town and robbed of their original memories by the Evil Queen Regina (Lana Parrilla), using a powerful curse obtained from Rumplestiltskin (Robert Carlyle)."
Once_Upon_a_Time_(TV_series)-Spin-off,"<font color=""blue"">Question</font>: When did the series premiere?<br/><font color=""blue"">Sentence(s)</font>: The series premiered on October 10, 2013, for a thirteen-episode run that will end on April 3, 2014."
Criminal_Minds-Background,"<font color=""blue"">Question</font>: Who replaced Lola Glaudini after she left from the show, during season 2?<br/><font color=""blue"">Sentence(s)</font>: In season two (2006-07), Lola Glaudini announced her departure from the show, as she was unhappy living in Los Angeles and wished to return to Brooklyn.</br>She is replaced by Emily Prentiss (Paget Brewster), the daughter of an ambassador (Kate Jackson)."
Criminal_Minds-Critical_reception,"<font color=""blue"">Question</font>: How was the premiere reviewed?<br/><font color=""blue"">Sentence(s)</font>: Reception.Critical reception.The premiere episode was met with mixed reviews, receiving a score of 42 out of 100 on aggregate review site Metacritic, indicating ""mixed or average"" reviews.Dorothy Rabinowitz said, in her review for the ""Wall Street Journal"", that ""From the evidence of the first few episodes, ""Criminal Minds"" may be a hit, and deservedly"" and gave particular praise to both Matthew Gray Gubler and Mandy Patinkin's performance."
The_Bachelor_(U.S._TV_series)-Questions_of_authenticity,"<font color=""blue"">Question</font>: Is the show scripted?<br/><font color=""blue"">Sentence(s)</font>: ""On March 26, 2009, Megan Parris argued that not only was the show scripted, but that producers bullied contestants into saying things to the camera that contestants did not want to say."
Glee_(TV_series)-Ratings,"<font color=""blue"">Question</font>: What was the pilot's rating?<br/><font color=""blue"">Sentence(s)</font>: The pilot episode of ""Glee"" averaged 9.62 million viewers, and the following eleven episodes attained between 6.10 and 7.65 million."
Glee_(TV_series)-Related_media,"<font color=""blue"">Question</font>: When did  ""The Glee Project"" start airing?<br/><font color=""blue"">Sentence(s)</font>: ""The Glee Project"" started airing on June 12, 2011, and the final episode was broadcast on August 21, 2011."
The_Amazing_Race_21-Prizes,"<font color=""blue"">Question</font>: Who is the Season 21 sponsor for the trip prizes on the Amazing Race?<br/><font color=""blue"">Sentence(s)</font>: Trips are sponsored by Travelocity."
The_Amazing_Race_21-Leg_8_(Russia),"<font color=""blue"">Question</font>: What did teams perform in front of a judge?<br/><font color=""blue"">Sentence(s)</font>: Teams then performed the dance in front of a judge who would give them their next clue if they performed the dance correctly."
Hell's_Kitchen_(U.S._TV_series)-Reception,"<font color=""blue"">Question</font>: Where do competitors reveal their insights?<br/><font color=""blue"">Sentence(s)</font>: A ""confessional booth"" reveals insights into competitors' characters"
Rules_of_Engagement_(TV_series)-Major_recurring_characters,"<font color=""blue"">Question</font>: What is the name of  Jeff’s lesbian softball teammate who agrees to be a surrogate mother for Audrey and Jeff?<br/><font color=""blue"">Sentence(s)</font>:  Sara Rue as Brenda, Jeff’s lesbian softball teammate who agrees to be a surrogate mother for Audrey and Jeff."
American_Dad!-Farces,"<font color=""blue"">Question</font>: What does Stan threaten to do?<br/><font color=""blue"">Sentence(s)</font>: Stan threatens to kill Roger, but backs down after Roger pulls a gun on him and tells him to relax."
American_Dad!-Episode_misreporting_by_Fox,"<font color=""blue"">Question</font>: Which TV network airs the program American Dad?<br/><font color=""blue"">Sentence(s)</font>: It is evident that Fox either miscounts ""American Dad!""</br>This was established in Fox advertisements for the episode ""Lost in Space.""</br>The episode was promoted by Fox as ""American Dad!</br>In addition, Fox has misreported the ""Lost in Space"" episode as the revealing of Roger's birth planet."
Dancing_with_the_Stars_(U.S._TV_series)-Abstract,"<font color=""blue"">Question</font>: Who is the host of Dancing with the Stars (U.S. TV series)?<br/><font color=""blue"">Sentence(s)</font>: Tom Bergeron is the Emmy-winning host, alongside Erin Andrews, who is the new co-host for season eighteen."
Dancing_with_the_Stars_(U.S._TV_series)-Cardio_dance_DVDs,"<font color=""blue"">Question</font>: What dvd features  the jive, the quickstep, and swing?<br/><font color=""blue"">Sentence(s)</font>: One DVD is called ""Dance off the Pounds"" and features three dances: the jive, the quickstep, and swing."
Suburgatory-Development_and_production,"<font color=""blue"">Question</font>: When was the series developed?<br/><font color=""blue"">Sentence(s)</font>: The series first appeared on ABC's development slate in October 2010."
Suburgatory-Location_and_setting,"<font color=""blue"">Question</font>: Where does the series take place?<br/><font color=""blue"">Sentence(s)</font>: The series takes place in the fictional town of Chatswin."
Private_Practice_(TV_series)-Origins,"<font color=""blue"">Question</font>: Which publication revealed that ABC would be producing a spin-off of Grey's Anatomy?<br/><font color=""blue"">Sentence(s)</font>: Production history.Origins.On , "":The Wall Street Journal"" reported that ABC was pursuing a spin-off of ""Grey's Anatomy"" featuring Kate Walsh's character Addison Montgomery."
Private_Practice_(TV_series)-Casting,"<font color=""blue"">Question</font>: In the role of Naomi Bennett, who was Merrin Dungey replaced with?<br/><font color=""blue"">Sentence(s)</font>: On , it was announced by ABC that Merrin Dungey, who played the role of Naomi Bennett, would be replaced by four time Tony winner Audra McDonald."
The_New_Normal_(TV_series)-Premise,"<font color=""blue"">Question</font>: What was the only thing missing in their relationship?<br/><font color=""blue"">Sentence(s)</font>: The only thing missing in their relationship is a baby."
The_New_Normal_(TV_series)-Recurring_cast,"<font color=""blue"">Question</font>: Who is Rocky's brother?<br/><font color=""blue"">Sentence(s)</font>: Sterling Sulieman as Clint, Rocky's brother"
The_Mindy_Project-Main,"<font color=""blue"">Question</font>: Who does Amanda Setton play in The Mindy Project?<br/><font color=""blue"">Sentence(s)</font>: Amanda Setton as Shauna Dicanio (Episodes 1–12), was a receptionist at the office."
Body_of_Proof-Critical_response,"<font color=""blue"">Question</font>: What was Metacritic's score for Body of Proof?<br/><font color=""blue"">Sentence(s)</font>: Reception.Critical response.The show was met with mixed reviews: Metacritic summarizes the opinions of 21 critics in giving the show's first season a score of 56 out of 100."
Body_of_Proof-Ratings,"<font color=""blue"">Question</font>: When did Body of Proof premiere?<br/><font color=""blue"">Sentence(s)</font>: The series premiere (Tuesday, March 29, 2011) drew 14 million viewers."
Last_Man_Standing_(U.S._TV_series)-Recurring_cast,"<font color=""blue"">Question</font>: Who plays Bud Baxter?<br/><font color=""blue"">Sentence(s)</font>:  Robert Forster as Bud Baxter, Mike's father who is in the construction business."
Last_Man_Standing_(U.S._TV_series)-Development_and_production,"<font color=""blue"">Question</font>: When did Last Man Standing first appear?<br/><font color=""blue"">Sentence(s)</font>: ""Last Man Standing"" first appeared on ABC's development slate in late 2010 when writer Jack Burditt received a put pilot commitment from the network under the original title ""Man Up""."
30_Rock-Conception,"<font color=""blue"">Question</font>: How many episodes were ordere for the first season of 30 Rock?<br/><font color=""blue"">Sentence(s)</font>: ""30 Rock"" was officially given the green light to air May 15, 2006, along with a 13-episode order.The series underwent further changes during the months leading up to and following its debut."
30_Rock-Awards_and_nominations,"<font color=""blue"">Question</font>: Which television show's record for most Emmy nominations of a comedy series did 30 Rock break in its second season?<br/><font color=""blue"">Sentence(s)</font>: ""30 Rock"" received 17 Emmy nominations, for its second season, meaning it was the second most nominated series of the year."
Times_Square-Abstract,"<font color=""blue"">Question</font>: What is iconified, ""The Crossroads of the World""?<br/><font color=""blue"">Sentence(s)</font>: Times Square – iconified as ""The Crossroads of the World"", ""The Center of the Universe"", and the ""The Great White Way"" – is the brightly illuminated hub of the Broadway Theater District, one of the world's busiest pedestrian intersections, and a major center of the world's entertainment industry."
Times_Square-New_Year's_Eve_celebrations,"<font color=""blue"">Question</font>: What date was the first ball drop?<br/><font color=""blue"">Sentence(s)</font>: On December 31, 1907, a ball signifying New Year's Day was first dropped at Times Square, and the Square has held the main New Year's celebration in New York City ever since."
Las_Vegas_Strip-Pedestrian_traffic,"<font color=""blue"">Question</font>: When do sidewalks get crowded on the Las Vegas Strip?<br/><font color=""blue"">Sentence(s)</font>: Sidewalks can get crowded in the evenings and early mornings, especially on weekend nights."
Las_Vegas_Strip-Current,"<font color=""blue"">Question</font>: Where is the only Barney's store in Las Vegas?<br/><font color=""blue"">Sentence(s)</font>:  The Shoppes at The Palazzo feature luxury stores including the only Barneys New York department store in Las Vegas."
"Union_Station_(Washington,_D.C.)-Architecture","<font color=""blue"">Question</font>: Which architectural influence of Union Station pays homage to a feature occurring within the last 200 years.<br/><font color=""blue"">Sentence(s)</font>: The final aspect owed much to the Court of Heroes at the World’s Columbian Exposition of 1893 in Chicago, where Burnham had been coordinating architect."
"Union_Station_(Washington,_D.C.)-1953_overrun","<font color=""blue"">Question</font>: On what date did  the Pennsylvania Railroad's ""Federal"", the overnight train from Boston, crash into the station?<br/><font color=""blue"">Sentence(s)</font>: On the morning of January 15, 1953, the Pennsylvania Railroad's ""Federal"", the overnight train from Boston, crashed into the station."
Central_Park-Geology,"<font color=""blue"">Question</font>: What fault zone traverses Central Park?<br/><font color=""blue"">Sentence(s)</font>: During this period the tectonic plates began to move toward each other, which resulted in the creation of the supercontinent, Pangaea.Cameron's Line is a fault zone that traverses Central Park on an east-west axis.Various glaciers have covered the area of Central Park in the past, with the most recent being the Wisconsin glacier which receded about 12,000 years ago."
Central_Park-Fauna,"<font color=""blue"">Question</font>: Eastern gray squirrel is part of what genus?<br/><font color=""blue"">Sentence(s)</font>: * Eastern gray squirrel, or grey squirrel (""Sciurus carolinensis""), is a tree squirrel in the genus Sciurus native to the eastern and midwestern United States."
Grand_Central_Terminal-Abstract,"<font color=""blue"">Question</font>: In what year did Grand Central Station become Grand Central Terminal?<br/><font color=""blue"">Sentence(s)</font>: Until 1991 the terminal served Amtrak, which moved to nearby Pennsylvania Station upon completion of the Empire Connection.Although the terminal has been properly called “Grand Central Terminal” since 1913, many people continue to refer to it wrongly as “Grand Central Station,” the name of the previous rail station on the same site, and of the U.S. Post Office station next door, which is not part of the terminal."
Grand_Central_Terminal-Layout,"<font color=""blue"">Question</font>: What happened to the spies before they could strike?<br/><font color=""blue"">Sentence(s)</font>: The spies were arrested by the FBI before they could strike."
