paragraph_id,content
Love_the_Way_You_Lie-Recording,"<font color=""blue"">Question</font>: Who provided additional vocal production?<br/><font color=""blue"">Sentence(s)</font>: The American songwriter Makeba Riddick provided additional vocal production."
"All_I_Want_for_Christmas_Is_You-Remixes,_Extra_Festive,_and_Superfestive_versions","<font color=""blue"">Question</font>: What album does the song appear on as a bonus track?<br/><font color=""blue"">Sentence(s)</font>: The remix appears on Carey's compilation album ""Greatest Hits"" (2001) as a bonus track."
Prison_Break-Filming,"<font color=""blue"">Question</font>: Where was Prison Break filmed?<br/><font color=""blue"">Sentence(s)</font>: The majority of the first season of the series was filmed on location in and around Chicago.</br>After it was closed down in 2002, Joliet Prison became the set of ""Prison Break"" in 2005, standing in as Fox River State Penitentiary on screen.</br>Scenes set in Lincoln's cell, the infirmary, and the prison yard were all shot on location at the prison.</br>Other sets were built at the prison, including the cell blocks that housed the general prison population; these blocks had three tiers of cells (as opposed to the real cell block's two) and had cells much larger than real cells to allow more space for the actors and cameras.</br>Exterior scenes were filmed in areas around Chicago, Woodstock, and Joliet in Illinois.</br>Other locations included O'Hare International Airport in Chicago and Toronto, Ontario in Canada.</br>Locations within a 30-minute radius of Dallas were chosen which included Little Elm, Decatur, and Mineral Wells.</br>For the final three episodes of the second season, filming took place in Pensacola, Florida to represent Panama.</br>Each episode took eight days to film and approximately $1.4 million went to the local economy per episode.The third season was shot in Dallas and had a budget of $3 million per episode.</br>Several of the exterior scenes with Lincoln and Gretchen negotiating the escape from the Panama jail were shot in the Casco Viejo quarter of Panama City.</br>The principal photography for the fourth season was relocated to Los Angeles, California."
Friends-Broadcast,"<font color=""blue"">Question</font>: How many people viewed the pilot of Friends?<br/><font color=""blue"">Sentence(s)</font>: The pilot aired between ""Mad About You"" and ""Seinfeld"", and was watched by almost 22 million American viewers."
"The_Big_Bang_Theory-""The_Theorists""_controversy","<font color=""blue"">Question</font>: Who plays Leonard's couterpart, ""Seva""?<br/><font color=""blue"">Sentence(s)</font>: Dmitriy Tankovich (who plays Leonard's counterpart, ""Seva"") said in an interview: ""I'm upset."
Teen_Wolf-Plot,"<font color=""blue"">Question</font>: Who is the girl of his dreams?<br/><font color=""blue"">Sentence(s)</font>: The girl of his dreams, Pamela Wells, is dating Mick McAllister, a jerk from an opposing high school team, the Dragons."
Breaking_Bad-Casting,"<font color=""blue"">Question</font>: How did Cranston prepare for the roll of Walter White?<br/><font color=""blue"">Sentence(s)</font>: At the start of the show, Cranston gained 10 pounds to reflect the character's personal decline and had the natural red highlights of his hair dyed a regular brown.</br>He collaborated with costume designer Kathleen Detoro on a wardrobe of mostly neutral green and brown colors to make the character bland and unremarkable, and worked with makeup artist Frieda Valenzuela to create a mustache he described as ""impotent"" and like a ""dead caterpillar""."
The_Vampire_Diaries-Awards_and_accolades,"<font color=""blue"">Question</font>: How many Teen Choice Awards did ""The Vampire Diaries"" win in 2010?<br/><font color=""blue"">Sentence(s)</font>: ""The Vampire Diaries"" won 7 Teen Choice Awards in 2010 including: Choice TV Show – Fantasy/Sci-Fi, Choice TV Actor – Fantasy/Sci-Fi (Paul Wesley), Choice TV Actress – Fantasy/Sci-Fi (Nina Dobrev), Choice TV Villain (Ian Somerhalder), Choice TV Breakout Show, Choice TV Female Breakout Star (Nina Dobrev) and Choice TV Male Breakout Star (Paul Wesley).Other nominations were Choice Male Hottie (Ian Somerhalder) and Choice Scene Stealer (Katerina Graham)."
Doctor_Who-Charity_episodes,"<font color=""blue"">Question</font>: Which two Doctors met in ""Time Crash""?<br/><font color=""blue"">Sentence(s)</font>: It was followed in November 2007 by ""Time Crash"", a 7-minute scene which featured the Tenth Doctor meeting the Fifth Doctor (played once again by Peter Davison).A set of two mini-episodes, titled ""Space"" and ""Time"" respectively, were produced to support Comic Relief."
Parks_and_Recreation-Season_5,"<font color=""blue"">Question</font>: Who is paid a visit by Leslie and Andy?<br/><font color=""blue"">Sentence(s)</font>: Leslie and Andy visit Ben and April, and Leslie begins to feel self conscious about her small town job."
Gossip_Girl-Casting,"<font color=""blue"">Question</font>: Who did Caroline Lagerfelt portray?<br/><font color=""blue"">Sentence(s)</font>: Caroline Lagerfelt portrayed Celia ""CeCe"" Rhodes, Serena and Eric's grandmother and Lily's mother."
Gilmore_Girls-Rory's_friends,"<font color=""blue"">Question</font>: Who does Lane Kim from Gilmore Girls marry at the end of season 6?<br/><font color=""blue"">Sentence(s)</font>: At the end of the Season 6, Lane marries Hep Alien band-mate Zach van Gerbig (Todd Lowe), a sweet, slightly clumsy rocker."
The_Good_Wife-Season_4,"<font color=""blue"">Question</font>: For what political office does Peter Florrick run?<br/><font color=""blue"">Sentence(s)</font>: Meanwhile, Peter Florrick runs for Governor."
Family_Guy-Origins,"<font color=""blue"">Question</font>: When did Seth MacFarlane conceive of the idea for ""Family Guy""?<br/><font color=""blue"">Sentence(s)</font>: MacFarlane initially conceived ""Family Guy"" in 1995 while studying animation at the Rhode Island School of Design (RISD)."
South_Park-Abstract,"<font color=""blue"">Question</font>: When is each episode of South Park typically written and produced?<br/><font color=""blue"">Sentence(s)</font>: Since 2000, each episode is typically written and produced during the week preceding its broadcast, with Parker serving as the primary writer and director."
Stone_Mountain-Geology,"<font color=""blue"">Question</font>: What are some characteristics of tourmaline?<br/><font color=""blue"">Sentence(s)</font>: The tourmaline is mostly black in color, and the majority of it exists as optically continuous skeletal crystals, but much larger, euhedral pegmatitic tourmaline crystals can also be found in the mountain's numerous, cross-cutting felsic dikes.Embedded in the granite are xenoliths or pieces of foreign rocks entrained in the magma.The granite intruded into the metamorphic rocks of the Piedmont region during the last stages of the Alleghenian Orogeny, which was the time when North America and North Africa collided."
Niagara_Falls-American_side,"<font color=""blue"">Question</font>: How is the Cave of the Winds accessible from Goat Island?<br/><font color=""blue"">Sentence(s)</font>: From Goat Island, the Cave of the Winds is accessible by elevator and leads hikers to a point beneath Bridal Veil Falls."
Leaning_Tower_of_Pisa-Construction,"<font color=""blue"">Question</font>: When was the largest bell installed?<br/><font color=""blue"">Sentence(s)</font>: There are seven bells, one for each note of the musical major scale.</br>The largest one was installed in 1655."
Eiffel_Tower-Communications,"<font color=""blue"">Question</font>: When did the Paris Observatory use the Eiffel Tower as an antenna to communication with the US Naval Observatory in Arlington, VA?<br/><font color=""blue"">Sentence(s)</font>: On 20 November 1913 the Paris Observatory, using the Eiffel Tower as an antenna, exchanged sustained wireless signals with the United States Naval Observatory which used an antenna in Arlington, Virginia."
Machu_Picchu-Layout,"<font color=""blue"">Question</font>: How is the architecture adapted and how many buildings are arranged?<br/><font color=""blue"">Sentence(s)</font>: The temples are part of the upper town, the warehouses the lower.The architecture is adapted to the natural form of the mountains.</br>Approximately 200 buildings are arranged on wide parallel terraces around a vast central square that is oriented east-west."
Disneyland-Opening_day,"<font color=""blue"">Question</font>: How many people attended the opening of Disneyland?<br/><font color=""blue"">Sentence(s)</font>: Although 28,000 people attended the event, only about half of those were actual invitees, the rest having purchased counterfeit tickets."
Great_Wall_of_China-Abstract,"<font color=""blue"">Question</font>: When did construction begin on the Great Wall of China?<br/><font color=""blue"">Sentence(s)</font>: Several walls were being built as early as the 7th century BC; these, later joined together and made bigger and stronger, are now collectively referred to as the Great Wall."
Victoria_Falls-Tourism_in_recent_years,"<font color=""blue"">Question</font>: Why should visitors check the rules before crossing the border?<br/><font color=""blue"">Sentence(s)</font>: Regular changes in visa regulations mean visitors should check the rules before crossing the border."
Yellowstone_National_Park-Flora,"<font color=""blue"">Question</font>: What part of the total forested are is covered by Lodgepole Pine forests?<br/><font color=""blue"">Sentence(s)</font>: Of the eight conifer tree species documented, Lodgepole Pine forests cover 80% of the total forested areas."
Yosemite_National_Park-U.S._National_Park_Service,"<font color=""blue"">Question</font>: When was the Yosemite Museum founded?<br/><font color=""blue"">Sentence(s)</font>: The Yosemite Museum was founded in 1926 through the efforts of Ansel Franklin Hall.In 1903, a dam in the northern portion of the park was proposed."
Grand_Canyon-Activities,"<font color=""blue"">Question</font>: How close are scenic flights allowed to fly to the rim of the Grand Canyon?<br/><font color=""blue"">Sentence(s)</font>: Scenic flights are no longer allowed to fly within 1500 feet of the rim within the national park because of a late 1990s crash."
Mount_Rushmore-Ecology,"<font color=""blue"">Question</font>: How many species of shrubs grow near Mount Rushmore?<br/><font color=""blue"">Sentence(s)</font>: Nine species of shrubs grow near Mount Rushmore."
Statue_of_Liberty-Early_National_Park_Service_years_(1933–1982),"<font color=""blue"">Question</font>: How did the Statue of Liberty commemorate D-Day?<br/><font color=""blue"">Sentence(s)</font>: It was lit briefly on December 31, 1943, and on D-Day, June 6, 1944, when its lights flashed ""dot-dot-dot-dash"", the Morse code for V, for victory."
SeaWorld-SeaWorld_San_Diego,"<font color=""blue"">Question</font>: At what time of day is the Shamu Rocks show performed at SeaWorld San Diego?<br/><font color=""blue"">Sentence(s)</font>: One show featuring Shamu is available during the night called ""Shamu Rocks"", a rock concert choreographed to the killer whales, and then the fireworks show ""Into the Blue"", which uses music from the newest dolphin show ""Blue Horizons""."
Hersheypark-Regional_competition,"<font color=""blue"">Question</font>: What amusement park is located in Lancaster, Pennsylvania?<br/><font color=""blue"">Sentence(s)</font>: Dutch Wonderland, located in Lancaster, Pennsylvania"
Six_Flags-Abstract,"<font color=""blue"">Question</font>: When did Six Flags file for bankruptcy protection?<br/><font color=""blue"">Sentence(s)</font>: On June 13, 2009, the corporation filed for Chapter 11 bankruptcy protection and successfully exited the restructuring on May 3, 2010."
Stonehenge-Setting_and_access,"<font color=""blue"">Question</font>: When did the Stonehenge visitors' center open to the public?<br/><font color=""blue"">Sentence(s)</font>: The centre, designed by Denton Corker Marshall, opened to the public on 18 December 2013."
Colosseum-Arena_and_hypogeum,"<font color=""blue"">Question</font>: Where did the animals and scenery enter the colosseum?<br/><font color=""blue"">Sentence(s)</font>: Eighty vertical shafts provided instant access to the arena for caged animals and scenery pieces concealed underneath; larger hinged platforms, called ""hegmata"", provided access for elephants and the like."
Mona_Lisa-Title_and_subject,"<font color=""blue"">Question</font>: Who's name became the inspiration for the Italian name for the painting?<br/><font color=""blue"">Sentence(s)</font>: The Italian name for the painting, ""La Gioconda"", means ""jocund"" (""happy"" or ""jovial""), or literally ""the jocund one"", a pun on the feminine form of the sitter's married name ""Giocondo""."
Vincent_van_Gogh-Flowering_Orchards,"<font color=""blue"">Question</font>: When did Vincent wrote The Cherry Tree and how many orchards did he have?<br/><font color=""blue"">Sentence(s)</font>: About ""The Cherry Tree"" Vincent wrote to Theo on 21 April 1888 and said he had 10 orchards and: ""one big (painting) of a cherry tree, which I've spoiled""."
Great_Sphinx_of_Giza-Modern_dissenting_hypotheses,"<font color=""blue"">Question</font>: When did the Pharaoh Khufu live?<br/><font color=""blue"">Sentence(s)</font>: Rainer Stadelmann, former director of the German Archaeological Institute in Cairo, examined the distinct iconography of the ""nemes"" (headdress) and the now-detached beard of the Sphinx and concluded that the style is more indicative of the Pharaoh Khufu (2589–2566 BC), builder of the Great Pyramid of Giza and Khafra's father."
The_Starry_Night-Interpretations,"<font color=""blue"">Question</font>: What did Boime compare in 1985?<br/><font color=""blue"">Sentence(s)</font>: In a 1985 lecture to the American Astronomical Society, Boime compared the positions of the moon and Venus that night and showed that they corresponded to the positions of the celestial objects in the painting."
The_Scream-Thefts,"<font color=""blue"">Question</font>: Where is the Munch Museum located?<br/><font color=""blue"">Sentence(s)</font>: The conserved works went back on display on 23 May 2008, when the exhibition ""Scream and Madonna — Revisited"" at the Munch Museum in Oslo displayed the paintings together."
Last_Supper-Artistic_depictions,"<font color=""blue"">Question</font>: How many themes are depicted in the last supper and what are they?<br/><font color=""blue"">Sentence(s)</font>: The first theme is the dramatic and dynamic depiction of Jesus' announcement of his betrayal.</br>The second theme is the moment of the institution of the tradition of the Eucharist.</br>The third major theme is the farewell of Jesus to his disciples, in which Judas Iscariot is no longer present, having left the supper."
Dora_Maar_au_Chat-Descriptions_of_painting,"<font color=""blue"">Question</font>: What is the artist's most mysterious and challenging painting and when was it painted?<br/><font color=""blue"">Sentence(s)</font>: ""Dora Maar au Chat"" presents the artist's most mysterious and challenging mistress regally posed three-quarter length in a large wooden chair with a small black cat perched behind her in both an amusing and menacing attitude.</br>The luminous ""Dora Maar au Chat"" was painted in 1941, at the beginning of the Second World War in France .Maar was one of the most influential figures in Picasso’s life during their relationship and she also became his primary model."
Pablo_Picasso-Style_and_technique,"<font color=""blue"">Question</font>: When did Pablo Picasso paint The Red Armchair?<br/><font color=""blue"">Sentence(s)</font>: A nanoprobe of Picasso's ""The Red Armchair"" (1931) by physicists at Argonne National Laboratory in 2012 confirmed art historians' belief that Picasso used common house paint in many of his paintings."
"Michelangelo-Florence,_1499-1505","<font color=""blue"">Question</font>: When did Michaelangelo complete the Statue of David?<br/><font color=""blue"">Sentence(s)</font>: Michelangelo responded by completing his most famous work, the Statue of David, in 1504."
Leonardo_da_Vinci-Paintings_of_the_1500s,"<font color=""blue"">Question</font>: Why is the Mona Lisa famous?<br/><font color=""blue"">Sentence(s)</font>: Its fame rests, in particular, on the elusive smile on the woman's face, its mysterious quality brought about perhaps by the fact that the artist has subtly shadowed the corners of the mouth and eyes so that the exact nature of the smile cannot be determined."
Donatello-Major_commissions_in_Florence,"<font color=""blue"">Question</font>: Who made the claim that  Donatello made no secret of his homosexuality<br/><font color=""blue"">Sentence(s)</font>: The historian Paul Strathern makes the claim that Donatello made no secret of his homosexuality, and that his behaviour was tolerated by his friends."
Henry_Moore-Beginnings_as_a_sculptor,"<font color=""blue"">Question</font>: When did Henry Moore become a student at the Leeds School of Art?<br/><font color=""blue"">Sentence(s)</font>: After the war Moore received an ex-serviceman's grant to continue his education and in 1919 he became a student at the Leeds School of Art (now Leeds College of Art), which set up a sculpture studio especially for him."
Andy_Warhol-Collections,"<font color=""blue"">Question</font>: Where is it rumored that Andy Warhol bought a mummified human foot from Ancient Egypt?<br/><font color=""blue"">Sentence(s)</font>: ""Another item found in Warhol's boxes at the museum in Pittsburgh was a mummified human foot from Ancient Egypt.</br>The curator of anthropology at Carnegie Museum of Natural History felt that Warhol most likely found it at a flea market."
Salvador_Dalí-Literary_works,"<font color=""blue"">Question</font>: Who was Veronica's on-and-off again lover in Salvador Dali's ""Hidden Faces""?<br/><font color=""blue"">Sentence(s)</font>: Secondary characters include ageing widow Barbara Rogers, her bisexual daughter Veronica, Veronica's sometime female lover Betka, and Baba, a disfigured US fighter pilot."
Jackson_Pollock-At_auction,"<font color=""blue"">Question</font>: When was the painting last shown in America?<br/><font color=""blue"">Sentence(s)</font>: It was a centerpiece of the Museum of Modern Art's 1998 retrospective in New York, the first time the painting had been shown in America since its purchase.In November 2006, Pollock's ""No."
Henri_Matisse-The_war_years,"<font color=""blue"">Question</font>: What year was Matisse's student Rudolf Levy killed?<br/><font color=""blue"">Sentence(s)</font>: )Matisse's student Rudolf Levy was killed in the Auschwitz concentration camp in 1944.In 1947 he published ""Jazz"", a limited-edition artist's book of about one hundred prints of colourful paper cut collages, accompanied by his written thoughts."
Association_football-Pitch,"<font color=""blue"">Question</font>: Where are nets usually placed?<br/><font color=""blue"">Sentence(s)</font>: Nets are usually placed behind the goal, but are not required by the Laws.In front of each goal is an area known as the penalty area."
Football-Cambridge_rules,"<font color=""blue"">Question</font>: In which British city was the first set of modern rules for football established?<br/><font color=""blue"">Sentence(s)</font>: An eight-hour meeting produced what amounted to the first set of modern rules, known as the ""Cambridge rules""."
Baseball-Batting_and_baserunning_tactics,"<font color=""blue"">Question</font>: Why would a batter perform a sacrifice bunt in baseball?<br/><font color=""blue"">Sentence(s)</font>: The sacrifice bunt calls for the batter to focus on making contact with the ball so that it rolls a short distance into the infield, allowing the runner to advance into scoring position even at the expense of the batter being thrown out at first—a batter who succeeds is credited with a sacrifice."
Basketball-Fouls,"<font color=""blue"">Question</font>: How many points are awarded for a free throw?<br/><font color=""blue"">Sentence(s)</font>: One point is awarded for making a free throw, which is attempted from a line from the basket.The referee may use discretion in calling fouls (for example, by considering whether an unfair advantage was gained), sometimes making fouls controversial calls or no-calls."
Tennis-Premier_events,"<font color=""blue"">Question</font>: When was the first tiering system in women's tennis introduced?<br/><font color=""blue"">Sentence(s)</font>: The first tiering system in women's tennis was introduced in 1988."
Human_swimming-Sport,"<font color=""blue"">Question</font>: How long are competition pools for FINA events?<br/><font color=""blue"">Sentence(s)</font>: The sport is governed internationally by the Fédération Internationale de Natation (FINA), and competition pools for FINA events are 25 or 50 metres in length."
Volleyball-Origin_of_volleyball,"<font color=""blue"">Question</font>: What was volleyball originally called?<br/><font color=""blue"">Sentence(s)</font>: History.Origin of volleyball.On February 9, 1895, in Holyoke, Massachusetts (USA), William G. Morgan, a YMCA physical education director, created a new game called ""Mintonette"" as a pastime to be played (preferably) indoors and by any number of players."
Golf-Rules_and_regulations,"<font color=""blue"">Question</font>: If a golfer has ever played golf for money or received payment for giving instruction s/he may no longer be considered what type of golfer?<br/><font color=""blue"">Sentence(s)</font>: Essentially, anybody who has ever received payment or compensation for giving instruction, or played golf for money, is not considered an amateur and may not participate in competitions limited solely to amateurs."
Badminton-Doubles,"<font color=""blue"">Question</font>: Why is there more interest in men's doubles badminton?<br/><font color=""blue"">Sentence(s)</font>: Men's doubles is the most aggressive form of badminton, with a high proportion of powerful jump smashes and very quick reflex exchanges.</br>Because of this, spectator interest is sometimes greater for men's doubles than for singles."
Snowboarding-Jibbing,"<font color=""blue"">Question</font>: How many official usages are there for the word ""jib""?<br/><font color=""blue"">Sentence(s)</font>: The word ""jib"" is both a noun and a verb, depending on the usage of the word."
Fencing-Universities_and_schools,"<font color=""blue"">Question</font>: How many national level tournaments does the United States host for the sport of fencing?<br/><font color=""blue"">Sentence(s)</font>: The United States holds two national level university tournaments including the NCAA championship and the USACFC National Championships tournaments in the USA and the BUCS fencing championships in the United Kingdom.Equipment costs and the relatively small scale of the sport limits university fencing to a small number of schools."
Archery-A_modern_sport,"<font color=""blue"">Question</font>: When did the last of the Yahi Indian tribe known as Ishi come out of hiding in California?<br/><font color=""blue"">Sentence(s)</font>: The last of the Yahi Indian tribe, a native known as Ishi, came out of hiding in California in 1911."
Wrestling-History,"<font color=""blue"">Question</font>: How far do the origins of wrestling go back?<br/><font color=""blue"">Sentence(s)</font>: The origins of wrestling go back 15,000 years through cave drawings in France."
Boxing-Swarmer/in-fighter,"<font color=""blue"">Question</font>: How can the essence of a swarmer be described?<br/><font color=""blue"">Sentence(s)</font>: However, several fighters tall for their division have been relatively adept at in-fighting as well as out-fighting.The essence of a swarmer is non-stop aggression."
Marathon-Marathon_races,"<font color=""blue"">Question</font>: Which marathon traces the route of the 1896 Olympic course?<br/><font color=""blue"">Sentence(s)</font>: The Athens Classic Marathon traces the route of the 1896 Olympic course, starting in Marathon on the eastern coast of Attica, site of the Battle of Marathon of 490 B.C.E., and ending at the Panathenaic Stadium in Athens.The Midnight Sun Marathon is held in Tromsø, Norway at 70 degrees north."
Taekwondo-World_Taekwondo_Federation,"<font color=""blue"">Question</font>: How many age categories are there in the World Taekwondo Federation?<br/><font color=""blue"">Sentence(s)</font>: There are two age categories: 14–17 years and 18 years and older."
Judo-Rank_and_grading,"<font color=""blue"">Question</font>: Who decides who can receive ""jūdan"" (tenth degree black belt), the highest grade designation in judo?<br/><font color=""blue"">Sentence(s)</font>: The kyu-dan ranking system has since been widely adopted by modern martial arts.The highest grade ever awarded ""jūdan"" (tenth degree black belt) has no formal requirements and is decided by the president of the Kodokan, currently Kano Jigoro's grandson Yukimitsu Kano."
Table_tennis-Ball,"<font color=""blue"">Question</font>: Does a 40mm table tennis ball spin more or less than the original 38mm one?<br/><font color=""blue"">Sentence(s)</font>: A 40 mm table tennis ball is slower and spins less than the original 38 mm (1.5 inch) one."
United_States-Religion,"<font color=""blue"">Question</font>: Where is the only state that the majority of the population is Catholic?<br/><font color=""blue"">Sentence(s)</font>: Rhode Island is the only state where the majority of the population is Catholic."
China-Cuisine,"<font color=""blue"">Question</font>: Pork is the most popular meat in China but about what percentage of China's total meat consumption comes from pork?<br/><font color=""blue"">Sentence(s)</font>: Pork is the most popular meat in China, accounting for about three-fourths of the country's total meat consumption."
Russia-Demographics,"<font color=""blue"">Question</font>: Near what mountain chain is population density the highest in Russia?<br/><font color=""blue"">Sentence(s)</font>: Population is densest in European Russia, near the Ural Mountains, and in southwest Siberia."
England-Education,"<font color=""blue"">Question</font>: How many public universities in England are public?<br/><font color=""blue"">Sentence(s)</font>: There are over 90 universities in England, all but one of which are public."
France-Music,"<font color=""blue"">Question</font>: Who are the most famous 20th century French composers?<br/><font color=""blue"">Sentence(s)</font>: More recently, at the middle of the 20th century, Maurice Ohana, Pierre Schaeffer and Pierre Boulez contributed to the evolutions of contemporary classical music.French music then followed the rapid emergence of pop and rock music at the middle of the 20th century."
South_Korea-Education,"<font color=""blue"">Question</font>: How much do digital textbooks cost Korean schoolchildren?<br/><font color=""blue"">Sentence(s)</font>: Using this infrastructure, the country has developed the first Digital Textbooks in the world, which will be distributed for free to every primary and secondary school nation-wide by 2013.A centralised administration in South Korea oversees the process for the education of children from kindergarten to the third and final year of high school."
Japan-Environment,"<font color=""blue"">Question</font>: When did Japan begin to introduce environmental protection laws?<br/><font color=""blue"">Sentence(s)</font>: Responding to rising concern about the problem, the government introduced several environmental protection laws in 1970."
India-Performing_arts,"<font color=""blue"">Question</font>: What mythology is Indian theatre often based on?<br/><font color=""blue"">Sentence(s)</font>: Often based on Hindu mythology, but also borrowing from medieval romances or social and political events, Indian theatre includes the ""bhavai"" of Gujarat, the ""jatra"" of West Bengal, the ""nautanki"" and ""ramlila"" of North India, ""tamasha"" of Maharashtra, ""burrakatha"" of Andhra Pradesh, ""terukkuttu"" of Tamil Nadu, and the ""yakshagana"" of Karnataka."
Indonesia-Biota_and_environment,"<font color=""blue"">Question</font>: What is a major emitter of greenhouse gases?<br/><font color=""blue"">Sentence(s)</font>: Deforestation and the destruction of peatlands make Indonesia the world's third largest emitter of greenhouse gases."
Brazil-Military,"<font color=""blue"">Question</font>: How many contested territorial disputes does Brazil have with its bordering countries?<br/><font color=""blue"">Sentence(s)</font>: Additionally, Brazil has no contested territorial disputes with any of its neighbours and neither does it have rivalries, like Chile and Bolivia have with each other."
Pakistan-Administrative_divisions,"<font color=""blue"">Question</font>: How many tribal districts are there?<br/><font color=""blue"">Sentence(s)</font>: There are about 130 districts altogether, of which Azad Kashmir has ten and Gilgit–Baltistan seven."
Nigeria-Crime,"<font color=""blue"">Question</font>: How high does Nigeria rank in Transparency International's 2011 Corruption Perceptions Index?<br/><font color=""blue"">Sentence(s)</font>: It is ranked 143 out of 182 countries in Transparency International's 2011 Corruption Perceptions Index."
Mexico-Tourism,"<font color=""blue"">Question</font>: Where does Mexico rank according to the 2011 Travel and Tourism Competitiveness Index report?<br/><font color=""blue"">Sentence(s)</font>: In the 2011 Travel and Tourism Competitiveness Index report, Mexico was ranked 43rd in the world, which was 4th in the Americas .The coastlines of Mexico harbor many stretches of beaches that are frequented by sun bathers and other visitors."
Vietnam-Etymology,"<font color=""blue"">Question</font>: Who used the name officially between 1804 and 1813?<br/><font color=""blue"">Sentence(s)</font>: The name has also been found on 12 steles carved in the 16th and 17th centuries, including one at Bao Lam Pagoda in Haiphong that dates to 1558.Between 1804 and 1813, the name was used officially by Emperor Gia Long."
Egypt-Museums,"<font color=""blue"">Question</font>: What ages has the egyptian civilization been passed on through?<br/><font color=""blue"">Sentence(s)</font>: Thus, it has been in contact with many other civilizations and nations and also has been through so many eras, starting from pre-historic age to the modern age, passing through so many ages such as; Pharonic, Roman, Greek, Islamic and many other ages."
Turkey-Prehistory_of_Anatolia_and_Eastern_Thrace,"<font color=""blue"">Question</font>: Who and when founded the first major empire in the area?<br/><font color=""blue"">Sentence(s)</font>: The first major empire in the area was founded by the Hittites, from the eighteenth through the 13th century BC."
Germany-Politics,"<font color=""blue"">Question</font>: For how long has the Budersrat been dominated by the Christian Democratic Party?<br/><font color=""blue"">Sentence(s)</font>: The members of the ""Bundesrat"" represent the governments of the sixteen federated states and are members of the state cabinets.Since 1949, the party system has been dominated by the Christian Democratic Union and the Social Democratic Party of Germany."
Thailand-Sports,"<font color=""blue"">Question</font>: When did Thailand host the first international 80 kg welterweight rugby tournament?<br/><font color=""blue"">Sentence(s)</font>: Thailand became the first country in the world to host an international 80 kg welterweight rugby tournament in 2005."
Italy-Infrastructure,"<font color=""blue"">Question</font>: How many primary airports existed in Italy in 2004?<br/><font color=""blue"">Sentence(s)</font>: In 2004 there were approximately 30 main airports (including the two hubs of Malpensa International in Milan and Leonardo da Vinci International in Rome) and 43 major seaports (including the seaport of Genoa, the country's largest and second largest in the Mediterranean Sea)."
Canada-Foreign_relations_and_military,"<font color=""blue"">Question</font>: How many people does Canadian reserve military personnel counts?<br/><font color=""blue"">Sentence(s)</font>: Canada currently employs a professional, volunteer military force of 68,250 active personnel and approximately 47,081 reserve personnel."
Spain-Literature,"<font color=""blue"">Question</font>: Which languages did José Saramago speak?<br/><font color=""blue"">Sentence(s)</font>: The Portuguese writer José Saramago, also awarded with the prize, lived for many years in Spain and was Portuguese and spanish speaker."
