paragraph_id,content
Great_Sphinx_of_Giza-Racial_characteristics,"<font color=""blue"">Question</font>: Have autorized comment on ""negroid"" characteristics?<br/><font color=""blue"">Sentence(s)</font>: Over the years several authors have commented on what they perceive as ""Negroid"" characteristics in the face of the Sphinx."
The_Starry_Night-Recent_commentaries,"<font color=""blue"">Question</font>: Who cites ""Starry Night"" as an exemplar of van Gogh's fascination with the nocturnal?<br/><font color=""blue"">Sentence(s)</font>: Art historian Joachim Pissarro cites ""Starry Night"" as an exemplar of the artist's fascination with the nocturnal."
The_Scream-In_popular_culture,"<font color=""blue"">Question</font>: When did Andy Worol make the scream?<br/><font color=""blue"">Sentence(s)</font>: In 1983–1984, pop artist Andy Warhol made a series of silk prints copying works by Munch, including ""The Scream""."
Last_Supper-Prediction_of_Judas'_betrayal,"<font color=""blue"">Question</font>: During the Last Supper who did Jesus predict would betray him?<br/><font color=""blue"">Sentence(s)</font>: In , , and during the meal, Jesus predicted that one of his Apostles would betray him."
American_Gothic-Creation,"<font color=""blue"">Question</font>: who suggested in 1973 that it was on this drive that Wood first sketched the house on the back of an envelope<br/><font color=""blue"">Sentence(s)</font>: Sharp's brother suggested in 1973 that it was on this drive that Wood first sketched the house on the back of an envelope."
A_Sunday_Afternoon_on_the_Island_of_La_Grande_Jatte-Interpretation,"<font color=""blue"">Question</font>: When was the painting completed?<br/><font color=""blue"">Sentence(s)</font>: Seurat's painting was a mirror of ""Bathers at Asnières"", completed shortly before in 1884."
Pablo_Picasso-Rose_Period,"<font color=""blue"">Question</font>: What type of art historian was Kahnweiler?<br/><font color=""blue"">Sentence(s)</font>: Kahnweiler was a German art historian and art collector who became one of the premier French art dealers of the 20th century."
Michelangelo-Figure_compositions,"<font color=""blue"">Question</font>: What did Florentine art show?<br/><font color=""blue"">Sentence(s)</font>: Such a complex disarray of figures was rare in Florentine art, where it would usually only be found in images showing either the Massacre of the Innocents or the Torments of Hell."
Leonardo_da_Vinci-Anatomy,"<font color=""blue"">Question</font>: How many detailed drawing did he have on anatomy?<br/><font color=""blue"">Sentence(s)</font>: Leonardo made over 240 detailed drawings and wrote about 13,000 words towards a treatise on anatomy."
Donatello-Last_years_in_Florence,"<font color=""blue"">Question</font>: Where was Donatello buried?<br/><font color=""blue"">Sentence(s)</font>: Donatello died in Florence in 1466 and was buried in the Basilica of San Lorenzo, next to Cosimo de' Medici the Elder."
Henry_Moore-Abstract,"<font color=""blue"">Question</font>: Which style of sculpture is Henry Spencer Moore best known for?<br/><font color=""blue"">Sentence(s)</font>: Henry Spencer Moore (30 July 1898 – 31 August 1986) was an English sculptor and artist.</br>He was best known for his semi-abstract monumental bronze sculptures which are located around the world as public works of art.His forms are usually abstractions of the human figure, typically depicting mother-and-child or reclining figures."
Andy_Warhol-Early_life_(1928–1949),"<font color=""blue"">Question</font>: What age was Warhol when his father passed away?<br/><font color=""blue"">Sentence(s)</font>: When Warhol was 13, his father died in an accident.As a teenager, Warhol graduated from Schenley High School in 1945."
Salvador_Dalí-Symbolism,"<font color=""blue"">Question</font>: When was Salvador Dali's work ""Dream Caused by the Flight of a Bee Around a Pomegranate a Second Before Awakening"" produced?<br/><font color=""blue"">Sentence(s)</font>: It first appeared in his 1944 work ""Dream Caused by the Flight of a Bee Around a Pomegranate a Second Before Awakening""."
Jackson_Pollock-Authenticity_issues,"<font color=""blue"">Question</font>: Where were twenty-four paintings in a similar style to Jackson Pollock discovered?<br/><font color=""blue"">Sentence(s)</font>: In 2003, twenty-four Pollock-esque paintings and drawings were found in a locker in Wainscott, New York."
Henri_Matisse-Legacy,"<font color=""blue"">Question</font>: When was the Still Life with GEraniums exhibited?<br/><font color=""blue"">Sentence(s)</font>: The first painting of Matisse acquired by a public collection was ""Still Life with Geraniums"" (1910), exhibited in the Pinakothek der Moderne.His ""The Plum Blossoms"" (1948) was purchased on 8 September 2005, for the Museum of Modern Art by Henry Kravis and the new president of the museum, Marie-Josée Drouin."
Association_football-Abstract,"<font color=""blue"">Question</font>: Where is the game played?<br/><font color=""blue"">Sentence(s)</font>: It is played by 250 million players in over 200 countries, making it the world's most popular sport.</br>The game is played on a rectangular field with a goal at each end."
Football-Based_on_FA_rules,"<font color=""blue"">Question</font>: Do you need a three sided football?<br/><font color=""blue"">Sentence(s)</font>:  Three sided football"
Baseball-No_clock_to_kill,"<font color=""blue"">Question</font>: When did the NPB shorten games?<br/><font color=""blue"">Sentence(s)</font>: In 2008, Nippon Professional Baseball took steps aimed at shortening games by 12 minutes from the preceding decade's average of 3:18."
Basketball-Rules_and_regulations,"<font color=""blue"">Question</font>: When is a successful shot worth three points?<br/><font color=""blue"">Sentence(s)</font>: A successful shot is worth two points, or three points if it is taken from beyond the three-point arc which is from the basket in international games and in NBA games."
Tennis-Grip,"<font color=""blue"">Question</font>: Is the eastern group used for backhands?<br/><font color=""blue"">Sentence(s)</font>: Players use various grips during play, including the Continental (The ""Handshake Grip""), Eastern (Can be either semi-eastern or full eastern.</br>Usually used for backhands."
Human_swimming-Accessories,"<font color=""blue"">Question</font>: How can you improve visibility underwater during swimming?<br/><font color=""blue"">Sentence(s)</font>:  Goggles protect the eyes from chlorinated water, and can improve underwater visibility."
Volleyball-Team_play,"<font color=""blue"">Question</font>: What is the most common type of screening?<br/><font color=""blue"">Sentence(s)</font>: The most common style of screening involves a W formation designed to take up as much horizontal space as possible."
Golf-Stroke_play,"<font color=""blue"">Question</font>: Who commonly plays stroke play?<br/><font color=""blue"">Sentence(s)</font>: Stroke play is the game most commonly played by professional golfers."
Badminton-Mixed_doubles,"<font color=""blue"">Question</font>: Who are capable of playing powerfully from the back-court?<br/><font color=""blue"">Sentence(s)</font>: In order to protect against this danger, mixed players must be careful and systematic in their shot selection.At high levels of play, the formations will generally be more flexible: the top women players are capable of playing powerfully from the back-court, and will happily do so if required."
Snowboarding-Alpine_Snowboarding,"<font color=""blue"">Question</font>: Why is carving a snowboard like riding a roller coaster?<br/><font color=""blue"">Sentence(s)</font>: Carving on a snowboard is like riding a roller coaster, because the board will lock into a turn radius and provide what feels like multiple Gs of acceleration."
Fencing-Other_variants,"<font color=""blue"">Question</font>: Do schools use the FIE format slightly?<br/><font color=""blue"">Sentence(s)</font>: In a number of countries, school and university matches deviate slightly from the FIE format."
Archery-Mounted_archery,"<font color=""blue"">Question</font>: Whose threat was partly responsible for the Chinese expansion into the Ordos region?<br/><font color=""blue"">Sentence(s)</font>: Empires throughout the Eurasian landmass often strongly associated their respective ""barbarian"" counterparts with the usage of the bow and arrow, to the point where powerful states like the Han Dynasty referred to their neighbours, the Xiong-nu, as ""Those Who Draw the Bow"" For example, Xiong-nu mounted bowmen made them more than a match for the Han military, and their threat was at least partially responsible for Chinese expansion into the Ordos region, to create a stronger, more powerful buffer zone against them."
Wrestling-Lucha_libre,"<font color=""blue"">Question</font>: How many rounds are in a traditional match?<br/><font color=""blue"">Sentence(s)</font>: Traditionally the match is for the best of three rounds without a time limit."
Boxing-Counter_puncher,"<font color=""blue"">Question</font>: Are knockouts common from a defensive style?<br/><font color=""blue"">Sentence(s)</font>: As such, knockouts are more common than one would expect from a defensive style."
Marathon-Modern_Olympics_marathon,"<font color=""blue"">Question</font>: Who created the idea of a marathon race for the modern Olympic Games?<br/><font color=""blue"">Sentence(s)</font>: The idea of a marathon race came from Michel Bréal, who wanted the event to feature in the first modern Olympic Games in 1896 in Athens."
Taekwondo-Abstract,"<font color=""blue"">Question</font>: What country is Taekwondo baised out of?<br/><font color=""blue"">Sentence(s)</font>: Taekwondo or (Korean 태권도 (hangul) / 跆拳道 (hanja), ) is a Korean martial art."
Judo-Organizations,"<font color=""blue"">Question</font>: Who is the organization that is responsible for organizing international competition and hosts the World Judo Championships?<br/><font color=""blue"">Sentence(s)</font>: The IJF is responsible for organising international competition and hosts the World Judo Championships and is involved in running the Olympic Judo events."
Table_tennis-Corkspin,"<font color=""blue"">Question</font>: How can a cork spun ball be countered?<br/><font color=""blue"">Sentence(s)</font>: Aside from the initial direction change when bouncing, provided that it does not exceed the reach of the opponent, a cork-spun ball is easily countered with topspin ""or"" backspin."
United_States-Foreign_relations,"<font color=""blue"">Question</font>: Is the united States a member of G8 and G20?<br/><font color=""blue"">Sentence(s)</font>: It is a member of the G8, G20, and Organisation for Economic Co-operation and Development."
China-Internationalization_of_the_renminbi,"<font color=""blue"">Question</font>: By what year had the Chinese renminbi become the eight-most-traded currency in the world?<br/><font color=""blue"">Sentence(s)</font>: As a result of the rapid internationalization of the renminbi, it became the eighth-most-traded currency in the world in 2013."
Russia-Energy,"<font color=""blue"">Question</font>: How many rubles are to be allocated from the federal budget?<br/><font color=""blue"">Sentence(s)</font>: About 1 trillion rubles ($42.7 billion) is to be allocated from the federal budget to nuclear power and industry development before 2015."
England-Law,"<font color=""blue"">Question</font>: Who manages most prisons?<br/><font color=""blue"">Sentence(s)</font>: Her Majesty's Prison Service, reporting to the Ministry of Justice, manages most prisons, housing over 85,000 convicts."
France-Administrative_divisions,"<font color=""blue"">Question</font>: When were the arrondissements abolished?<br/><font color=""blue"">Sentence(s)</font>: Until 1940, the arrondissements were territorial collectivities with an elected assembly, but these were suspended by the Vichy regime and definitely abolished by the Fourth Republic in 1946."
South_Korea-Religion,"<font color=""blue"">Question</font>: Who was the earliest religion practiced<br/><font color=""blue"">Sentence(s)</font>: The earliest religion practiced was Korean shamanism."
Japan-Culture,"<font color=""blue"">Question</font>: Who has evolved greatly around its origins?<br/><font color=""blue"">Sentence(s)</font>: Japanese culture has evolved greatly from its origins."
India-Culture,"<font color=""blue"">Question</font>: What is India most notable for?<br/><font color=""blue"">Sentence(s)</font>: India is notable for its religious diversity, with Hinduism, Sikhism, Islam, Christianity, and Jainism among the nation's major religions."
Indonesia-Geography,"<font color=""blue"">Question</font>: How many islands make up the country of Indonesia?<br/><font color=""blue"">Sentence(s)</font>: Indonesia lies between latitudes 11°S and 6°N, and longitudes 95°E and 141°E.</br>It consists of 17,508 islands, about 6,000 of which are inhabited."
Brazil-Abstract,"<font color=""blue"">Question</font>: Who has been the world's largest producer of coffee for the last 150 years?<br/><font color=""blue"">Sentence(s)</font>: Brazil has been the world's largest producer of coffee for the last 150 years."
Pakistan-Kashmir_conflict,"<font color=""blue"">Question</font>: is the Kashmir conflict a territorial dispute?<br/><font color=""blue"">Sentence(s)</font>: The Kashmir conflict is a territorial dispute between India and Pakistan over the Kashmir region, the most northwesterly region of South Asia."
Nigeria-Ethno-linguistic_groups,"<font color=""blue"">Question</font>: How many ethnic groups do they have?<br/><font color=""blue"">Sentence(s)</font>: Nigeria has more than 250 ethnic groups, with varying languages and customs, creating a country of rich ethnic diversity."
Mexico-Science_and_technology,"<font color=""blue"">Question</font>: who provides world class education in science, medicine, and engineering<br/><font color=""blue"">Sentence(s)</font>: UNAM provides world class education in science, medicine, and engineering."
Vietnam-1976–present:_reunification_and_reforms,"<font color=""blue"">Question</font>: Who was the leader of Vietnam who, in the aftermath of the war, ordered the government to embark on a mass campaign of collectivization of farms and factories?<br/><font color=""blue"">Sentence(s)</font>: In the aftermath of the war, under Lê Duẩn's administration, the government embarked on a mass campaign of collectivization of farms and factories."
Egypt-Abstract,"<font color=""blue"">Question</font>: What kind of power is Egypt considered as?<br/><font color=""blue"">Sentence(s)</font>: Egypt is considered to be a regional and middle power, with significant cultural, political, and military influence in North Africa, the Middle East and the Muslim world."
Turkey-Geography,"<font color=""blue"">Question</font>: who is a transcontinental Eurasian country.<br/><font color=""blue"">Sentence(s)</font>: Turkey is a transcontinental Eurasian country."
Germany-Health,"<font color=""blue"">Question</font>: Who has the world oldest universal health care system?<br/><font color=""blue"">Sentence(s)</font>: Germany has the world's oldest universal health care system, dating back to Bismarck's social legislation in 1883."
Thailand-28_June_1932,"<font color=""blue"">Question</font>: What year did the assembly meet?<br/><font color=""blue"">Sentence(s)</font>: The assembly met for the first time on 28 June 1932, in the Ananda Samakhom Throne Hall."
Italy-Architecture,"<font color=""blue"">Question</font>: Is Inigo Jones British?<br/><font color=""blue"">Sentence(s)</font>: British architect Inigo Jones, inspired by the designs of Italian buildings and cities, brought back the ideas of Italian Renaissance architecture to 17th-century England, being inspired by Andrea Palladio."
Canada-Abstract,"<font color=""blue"">Question</font>: which country is consisting of 10 provinces and 3 territories.<br/><font color=""blue"">Sentence(s)</font>: Canada is a country in North America consisting of 10 provinces and 3 territories."
Spain-Music_and_dance,"<font color=""blue"">Question</font>: Is pop,rock, hiphop and heavy metal popular?<br/><font color=""blue"">Sentence(s)</font>: Pop, rock, hip hop and heavy metal are also popular.In the field of classical music, Spain has produced a number of noted composers such as Isaac Albéniz, Manuel de Falla and Enrique Granados and singers and performers such as Plácido Domingo, José Carreras, Montserrat Caballé, Alicia de Larrocha, Alfredo Kraus, Pablo Casals, Ricardo Viñes, José Iturbi, Pablo de Sarasate, Jordi Savall and Teresa Berganza."
The_Lord_of_the_Rings-Publication_history,"<font color=""blue"">Question</font>: When did Tolien demad the book was published (LotR)<br/><font color=""blue"">Sentence(s)</font>: After Milton Waldman, his contact at Collins, expressed the belief that ""The Lord of the Rings"" itself ""urgently wanted cutting"", Tolkien eventually demanded that they publish the book in 1952."
The_Terminator-Release,"<font color=""blue"">Question</font>: When did the movie ""The Terminator"" debut?<br/><font color=""blue"">Sentence(s)</font>: The film was premiered on October 26, 1984."
Terminator_Salvation-Release,"<font color=""blue"">Question</font>: What did Sony push back the release date?<br/><font color=""blue"">Sentence(s)</font>: One exception was Mexico, however, because of the swine flu outbreak in the country, which forced Sony to push the release date to July 31, 2009.It is rated PG-13 by the Motion Picture Association of America for ""intense sequences of sci-fi violence, action, and language,"" unlike the previous R-rated films."
Shrek-Influence,"<font color=""blue"">Question</font>: Did Shrek 2 infuence other animated films?<br/><font color=""blue"">Sentence(s)</font>: Particularly after ""Shrek 2"", animated films began to incorporate more pop culture references and end-film musical numbers."
Toy_Story-Soundtrack,"<font color=""blue"">Question</font>: Who produced the Toy Story soundtrack?<br/><font color=""blue"">Sentence(s)</font>: The soundtrack for ""Toy Story"" was produced by Walt Disney Records and was released on November 22, 1995, the week of the film's release."
Kung_Fu_Panda-Television_series,"<font color=""blue"">Question</font>: Does Kung Fu Panda also have a TV show based off of it?<br/><font color=""blue"">Sentence(s)</font>: A television series titled ""Kung Fu Panda: Legends of Awesomeness"" is airing on Nickelodeon since its premiere on November 7, 2011."
The_Shawshank_Redemption-Music,"<font color=""blue"">Question</font>: Who composed the music for the ""Letter Duet"" which features in a prominent scene in the film?<br/><font color=""blue"">Sentence(s)</font>: A central scene in the film features the ""Letter Duet"" (""Canzonetta sull'aria"") from Mozart's ""The Marriage of Figaro."""
