paragraph_id,content
Starships_(song)-Reception_and_contest,"<font color=""blue"">Question</font>: A video campaign for ""Starships"" was announced on what date?<br/><font color=""blue"">Sentence(s)</font>: On May 28, 2012, a ""Starships"" video campaign was announced on Minaj's official website."
What_Makes_You_Beautiful-Background_and_release,"<font color=""blue"">Question</font>: Who handled the audio mixing?<br/><font color=""blue"">Sentence(s)</font>: Serban Ghenea handled the audio mixing, Tom Coyne the audio mastering, and John Hanes the mix engineering, for which Phil Seaford served as the assistant."
What_Makes_You_Beautiful-Live_performances,"<font color=""blue"">Question</font>: When did One Direction perform ""What makes you beautiful"" for the first time?<br/><font color=""blue"">Sentence(s)</font>: on 10 September 2011."
Set_Fire_to_the_Rain-Background_and_release,"<font color=""blue"">Question</font>: What magazine revealed that ""Rumor Has It"" would be released as the third single?<br/><font color=""blue"">Sentence(s)</font>: On 28 October, during an interview with ""Billboard"", Columbia Records revealed that ""Rumour Has It"" would be released as the third single from the album and serviced to pop and adult contemporary radio."
Set_Fire_to_the_Rain-Live_performances_and_usage_in_media,"<font color=""blue"">Question</font>: What song did FX use to promote Rescue Me's final season?<br/><font color=""blue"">Sentence(s)</font>: FX used ""Set Fire to the Rain"" to promote the final season of ""Rescue Me"" and the show's series finale."
Sexy_and_I_Know_It-Track_listing,"<font color=""blue"">Question</font>: How long is the MADEin82 remix of ""Sexy and I Know It""?<br/><font color=""blue"">Sentence(s)</font>: ""Sexy and I Know It"" (MADEin82 Remix) – 6:01"
Some_Nights-Recording_and_production,"<font color=""blue"">Question</font>: Who came up with the album title ""Some Nights""?<br/><font color=""blue"">Sentence(s)</font>: ""Some Nights"" as a title floated around before any songs for the album were even created and was envisioned by Ruess."
Some_Nights-Track_listing,"<font color=""blue"">Question</font>: What is the 5th track?<br/><font color=""blue"">Sentence(s)</font>: ""Why Am I the One"" (acoustic) (4:22)"
Wide_Awake_(Katy_Perry_song)-Release_and_reception,"<font color=""blue"">Question</font>: Why was the video released a day earlier than it was supposed to be?<br/><font color=""blue"">Sentence(s)</font>: However, the video was unexpectedly uploaded by EMI to the Czech website mixer.cz."
Wide_Awake_(Katy_Perry_song)-Commercial_performance,"<font color=""blue"">Question</font>: When did the song top the Hot Dance Club Songs chart?<br/><font color=""blue"">Sentence(s)</font>: On the week August 4, 2012, the song topped the Hot Dance Club Songs chart, making her tenth consecutive number-one on the chart since 2009's ""Waking Up in Vegas"", extending her own record."
One_More_Night_(Maroon_5_song)-Composition_and_lyrics,"<font color=""blue"">Question</font>: Who produced the song?<br/><font color=""blue"">Sentence(s)</font>: ""One More Night"" was written by Adam Levine, Shellback, Max Martin, and Savan Kotecha, while production was handled by Martin and Shellback."
Drive_By_(song)-Abstract,"<font color=""blue"">Question</font>: What was the name of the sixth studio album of the band American roots rock band?<br/><font color=""blue"">Sentence(s)</font>: Drive By (song)""Drive By"" is a song by American roots rock band, Train, from their sixth studio album, ""California 37""."
The_Motto-Abstract,"<font color=""blue"">Question</font>: Who features in the song ""Take Care"" by Drake?<br/><font color=""blue"">Sentence(s)</font>: The song features Lil Wayne and is a digital iTunes Store bonus track from Drake's second studio album, ""Take Care""."
The_Motto-Cultural_impact,"<font color=""blue"">Question</font>: What did Zac Efron get a tattoo of?<br/><font color=""blue"">Sentence(s)</font>: Some youth have said that it is their motto, and actor Zac Efron got a tattoo with the acronym."
Where_Have_You_Been-Track_listing,"<font color=""blue"">Question</font>: How many instrumental versions are there?<br/><font color=""blue"">Sentence(s)</font>: ""Where Have You Been"" (Hardwell Instrumental) — 6:34</br>""Where Have You Been"" (Papercha$er Instrumental) — 6:34</br>""Where Have You Been"" (Vice Instrumental) — 5:36"
Where_Have_You_Been-Credits_and_personnel,"<font color=""blue"">Question</font>: The individual nicknamed ""Big Juice"" was in charge of what aspect of the production?<br/><font color=""blue"">Sentence(s)</font>: Engineering – Aubry ""Big Juice"" Delaine, Clint Gibbs"
Everybody_Talks-Abstract,"<font color=""blue"">Question</font>: How many digital downloads have been sold?<br/><font color=""blue"">Sentence(s)</font>: As of October 2012, the song has sold over 2 million digital downloads."
Everybody_Talks-Music_video,"<font color=""blue"">Question</font>: Who does Tyler hitch a ride from in the film?<br/><font color=""blue"">Sentence(s)</font>: In the film, Tyler hitches a ride from a girl in red-sunglasses."
Take_Care_(album)-Critical_reception,"<font color=""blue"">Question</font>: Who does the album ""Take Care"" belong to?<br/><font color=""blue"">Sentence(s)</font>: With ""Take Care"", he named Drake ""hip-hop's current center of gravity"".In a mixed review, Kyle Anderson of ""Entertainment Weekly"" panned its content as ""one overlong woozy monologue"" and called the album a ""total downer"", adding that ""Drake half-bakes his woozy rap-croon and glazes it with sluggish keyboard hums, ­stalling the album’s momentum""."
Take_Care_(album)-Accolades,"<font color=""blue"">Question</font>: Give the date that Complex named ""Take Care"" the fourth best hip hop album of the last five years.<br/><font color=""blue"">Sentence(s)</font>: ""Take Care"" won a Grammy Award for Best Rap Album at the 55th Grammy Awards.</br>In October 2013, Complex named it the fourth best hip hop album of the last five years."
I_Won't_Give_Up-Critical_reception,"<font color=""blue"">Question</font>: What kind of reviews did the song mostly receive?<br/><font color=""blue"">Sentence(s)</font>: The song received generally favorable reviews."
I_Won't_Give_Up-Chart_performance,"<font color=""blue"">Question</font>: Who expressed surprise at the fans' reaction to the song I Won't Give Up?<br/><font color=""blue"">Sentence(s)</font>: After the success, his manager Bill Silva commented: ""What surprised us is how the fans reacted."
It_Will_Rain-Abstract,"<font color=""blue"">Question</font>: Who wrote the song ""It Will Rain""?<br/><font color=""blue"">Sentence(s)</font>: ""It Will Rain"" is a song by American artist Bruno Mars."
It_Will_Rain-Credits_and_personnel,"<font color=""blue"">Question</font>: Who mastered the song ""It Will Rain""?<br/><font color=""blue"">Sentence(s)</font>: Mastering – David Kutch "
Party_Rock_Anthem-Background,"<font color=""blue"">Question</font>: Choreography was handled by members of which group?<br/><font color=""blue"">Sentence(s)</font>: It was choreographed by, and featured, Quest Crew members Hokuto Konishi, Victor Kim, Ryan Conferido, Steve Terada, Aris Paracuelles, Brian Hirano and Ryan Feng."
"Party_Rock_Anthem-Television,_films_and_video_games","<font color=""blue"">Question</font>: When was Dance Central 2 released?<br/><font color=""blue"">Sentence(s)</font>: The videogame ""Dance Central 2"" uses it on the DLC, which was released on February 28, 2012."
Part_of_Me_(Katy_Perry_song)-Abstract,"<font color=""blue"">Question</font>: In which countries did the single debut at number one on the ""Billboard"" hot 100?<br/><font color=""blue"">Sentence(s)</font>: The single debuted at number one in the United Kingdom and Canada, and has been certified Platinum in the United States, Australia and New Zealand."
Part_of_Me_(Katy_Perry_song)-Reception,"<font color=""blue"">Question</font>: Katy Perry's video has been compared to what movie?<br/><font color=""blue"">Sentence(s)</font>: Online compared the video to Demi Moore's role in G.I."
We_Are_Never_Ever_Getting_Back_Together-Europe_and_Oceania,"<font color=""blue"">Question</font>: How many copies did the single sell as of January 2013?<br/><font color=""blue"">Sentence(s)</font>: As of January 2013, the single has sold 465,000 copies in the UK."
We_Are_Never_Ever_Getting_Back_Together-Synopsis,"<font color=""blue"">Question</font>: Who is the lead in the ""We Are Never Ever Getting Back Together"" video?<br/><font color=""blue"">Sentence(s)</font>: The video begins with Swift in colorful pajamas recounting the events of her off and on again relationship with her ex-boyfriend (played by Noah Mills)."
As_Long_as_You_Love_Me_(Justin_Bieber_song)-Synopsis,"<font color=""blue"">Question</font>: Who performed ""Bad""?<br/><font color=""blue"">Sentence(s)</font>: The video also features a complicated dance routine performed in a parking garage, which is rumored by multiple critics to be a nod to the video for Michael Jackson's ""Bad"" (coincidentally, Madsen also appeared in the video for Jackson's ""You Rock My World"")."
As_Long_as_You_Love_Me_(Justin_Bieber_song)-Track_listings,"<font color=""blue"">Question</font>: How long is the Ferry Corsten Remix?<br/><font color=""blue"">Sentence(s)</font>:  ""As Long As You Love Me"" (Ferry Corsten Remix) - 5:42"
Turn_Me_On_(David_Guetta_song)-Critical_reception,"<font color=""blue"">Question</font>: Who from PopMatters reviewed it?<br/><font color=""blue"">Sentence(s)</font>: ""Joe Copplestone of PopMatters wrote a mixed review, saying that ""the song showcases a suspiciously melodic performance by Minaj, with massive hooks that somehow let her make the transition from freak to diva."""
Turn_Me_On_(David_Guetta_song)-Synopsis,"<font color=""blue"">Question</font>: David Guetta creates who out of mechanical parts?<br/><font color=""blue"">Sentence(s)</font>: Set in a steampunk world, Guetta plays a mad scientist creating his very own Nicki Minaj from mechanical parts."
Moves_like_Jagger-Abstract,"<font color=""blue"">Question</font>: How many digital copies of ""Moves Like Jagger"" sold in 2011?<br/><font color=""blue"">Sentence(s)</font>: Worldwide, it was the ninth-best-selling digital single of 2011 with sales of 7 million copies."
Moves_like_Jagger-Background_and_composition,"<font color=""blue"">Question</font>: How does he feel about people liking it?<br/><font color=""blue"">Sentence(s)</font>: I'm just happy everyone likes it."""
Blow_Me_(One_Last_Kiss)-Background,"<font color=""blue"">Question</font>: What was the date that the RCA Music Group announced that it would be disbanding?<br/><font color=""blue"">Sentence(s)</font>: On October 7, 2011, RCA Music Group announced that it would be disbanding Jive Records, along with Arista and J Records."
Blow_Me_(One_Last_Kiss)-Chart_performance,"<font color=""blue"">Question</font>: How many copies did ""Blow Me (One Last Kiss) sell?<br/><font color=""blue"">Sentence(s)</font>: It has sold 2,164,000 copies in the US as of July 2013."
Falling_Skies-Ratings,"<font color=""blue"">Question</font>: How many people watched the finale of Falling skies for the first season?<br/><font color=""blue"">Sentence(s)</font>: The first season finale received 5.6 million viewers, the highest rated episode since the series premiere; with 2.5 million viewers in the 18–49 demographic."
Falling_Skies-Online_promotion,"<font color=""blue"">Question</font>: When did the second season of ""Falling Skies"" premiere?<br/><font color=""blue"">Sentence(s)</font>: Following the second season premiere on June 17, 2012, a live after-show titled ""2nd Watch"" hosted by Wil Wheaton premiered."
Dexter_(TV_series)-U.S._broadcast,"<font color=""blue"">Question</font>: On what date did Dexter premiere?<br/><font color=""blue"">Sentence(s)</font>: The show premiered on February 17, 2008, edited primarily for language and scenes containing sex or the dismemberment of live victims."
Dexter_(TV_series)-Video_game,"<font color=""blue"">Question</font>: Why is it speculated that there won't be an Xbox 360 & PlayStation 3 release of the Dexter game?<br/><font color=""blue"">Sentence(s)</font>: Plans to release the game on the Xbox 360 and PlayStation 3 seem to have been cancelled, as there has been no recent information regarding expansion of the game onto these platforms."
Modern_Family-Conception,"<font color=""blue"">Question</font>: Why did the creators of Modern Family not pitch the show to Fox?<br/><font color=""blue"">Sentence(s)</font>: The creators pitched it to the Big Three television networks (they did not pitch it to Fox because of issues Lloyd had with the network over ""Back to You"")."
Modern_Family-Analysis_and_commentary,"<font color=""blue"">Question</font>: Who said that Zuckenberg is a bigger influence on Modern Family than Norman Lear?<br/><font color=""blue"">Sentence(s)</font>: In ""The New York Times"", Bruce Feiler called attention to how the show depicts the increasing way communications technology shapes the way people perceive others, even family members. """
NCIS_(TV_series)-Name,"<font color=""blue"">Question</font>: What was NCIS named prior to being named NCIS?<br/><font color=""blue"">Sentence(s)</font>: By the time of the launch of the first episode, ""NCIS"" was airing under the name ""Navy NCIS"", the name it held for the entire first season."
NCIS_(TV_series)-Soundtrack,"<font color=""blue"">Question</font>: What company released the first NCIS soundtrack?<br/><font color=""blue"">Sentence(s)</font>: CBS Records released the show's first soundtrack on February 10, 2009."
Grey's_Anatomy-Overview,"<font color=""blue"">Question</font>: What does the series focus on?<br/><font color=""blue"">Sentence(s)</font>: The series sets aside medical ethics concerns to focus on character development and relationships."
Grey's_Anatomy-Merchandise,"<font color=""blue"">Question</font>: Who partnered with CafePress to provide online merchandise?<br/><font color=""blue"">Sentence(s)</font>: ABC has partnered with CafePress and Barco Uniforms to provide branded merchandise through an online store."
2_Broke_Girls-Recurring_cast,"<font color=""blue"">Question</font>: Who is Max's love interest in season 1 and 2?<br/><font color=""blue"">Sentence(s)</font>:  Nick Zano as Johnny (seasons 1–2), Max's on-again-off-again love interest."
How_I_Met_Your_Mother-Season_4,"<font color=""blue"">Question</font>: Who does Stella get back together with?<br/><font color=""blue"">Sentence(s)</font>: Stella leaves Ted at the altar to get back together with Tony (Jason Jones), the father of her daughter."
How_I_Met_Your_Mother-Books,"<font color=""blue"">Question</font>: When was ""How I Met Your Mother and Philosophy"" released?<br/><font color=""blue"">Sentence(s)</font>:  ""How I Met Your Mother and Philosophy"", released in 2013."
Once_Upon_a_Time_(TV_series)-Abstract,"<font color=""blue"">Question</font>: What day was the spinoff airing in the 2013-2014 season?<br/><font color=""blue"">Sentence(s)</font>: The spin-off, that includes crossovers with its parent show, airs at 8:00pm (ET) on Thursday nights in the 2013–14 TV schedule."
Once_Upon_a_Time_(TV_series)-Ratings,"<font color=""blue"">Question</font>: How many viewers watched the 2-5th episodes?<br/><font color=""blue"">Sentence(s)</font>: The show's next three episodes had consistent ratings every week with over 11 million viewers."
Person_of_interest-Abstract,"<font color=""blue"">Question</font>: What do legal scholars say the term reflects?<br/><font color=""blue"">Sentence(s)</font>: But some legal scholars say officials are trying to create a more benign public image, even as their power expands."""
"Person_of_interest-""Hatfill_v._Ashcroft""","<font color=""blue"">Question</font>: Who was claimed to be a suspect in the 2001 anthrax attacks?<br/><font color=""blue"">Sentence(s)</font>: The use of the term became widely critiqued when United States Attorney General John Ashcroft used it in a press conference when asked if Dr. Steven J. Hatfill was a suspect in the 2001 anthrax attacks case."
Criminal_Minds-Abstract,"<font color=""blue"">Question</font>: Where does the show criminal minds take place?<br/><font color=""blue"">Sentence(s)</font>: The series follows a team of profilers from the FBI's Behavioral Analysis Unit (BAU) based in Quantico, Virginia."
The_Bachelor_(U.S._TV_series)-Plot,"<font color=""blue"">Question</font>: What are some of the causes of conflict and drama on ""The Bachelor""?<br/><font color=""blue"">Sentence(s)</font>:  A candidate who was eliminated returns to the show to plead her case to the bachelor.</br> A bachelor distributes more roses or fewer roses than planned.</br> A bachelor eliminates both women in a two-on-one date.</br> A bachelor eliminates a woman outside of a rose ceremony.</br> The bachelor chooses to pursue a relationship with his final selection rather than propose marriage."
The_Bachelor_(U.S._TV_series)-Setting,"<font color=""blue"">Question</font>: Where do contestants stay for the first two weeks of filming?<br/><font color=""blue"">Sentence(s)</font>: For the first two weeks of filming the contestants stay in ""Villa De La Vina,"" a , six-bedroom, nine-bath home in Agoura Hills, California."
Glee_(TV_series)-Promotion,"<font color=""blue"">Question</font>: Which season's promotional posters have the stars throwing slushies at the camera in pairs?<br/><font color=""blue"">Sentence(s)</font>: The second season's promotional posters have the stars throwing slushies at the camera in pairs."
Glee_(TV_series)-Merchandise,"<font color=""blue"">Question</font>: When was ""Glee-The complete First Season"" released?<br/><font color=""blue"">Sentence(s)</font>: ""Glee – The Complete First Season"" was released on September 13, 2010."
The_Amazing_Race_21-Episode_title_quotes,"<font color=""blue"">Question</font>: Give the title of the episode of The Amazing Race 21 created by Natalie.<br/><font color=""blue"">Sentence(s)</font>:  ""Chill Out, Freak (Dhaka, Bangladesh)"" – ""Natalie"""
The_Amazing_Race_21-Leg_7_(Turkey_→_Russia),"<font color=""blue"">Question</font>: Is Leg 7 synchronized?<br/><font color=""blue"">Sentence(s)</font>: The Leg's Detour options were Alphabetized and Synchronized."
Hell's_Kitchen_(U.S._TV_series)-Cast,"<font color=""blue"">Question</font>: Please list the sous chef of the first 5 seasons<br/><font color=""blue"">Sentence(s)</font>:  Scott Leibfried (Seasons 1 – 10)</br> Mary-Ann Salcedo (Seasons 1 – 3)</br> Gloria Felix (Seasons 4 – 5)"
Hell's_Kitchen_(U.S._TV_series)-Setting,"<font color=""blue"">Question</font>: What studio was once located where Hell's Kitchen is now filmed?<br/><font color=""blue"">Sentence(s)</font>: The studio sits on the former location of the famous RKO Forty Acres backlot, which was used in movies such as Gone With The Wind and television series such as ""The Andy Griffith Show"" and ""The Adventures of Superman""."
Rules_of_Engagement_(TV_series)-History,"<font color=""blue"">Question</font>: When did the final episode air?<br/><font color=""blue"">Sentence(s)</font>: The series finale episode aired on May 20, 2013."
Rules_of_Engagement_(TV_series)-DVD_releases,"<font color=""blue"">Question</font>: Who owns the rights to release DVDs of the TV show Rules of Engagement in Region 1?<br/><font color=""blue"">Sentence(s)</font>: Sony Pictures Home Entertainment owns the rights to release DVDs in Region 1."
American_Dad!-Closing_theme,"<font color=""blue"">Question</font>: What could be seen at the end of the credits of the first season of ""American Dad""?<br/><font color=""blue"">Sentence(s)</font>: At the end of the credits in the first season, all that could be seen was a big ""American Dad!"""
American_Dad!-DVD_releases,"<font color=""blue"">Question</font>: Which 3 episodes have uncensored material?<br/><font color=""blue"">Sentence(s)</font>:  On Volume 6, despite claims of being uncensored, the bleeps from ""Home Adrone"", ""My Morning Straitjacket"", and ""G-String Circus"" are not removed."
Dancing_with_the_Stars_(U.S._TV_series)-Tributes,"<font color=""blue"">Question</font>: Who was the first star to be remembered in a tribute song in Dancing with the Stars' season 9?<br/><font color=""blue"">Sentence(s)</font>: The first was a tribute to recently deceased actor Patrick Swayze, on Sep 23, 2009."
Dancing_with_the_Stars_(U.S._TV_series)-Success_of_athletes,"<font color=""blue"">Question</font>: How many of the Dancing With The Stars competitions have been won by athletes?<br/><font color=""blue"">Sentence(s)</font>: They've won six competitions and placed second four times; a collective success (win or runner-up) rate of 36%."
How_to_Live_with_Your_Parents_(For_the_Rest_of_Your_Life)-Cast_and_characters,"<font color=""blue"">Question</font>: How did Polly get her divorce?<br/><font color=""blue"">Sentence(s)</font>:  Sarah Chalke as Polly, the single and divorced mother."
How_to_Live_with_Your_Parents_(For_the_Rest_of_Your_Life)-Development_and_production,"<font color=""blue"">Question</font>: Who played Max and Polly's stepfather?<br/><font color=""blue"">Sentence(s)</font>: Brad Garrett then joined the series as Max, Polly's stepfather, who owns a successful chain of nightclubs."
Suburgatory-Main_cast,"<font color=""blue"">Question</font>: Why does the character George Altman in Suburgatory choose to move from New York City to upstate New York?<br/><font color=""blue"">Sentence(s)</font>:  Jeremy Sisto as George Altman, a single father and architect from New York City, who decides to move upstate to the suburbs wanting a better life for his daughter, Tessa."
Suburgatory-International_broadcasts,"<font color=""blue"">Question</font>: When did Suburgatory premiere in Sweden?<br/><font color=""blue"">Sentence(s)</font>: The show premiered on January 3 in Sweden on Chanel 5."
The_Mentalist-Synopsis,"<font color=""blue"">Question</font>: Who is the central character in the TV show ""The Mentalist?""<br/><font color=""blue"">Sentence(s)</font>: The series follows Patrick Jane, an independent consultant for the California Bureau of Investigation (CBI) based in Sacramento, California."
The_Mentalist-Awards_and_nominations,"<font color=""blue"">Question</font>: Give the nomination that Simon Baker received in 2009.<br/><font color=""blue"">Sentence(s)</font>:  2009: Simon Baker received a nomination for Primetime Emmy Award for Outstanding Lead Actor – Drama Series"
Private_Practice_(TV_series)-Broadcast_history,"<font color=""blue"">Question</font>: When did Private Practice end up airing?<br/><font color=""blue"">Sentence(s)</font>: It was later moved to Thursday at 10:00 pm after ""Grey's Anatomy"" during mid-season 2009, to make room for the return of ""Lost""."
Private_Practice_(TV_series)-Season_3_(2009–10),"<font color=""blue"">Question</font>: Addison and Sam decide not to become a couple for what reason?<br/><font color=""blue"">Sentence(s)</font>: Addison and Sam get even closer but decide not to become a couple because they don't want to hurt Naomi, Charlotte and Cooper break up, and Dell loses Heather in an explosion which nearly kills Betsey also.Addison and Pete become a couple, which causes Addison to get close to Lucas until Violet wants him back even going as far as taking Pete to court to get joint custody."
The_New_Normal_(TV_series)-Abstract,"<font color=""blue"">Question</font>: When was a full season of the New Normal commissioned?<br/><font color=""blue"">Sentence(s)</font>: On October 2, 2012, NBC commissioned a full season of ""The New Normal""."
The_New_Normal_(TV_series)-Critical_reception,"<font color=""blue"">Question</font>: Was Ken Tucker's impression of the series positive?<br/><font color=""blue"">Sentence(s)</font>: Ken Tucker of ""Entertainment Weekly"" gave the series a B grade, saying it contains ""a mixture of sarcasm and sentimentality that isn't remotely realistic, but can be funny."""
The_Mindy_Project-Recurring,"<font color=""blue"">Question</font>: Who is Mindy's former boyfriend?<br/><font color=""blue"">Sentence(s)</font>:  Tommy Dewey as Josh Daniels, a lawyer; Mindy's former boyfriend."
The_Mindy_Project-Production_and_development,"<font color=""blue"">Question</font>: How long did it take for The Mindy Project to go from initial commision by NBC to the pilot being made available to view online?<br/><font color=""blue"">Sentence(s)</font>: The series was initially commissioned by NBC, but the pilot with the working title ""It's Messy"" was released from NBC's projects on January 27, 2012.</br>On August 27, 2012, the pilot episode was made available to view online on various sites including Fox, in an attempt to garner interest in the series."
Body_of_Proof-Overview_and_production,"<font color=""blue"">Question</font>: Who plays Dr. Megan Hunt?<br/><font color=""blue"">Sentence(s)</font>: The series stars Dana Delany as Dr. Megan Hunt, a medical examiner."
Body_of_Proof-Recurring_cast,"<font color=""blue"">Question</font>: Who plays Aiden Wells in the TV show ""Body of Proof""?<br/><font color=""blue"">Sentence(s)</font>:  Jamie Bamber as Aiden Wells"
Last_Man_Standing_(U.S._TV_series)-Abstract,"<font color=""blue"">Question</font>: WHen did ""Last Man Standing"" premiere?<br/><font color=""blue"">Sentence(s)</font>: The series premiered on October 11, 2011."
30_Rock-Season_4,"<font color=""blue"">Question</font>: In 30 Rock, why are Jenna and Tracy consistently in fear of losing their spotlight?<br/><font color=""blue"">Sentence(s)</font>: A recurring story arc early in the season revolved around Jack's request that Liz cast a new actor for ""TGS"", and Liz's subsequent search for the perfect comedian, much to the dismay of Jenna and Tracy, who fear losing their spotlight."
30_Rock-Season_5,"<font color=""blue"">Question</font>: When did 30 Rock premiere its fifth season?<br/><font color=""blue"">Sentence(s)</font>: ""30 Rock"" premiered its fifth season on September 23, 2010 in the Thursday 8:30 p.m. time slot.An episode of 30 Rock's fifth season was filmed and broadcast live, twice, on the evening of October 14, 2010."
Times_Square-1900s–1970s,"<font color=""blue"">Question</font>: When was ""Time Square"" named?<br/><font color=""blue"">Sentence(s)</font>: Ochs persuaded Mayor George B. McClellan, Jr. to construct a subway station there, and the area was renamed ""Times Square"" on April 8, 1904."
Las_Vegas_Strip-Boundaries,"<font color=""blue"">Question</font>: Interstate 15 runs parallel to which direction of Las Vegas Boulevard?<br/><font color=""blue"">Sentence(s)</font>: Interstate 15 runs roughly parallel and to the west of Las Vegas Boulevard for the entire length of the Strip."
Las_Vegas_Strip-Free_shuttles,"<font color=""blue"">Question</font>: Is there restricitons to traveling of the Free shuttles?<br/><font color=""blue"">Sentence(s)</font>: Some of the shuttles have a policy requiring a room key from an affiliated casino."
