paragraph_id,content
Chasing_Cars-Abstract,"<font color=""blue"">Question</font>: By November 2011, how many copies of ""Chasing Cars"" had been sold in the US?<br/><font color=""blue"">Sentence(s)</font>: It also sold 3,131,000 copies in the US by November 2011, making it one of the top 10 best-selling songs by a British artist in the digital era."
I_Believe_I_Can_Fly-In_film_and_television,"<font color=""blue"">Question</font>: What does Leslie Chow do while singing a portion of the song?<br/><font color=""blue"">Sentence(s)</font>: In ""The Hangover Part III"", Leslie Chow sings a 12-second portion of the song, while parachuting through Las Vegas."
Viva_la_Vida-Sporting_usage,"<font color=""blue"">Question</font>: What year did the Boston Bruins win the Stanley Cup?<br/><font color=""blue"">Sentence(s)</font>: It was also used in Game 7 of the 2011 Stanley Cup Finals when the Boston Bruins won the Stanley Cup on Vancouver Ice.The Kansas City Chiefs play the song at the end of home games in Arrowhead Stadium."
Love_the_Way_You_Lie-Personnel,"<font color=""blue"">Question</font>: Which two people wrote the song ""Love the Way You Lie""?<br/><font color=""blue"">Sentence(s)</font>:  Skylar Grey – writer</br> Alex da Kid – mastering engineer, mixing engineer, producer, writer"
All_I_Want_for_Christmas_Is_You-Critical_reception,"<font color=""blue"">Question</font>: What did Shona Craven say about ""All I Want for Christmas Is You""?<br/><font color=""blue"">Sentence(s)</font>: Shona Craven of Scotland's ""The Herald"", said, ""[it's] a song of optimism and joy that maybe, just maybe, hints at the real meaning of Christmas."""
Jingle_Bell_Rock-In_popular_culture,"<font color=""blue"">Question</font>: What is the name of the song that was performed by Dr. Teeth and The Electric Mayhem  in the 1987 Christmas television special ""A Muppet Family Christmas""?<br/><font color=""blue"">Sentence(s)</font>:  Dr. Teeth and The Electric Mayhem performed the song in the 1987 Christmas television special ""A Muppet Family Christmas""."
"Have_Yourself_a_Merry_Little_Christmas-""The_Victors""","<font color=""blue"">Question</font>: What was the name of the director who used Frank Sinatra's version?<br/><font color=""blue"">Sentence(s)</font>: Frank Sinatra's version was controversially used by director Carl Foreman in his 1963 anti-war film ""The Victors"" as the soundtrack backdrop (along with the carol ""Hark!"
The_Christmas_Song-Parodies,"<font color=""blue"">Question</font>: What was the title of ""The Simpsons"" episode that parodies The Christmas Song?<br/><font color=""blue"">Sentence(s)</font>: The title of ""The Simpsons"" episode ""Simpsons Roasting on an Open Fire"" is a parody of the song."
Santa_Claus_Is_Coming_to_Town-Recordings,"<font color=""blue"">Question</font>: What year was the song first recorded?<br/><font color=""blue"">Sentence(s)</font>: The earliest known recorded version of the song was by banjoist Harry Reser and his band on October 24, 1934 (Decca 264A) featuring Tom Stacks on vocal, the version shown in the Variety charts of December 1934."
Prison_Break-Awards_and_nominations,"<font color=""blue"">Question</font>: What was the first award ""Prison Break"" was nominated for?<br/><font color=""blue"">Sentence(s)</font>: Following a successful airing of the series' first thirteen episodes, ""Prison Break"" was nominated for its first award, the 2005 People's Choice Award for Favorite New TV Drama."
Friends-Conception,"<font color=""blue"">Question</font>: What were three previous titles of the show now known as  ""Friends""?<br/><font color=""blue"">Sentence(s)</font>: The team titled the series ""Insomnia Cafe"", and pitched the idea as a seven-page treatment to NBC in December 1993.At the same time, Warren Littlefield, the then-president of NBC Entertainment, was seeking a comedy involving young people living together and sharing expenses.</br>Kauffman and Crane began writing a pilot script for a show now titled ""Friends Like Us"", which took three days to write.</br>NBC liked the pilot script and ordered the series under another title, ""Six of One"", mainly due to the similar title it shared with the ABC sitcom ""These Friends of Mine""."
The_Big_Bang_Theory-DVD/Blu-ray_releases,"<font color=""blue"">Question</font>: When were the first two seasons of Big Bang Theory released on Blue-Ray/DVD compo packs?<br/><font color=""blue"">Sentence(s)</font>: Warner Bros. has since released the first two seasons on Blu-ray/DVD combo packs with UltraViolet downloads on July 10, 2012."
Teen_Wolf-Critical_response,"<font color=""blue"">Question</font>: Which company released Teen Wolf?<br/><font color=""blue"">Sentence(s)</font>: Although the film was a modest hit for Atlantic Releasing Corporation, the film's critical reception was at best mixed."
Breaking_Bad-Spin-off,"<font color=""blue"">Question</font>: When did AMC/Sony Pictures order Better Call Saul?<br/><font color=""blue"">Sentence(s)</font>: In September 2013, AMC and Sony Pictures Television officially ordered ""Better Call Saul"" to series, and it will be a prequel."
The_Vampire_Diaries-Series_overview,"<font color=""blue"">Question</font>: What is the name of the vempire that Elena Gilbert falls in love with?<br/><font color=""blue"">Sentence(s)</font>: The series follows the life of Elena Gilbert (Nina Dobrev), a teenage girl who falls deeply in love with a 163-year-old vampire named Stefan Salvatore (Paul Wesley)."
Doctor_Who-Abstract,"<font color=""blue"">Question</font>: What is TARDIS?<br/><font color=""blue"">Sentence(s)</font>: He explores the universe in his TARDIS, a sentient time-travelling space ship."
Orange_Is_the_New_Black-Critical_reception,"<font color=""blue"">Question</font>: What score did Orange is the New Black receive from Rotten Tomatoes?<br/><font color=""blue"">Sentence(s)</font>: Rotten Tomatoes gives a score of 89%, with an average rating of 8.4/10 based on 37 reviews."
Pretty_Little_Liars-Overview,"<font color=""blue"">Question</font>: What is the name of the friend who disappears?<br/><font color=""blue"">Sentence(s)</font>: The series follows the lives of four teenage girls — whose names are mentioned above (nicknamed ""the Pretty Little Liars"" or simply ""the Liars"") — whose clique falls apart after the disappearance of their best friend, Alison DiLaurentis."
Nurse_Jackie-Development_and_production,"<font color=""blue"">Question</font>: In what year did Showtime order a 4th season of the show?<br/><font color=""blue"">Sentence(s)</font>: On May 23, 2011, Showtime ordered a fourth season of Nurse Jackie."
The_Office-Abstract,"<font color=""blue"">Question</font>: Where was the office first made?<br/><font color=""blue"">Sentence(s)</font>: The Office is a popular mockumentary/cringe comedy sitcom that was first made in the United Kingdom and has now been remade in many other countries, with overall viewership in the hundreds of millions worldwide."
Parks_and_Recreation-Season_4,"<font color=""blue"">Question</font>: What is Leaslie's ex-boyfriend's name?<br/><font color=""blue"">Sentence(s)</font>: Leslie's ex-boyfriend Dave (Louis C.K.)"
Gossip_Girl-International_adaptations,"<font color=""blue"">Question</font>: What show spawned adaptations in other countries?<br/><font color=""blue"">Sentence(s)</font>: ""Gossip Girl"" spawned several adaptations in other countries."
Gilmore_Girls-Broadcast_history,"<font color=""blue"">Question</font>: How many seasons were in the Gilmore Girls?<br/><font color=""blue"">Sentence(s)</font>: All seven seasons are now being aired, unedited, on 5*.In Brazil and Mexico, the show premiered in November 5, 2000 on Warner Channel."
The_Good_Wife-Premise,"<font color=""blue"">Question</font>: Who was Alicia Florrick married to?<br/><font color=""blue"">Sentence(s)</font>: The series focuses on Alicia Florrick (Julianna Margulies), whose husband Peter Florrick (Chris Noth), a former Cook County state's attorney, has been jailed following a very public sex and corruption scandal."
Family_Guy-Humor,"<font color=""blue"">Question</font>: What kind of humor does Family Guy often use?<br/><font color=""blue"">Sentence(s)</font>: ""Family Guy"" often includes self-referential humor."
South_Park-Recognitions_and_awards,"<font color=""blue"">Question</font>: What year was South Park voted the 3rd greatest cartoon ever?<br/><font color=""blue"">Sentence(s)</font>: In 2004, Channel 4 voted ""South Park"" the third-greatest cartoon of all time."
Stone_Mountain-History,"<font color=""blue"">Question</font>: In what year did Stone Mountain Park provide venues for Olympic events in tennis, archery, and track cycling?<br/><font color=""blue"">Sentence(s)</font>: During the 1996 Summer Olympics, Stone Mountain Park provided venues for Olympic events in tennis, archery and track cycling."
Niagara_Falls-Canadian_side,"<font color=""blue"">Question</font>: What is the name of the garden on the Candadian side of Niagara Falls?<br/><font color=""blue"">Sentence(s)</font>: On the Canadian side, Queen Victoria Park features manicured gardens, platforms offering spectacular views of both the American and Horseshoe Falls, and underground walkways leading into observation rooms that yield the illusion of being within the falling waters."
Leaning_Tower_of_Pisa-Alternative_candidates,"<font color=""blue"">Question</font>: How many degrees to the ground does The Leaning Tower of Wanaka in New Zealand lean?<br/><font color=""blue"">Sentence(s)</font>: The Leaning Tower of Wanaka in New Zealand, also deliberately built, leans at 53 degrees to the ground."
Eiffel_Tower-Abstract,"<font color=""blue"">Question</font>: How many people ascended the Eiffel Tower in 2011?<br/><font color=""blue"">Sentence(s)</font>: The tower is the tallest structure in Paris and the most-visited paid monument in the world; 6.98 million people ascended it in 2011."
Machu_Picchu-Intimachay_and_the_Royal_Feast_of_the_Sun,"<font color=""blue"">Question</font>: On which side of Machu Picchu is Intimachay located?<br/><font color=""blue"">Sentence(s)</font>: Intimachay is located on the eastern side of Machu Picchu, just north of the ""Condor Stone."""
Disneyland-Abstract,"<font color=""blue"">Question</font>: What year did construction begin at Disneyland?<br/><font color=""blue"">Sentence(s)</font>: Construction began in 1954 and the park was unveiled during a special televised press event on the ABC Television Network on July 17, 1955.Since its opening, Disneyland has undergone a number of expansions and renovations, including the addition of New Orleans Square in 1966, Bear Country (now Critter Country) in 1972, and Mickey's Toontown in 1993."
Great_Wall_of_China-Visibility_from_low_Earth_orbit,"<font color=""blue"">Question</font>: What expedition did Ed Lu take part in?<br/><font color=""blue"">Sentence(s)</font>: Ed Lu, Expedition 7 Science Officer aboard the International Space Station, adds that, ""it's less visible than a lot of other objects."
Victoria_Falls-National_parks,"<font color=""blue"">Question</font>: What is the group called that patrols the main tourist areas and wears reflective yellow bibs?<br/><font color=""blue"">Sentence(s)</font>: In addition fences put up by lodges in response to crime restrict animal movement.In 2004 a separate group of police called the Tourism Police was started.</br>They are commonly seen around the main tourist areas, and can be identified by their uniforms with yellow reflective bibs."
Yellowstone_National_Park-Geysers_and_the_hydrothermal_system,"<font color=""blue"">Question</font>: What four geyers are located in the Upper Geyer Basic of Yellowstone National Park?<br/><font color=""blue"">Sentence(s)</font>: The most famous geyser in the park, and perhaps the world, is Old Faithful Geyser, located in Upper Geyser Basin.</br>Castle Geyser, Lion Geyser and Beehive Geyser are in the same basin."
Yosemite_National_Park-Habitats,"<font color=""blue"">Question</font>: How many species of vertebrates can be found in Yosemite?<br/><font color=""blue"">Sentence(s)</font>: Taken together, the park's varied habitats support over 250 species of vertebrates, which include fish, amphibians, reptiles, birds, and mammals.Along much of Yosemite's western boundary, habitats are dominated by mixed coniferous forests of Ponderosa Pine, Sugar Pine, Incense-cedar, White Fir, Douglas Fir, and a few stands of Giant Sequoia, interspersed by areas of Black Oak and Canyon Live Oak."
Grand_Canyon-Upper_Sonoran_and_Transition,"<font color=""blue"">Question</font>: How many bird species breed live primarily in the desert uplands and cliffs of the inner canyon?<br/><font color=""blue"">Sentence(s)</font>: This community is dominated by the four-winged saltbush and creosote bush; other important plants include Utah agave, narrowleaf mesquite, ratany, catclaw, and various cacti species.Approximately 30 bird species breed primarily in the desert uplands and cliffs of the inner canyon."
Mount_Rushmore-Conservation,"<font color=""blue"">Question</font>: What agency oversees the conversation of Mount Rushmore?<br/><font color=""blue"">Sentence(s)</font>: The ongoing conservation of the site is overseen by the US National Park Service."
Space_Needle-Architecture,"<font color=""blue"">Question</font>: Who introduced the hourglass profile of the tower?<br/><font color=""blue"">Sentence(s)</font>: Victor Steinbrueck introduced the hourglass profile of the tower."
Statue_of_Liberty-Location_and_visiting,"<font color=""blue"">Question</font>: What year did the government cede the islands in New York?<br/><font color=""blue"">Sentence(s)</font>: Both islands were ceded by New York to the federal government in 1800."
SeaWorld-History,"<font color=""blue"">Question</font>: In what year was Sea World opened?<br/><font color=""blue"">Sentence(s)</font>: SeaWorld was opened in 1964 by Milton C. Shedd, Ken Norris, David Demott, and George Millay."
Hersheypark-The_Hollow,"<font color=""blue"">Question</font>: What is the name of the oldest operating coaster in the park?<br/><font color=""blue"">Sentence(s)</font>: This section was named after the oldest operating coaster in the park, Comet, and lies along Spring Creek."
Six_Flags-Beginnings,"<font color=""blue"">Question</font>: What year did construction of Six Flags Over Texas start?<br/><font color=""blue"">Sentence(s)</font>: Construction of ""Six Flags Over Texas"" started in 1960, and the park was opened the next year for a short (45-day) season."
Stonehenge-Stonehenge_3_IV_(2280_BC_to_1930_BC),"<font color=""blue"">Question</font>: Which phase saw rearrangement of the bluestones?<br/><font color=""blue"">Sentence(s)</font>:  3 IV (2280 BC to 1930 BC).This phase saw further rearrangement of the bluestones."
Colosseum-Abstract,"<font color=""blue"">Question</font>: How many people could the Colosseum hold?<br/><font color=""blue"">Sentence(s)</font>: These three emperors are known as the Flavian dynasty, and the amphitheatre was named in Latin for its association with their family name ""(Flavius)"".The Colosseum could hold, it is estimated, between 50,000 and 80,000 spectators, and was used for gladiatorial contests and public spectacles such as mock sea battles, animal hunts, executions, re-enactments of famous battles, and dramas based on Classical mythology."
Mona_Lisa-Abstract,"<font color=""blue"">Question</font>: Who is the person that is portrayed in Leonardo da Vinci's Mona Lisa?<br/><font color=""blue"">Sentence(s)</font>: ""The painting, thought to be a portrait of Lisa Gherardini, the wife of Francesco del Giocondo, is in oil on a white Lombardy poplar panel, and is believed to have been painted between 1503 and 1506, although Leonardo may have continued working on it as late as 1517."
Vincent_van_Gogh-Posthumous_fame,"<font color=""blue"">Question</font>: Where is the ""Sunset at Montmajour"" currently displayed?<br/><font color=""blue"">Sentence(s)</font>: ""Sunset at Montmajour"" is a large oil landscape painting and, as of September 24, 2013, is displayed at Amsterdam's Van Gogh Museum."
Great_Sphinx_of_Giza-Origin_and_identity,"<font color=""blue"">Question</font>: Who wrote the book ""Natural History""?<br/><font color=""blue"">Sentence(s)</font>: Pliny The Elder mentioned the Great Sphinx in his book, ""Natural History"", commenting that the Egyptians looked upon the statue as a ""divinity"" that has been passed over in silence and ""that King Harmais was buried in it""."
The_Starry_Night-Subject_matter,"<font color=""blue"">Question</font>: What village is shown in the center part of the painting under a swirling sky?<br/><font color=""blue"">Sentence(s)</font>: The center part shows the village of Saint-Rémy under a swirling sky, in a view from the asylum towards north."
The_Scream-Record_sale_at_auction,"<font color=""blue"">Question</font>: How did Sotheby's auctioneer Tobias Meyer describe ""The Scream""?<br/><font color=""blue"">Sentence(s)</font>: After the sale, Sotheby's auctioneer Tobias Meyer said the painting was ""worth every penny"", adding: ""It is one of the great icons of art in the world and whoever bought it should be congratulated."
The_Persistence_of_Memory-Description,"<font color=""blue"">Question</font>: Which insect did Dali often use in his paintings, and what did they symbolize?<br/><font color=""blue"">Sentence(s)</font>: Dalí often used ants in his paintings as a symbol of decay.The figure in the middle of the picture can be read as a ""fading"" creature, one that often appears in dreams where the dreamer cannot pinpoint the creature's exact form and composition."
Last_Supper-Location,"<font color=""blue"">Question</font>: Where did the last supper take place?<br/><font color=""blue"">Sentence(s)</font>: According to later tradition, the Last Supper took place in what is called today The Room of the Last Supper on Mount Zion, just outside of the walls of the Old City of Jerusalem, and is traditionally known as ""The Upper Room""."
American_Gothic-Abstract,"<font color=""blue"">Question</font>: Which museum owns ""American Gothic""?<br/><font color=""blue"">Sentence(s)</font>: American Gothic is a painting by Grant Wood in the collection of the Art Institute of Chicago."
Dora_Maar_au_Chat-History,"<font color=""blue"">Question</font>: Who obtained the painting in the 1940s?<br/><font color=""blue"">Sentence(s)</font>: In the 1940s, the painting was obtained by Chicago collectors Leigh and Mary Block."
A_Sunday_Afternoon_on_the_Island_of_La_Grande_Jatte-In_popular_culture,"<font color=""blue"">Question</font>: In what 1986 comedy is the painting featured in?<br/><font color=""blue"">Sentence(s)</font>: Subsequently the painting is sometimes referred to by the misnomer """"Sunday in the Park"""".The painting is prominently featured in the 1986 comedy film ""Ferris Bueller's Day Off"".At the Old Deaf School Park in Columbus, Ohio, sculptor James T. Mason recreated the painting in topiary form; the installation was completed in 1989.The painting was the inspiration for the commemorative poster printed for the 1993 Detroit Belle Isle Grand Prix, with racing cars and the Detroit skyline added.The painting was featured, among others, in a scene from """"."
Pablo_Picasso-Cubism,"<font color=""blue"">Question</font>: What is synthetic cubism?<br/><font color=""blue"">Sentence(s)</font>: Synthetic cubism (1912–1919) was a further development of the genre, in which cut paper fragments – often wallpaper or portions of newspaper pages – were pasted into compositions, marking the first use of collage in fine art.In Paris, Picasso entertained a distinguished coterie of friends in the Montmartre and Montparnasse quarters, including André Breton, poet Guillaume Apollinaire, writer Alfred Jarry, and Gertrude Stein.</br>Apollinaire was arrested on suspicion of stealing the ""Mona Lisa"" from the Louvre in 1911."
Michelangelo-Madonna_and_Child,"<font color=""blue"">Question</font>: In what year did Michelangelo create ""Taddeo Tondo""?<br/><font color=""blue"">Sentence(s)</font>: The ""Taddeo Tondo"" of 1502, shows the Christ Child frightened by a Bullfinch, a symbol of the Crucifixion."
"Leonardo_da_Vinci-Old_age,_1513–19","<font color=""blue"">Question</font>: Where is da Vinci buried?<br/><font color=""blue"">Sentence(s)</font>: Leonardo da Vinci was buried in the Chapel of Saint-Hubert in Château d'Amboise, in France.Some 20 years after Leonardo's death, Francis was reported by the goldsmith and sculptor Benevenuto Cellini as saying: ""There had never been another man born in the world who knew as much as Leonardo, not so much about painting, sculpture and architecture, as that he was a very great philosopher."""
Donatello-Work_in_Florence,"<font color=""blue"">Question</font>: In what year was ""Saint George"" completed?<br/><font color=""blue"">Sentence(s)</font>: In 1417 he completed the ""Saint George"" for the Confraternity of the Cuirass-makers."
The_Thinker-Casts,"<font color=""blue"">Question</font>: In what year was the first large-scale bronze casting initially presented to the public?<br/><font color=""blue"">Sentence(s)</font>: The first large-scale bronze casting was finished in 1902 but not presented to the public until 1904."
Henry_Moore-World_War_Two,"<font color=""blue"">Question</font>: In what year was Moore given a commission from the Church of St. Matthew, Northampton to carve a Madonna and Child?<br/><font color=""blue"">Sentence(s)</font>: In 1943 he received a commission from the Church of St. Matthew, Northampton, to carve a Madonna and Child; this sculpture was the first in an important series of family-group sculptures."
Andy_Warhol-Death,"<font color=""blue"">Question</font>: What was the date and time of Warhol's death in New York City?<br/><font color=""blue"">Sentence(s)</font>: Warhol died in New York City at 6:32 am on February 22, 1987."
Salvador_Dalí-Dalí_museums_and_permanent_exhibitions,"<font color=""blue"">Question</font>: What city is the Dali Universe located in?<br/><font color=""blue"">Sentence(s)</font>: Dalí Universe – Venice, Italy "
Jackson_Pollock-Early_life,"<font color=""blue"">Question</font>: What mental illness do historians hypotesize that Jackson Pollock may have had?<br/><font color=""blue"">Sentence(s)</font>: Recently historians have hypothesized that Pollock might have had bipolar disorder."
Henri_Matisse-Books/essays,"<font color=""blue"">Question</font>: Who published ""Chatting with Henri Matisse: The Lost 1941 Interview""?<br/><font color=""blue"">Sentence(s)</font>:  ""Chatting with Henri Matisse: The Lost 1941 Interview"", Getty Publications 2013."
Association_football-Governing_bodies,"<font color=""blue"">Question</font>: Where are the FIFA headquarters located?<br/><font color=""blue"">Sentence(s)</font>: The FIFA headquarters are located in Zurich."
Football-Irish_and_Australian_varieties,"<font color=""blue"">Question</font>: What is Auskick?<br/><font color=""blue"">Sentence(s)</font>: * Auskick — a version of Australian rules designed by the AFL for young children"
Baseball-Player_rosters,"<font color=""blue"">Question</font>: What is the number of players on a MLB team's active roster?<br/><font color=""blue"">Sentence(s)</font>: Major League Baseball teams maintain 25-player active rosters."
Basketball-Shooting,"<font color=""blue"">Question</font>: What kind of violation is it if the feet hit the floor before the ball is released?<br/><font color=""blue"">Sentence(s)</font>: Failure to release the ball before the feet return to the floor is considered a traveling violation.Another common shot is called the ""lay-up""."
Tennis-Junior_tennis,"<font color=""blue"">Question</font>: What are the only junior tennis tournaments that offer prize money?<br/><font color=""blue"">Sentence(s)</font>: Junior tournaments do not offer prize money except for the Grand Slam tournaments, which are the most prestigious junior events."
Human_swimming-Abstract,"<font color=""blue"">Question</font>: What is human swimming?<br/><font color=""blue"">Sentence(s)</font>: Human swimming is the self propulsion of a person through water or other liquid, for survival, recreation, sport, exercise or other reason."
Volleyball-Scoring,"<font color=""blue"">Question</font>: How is a error made?<br/><font color=""blue"">Sentence(s)</font>: When the ball contacts the floor within the court boundaries or an error is made, the team that did not make the error is awarded a point, whether they served the ball or not."
Golf-Scoring,"<font color=""blue"">Question</font>: What is another name for a hole in one?<br/><font color=""blue"">Sentence(s)</font>: A hole in one (or an ""ace"") occurs when a golfer sinks his ball into the cup with his first stroke from the tee."
Badminton-Comparisons_of_technique,"<font color=""blue"">Question</font>: What modern coaching resource is mentioned?<br/><font color=""blue"">Sentence(s)</font>: Modern coaching resources such as the ""Badminton England Technique DVD"" reflect these ideas by emphasising forearm rotation rather than wrist movements."
Snowboarding-Big_mountain_and_freeride,"<font color=""blue"">Question</font>: What type of snow is usually found in big mountain snowboarding events?<br/><font color=""blue"">Sentence(s)</font>: Big mountain events usually take place in powder snow conditions in closed off areas of resorts or in the backcountry."
Fencing-Abstract,"<font color=""blue"">Question</font>: What is fencing?<br/><font color=""blue"">Sentence(s)</font>: Fencing is the activity of fighting with swords."
Archery-Modern_competitive_archery,"<font color=""blue"">Question</font>: What is Para-Archery?<br/><font color=""blue"">Sentence(s)</font>: Para-Archery is an adaptation of archery for athletes with a disability."
Wrestling-Abstract,"<font color=""blue"">Question</font>: What are some of the techniques utilized in wrestling?<br/><font color=""blue"">Sentence(s)</font>: Wrestling is a combat sport involving grappling type techniques such as clinch fighting, throws and takedowns, joint locks, pins and other grappling holds."
Boxing-Professional_vs._amateur_boxing,"<font color=""blue"">Question</font>: In what centuries were boxing bouts known to be motivated by money?<br/><font color=""blue"">Sentence(s)</font>: Throughout the 17th through 19th centuries, boxing bouts were motivated by money, as the fighters competed for prize money, promoters controlled the gate, and spectators bet on the result."
Marathon-After_a_marathon,"<font color=""blue"">Question</font>: What is soaking the lower half of the body said to do?<br/><font color=""blue"">Sentence(s)</font>: In addition, soaking the lower half of the body for approximately 20 minutes in cold or ice water may force blood through the leg muscles to speed recovery."
Taekwondo-Other_organizations,"<font color=""blue"">Question</font>: What year was Taekwondo accepted as a Commonwealth Games sport?<br/><font color=""blue"">Sentence(s)</font>: It was accepted as a Commonwealth Games sport in June 2010."
Shooting-Abstract,"<font color=""blue"">Question</font>: What is a marksman?<br/><font color=""blue"">Sentence(s)</font>: A person who specializes in shooting is a marksman."
Judo-Judo_versus_Jujutsu,"<font color=""blue"">Question</font>: What kind of techniques did Kano reject?<br/><font color=""blue"">Sentence(s)</font>: Kano rejected techniques that did not conform to these principles and emphasised the importance of efficiency in the execution of techniques."
Table_tennis-Chop,"<font color=""blue"">Question</font>: What is the objective of the defensive chop?<br/><font color=""blue"">Sentence(s)</font>: The object of a defensive chop is to match the topspin of the opponent's shot with backspin."
United_States-Sports,"<font color=""blue"">Question</font>: How many Olympic games have taken place in the US?<br/><font color=""blue"">Sentence(s)</font>: Eight Olympic Games have taken place in the United States."
China-Ethnic_groups,"<font color=""blue"">Question</font>: What percentage of ethnic minorities does China have?<br/><font color=""blue"">Sentence(s)</font>: Ethnic minorities account for about 8.49% of the population of China, according tothe 2010 census."
Russia-Geography,"<font color=""blue"">Question</font>: How many national parks are in Russia?<br/><font color=""blue"">Sentence(s)</font>: There are 23 UNESCO World Heritage Sites in Russia, 40 UNESCO biosphere reserves, 41 national parks and 101 nature reserves."
England-Economy,"<font color=""blue"">Question</font>: What city is the largest financial center in Europe?<br/><font color=""blue"">Sentence(s)</font>: London is the largest financial centre in Europe, and is also the largest in the world.The Bank of England, founded in 1694 by Scottish banker William Paterson, is the United Kingdom's central bank."
France-Cinema,"<font color=""blue"">Question</font>: What percentage of french films account for the total film revenues of France<br/><font color=""blue"">Sentence(s)</font>: French films account for 35% of the total film revenues of France, which is the highest percentage of national film revenues in the developed world outside the United States, compared to 14% in Spain and 8% in the UK.Until recently, France had for centuries been the cultural center of the world, although its dominant position has been surpassed by the United States."
South_Korea-Environment,"<font color=""blue"">Question</font>: What had little effort during South Korea's first 20 year of growth?<br/><font color=""blue"">Sentence(s)</font>: During the first 20 years of South Korea's growth surge, little effort was made to preserve the environment."
Japan-Infrastructure,"<font color=""blue"">Question</font>: How many airports are in Japan?<br/><font color=""blue"">Sentence(s)</font>: There are 173 airports in Japan; the largest domestic airport, Haneda Airport, is Asia's second-busiest airport."
India-Society,"<font color=""blue"">Question</font>: How many national holidays does India have which are observed in all states and union territories?<br/><font color=""blue"">Sentence(s)</font>: India has three national holidays which are observed in all states and union territories: Republic Day, Independence Day, and Gandhi Jayanti."
Indonesia-Foreign_relations_and_military,"<font color=""blue"">Question</font>: How many personnel does the Army have?<br/><font color=""blue"">Sentence(s)</font>: The army has about 400,000 active-duty personnel."
Brazil-Demographics,"<font color=""blue"">Question</font>: Why did Brazil's population increase between 1940 and 1970?<br/><font color=""blue"">Sentence(s)</font>: Brazil's population increased significantly between 1940 and 1970, because of a decline in the mortality rate, even though the birth rate underwent a slight decline."
Pakistan-Colonial_period,"<font color=""blue"">Question</font>: In what year did Britain end it's ruling over India?<br/><font color=""blue"">Sentence(s)</font>: In early 1947, Britain announced the decision to end its rule in India."
